Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Justin Jefferson,MIN,WR,1.0,14.79,97.21,6.6,143.26,9.73,1446.16,99.03,15.01,62.32,4.33,75.84,32.02,27.05,1.92,8.0,0.54,1.63,0.11,2.68,0.0,-1.11,0.42,0.03,0.21,0.01,98.84,6.71,144.89,9.84,62.74,4.35,0.32,0.03,0.0,0.99,194.64,13.19,14.05,7.48,12.7,3.42,0.79,1.63,4.05,4.89,1.54,0.65,13.54,243.24,16.5,18.12,8.45,15.87,3.11,0.32,2.89,2.79,5.68,1.39,0.86,18.64,291.85,19.8,22.33,9.51,19.04,2.89,0.53,1.74,3.47,6.16,1.85,0.91,19.68,5,12.46,211.74,8.0
Puka Nacua,LAR,WR,1.0,13.4,89.4,6.78,127.6,9.55,1188.4,88.96,13.18,55.4,4.16,62.6,27.51,16.6,1.19,4.2,0.3,11.4,0.88,63.2,4.6,5.48,3.2,0.22,0.6,0.05,100.8,7.66,139.0,10.43,58.6,4.39,0.0,0.0,0.0,1.0,153.96,11.51,11.42,7.28,11.15,3.8,0.4,2.6,3.4,3.2,0.95,0.3,11.41,198.66,14.9,15.24,8.38,14.35,3.2,1.0,0.8,4.6,3.8,2.05,0.4,17.11,243.36,18.29,18.34,9.6,17.51,2.8,0.8,1.4,4.2,4.2,2.05,0.45,17.47,2,12.53,213.01,7.0
CeeDee Lamb,DAL,WR,1.0,16.05,113.0,7.02,162.0,10.09,1404.0,87.02,12.37,64.95,4.02,68.05,29.76,21.79,1.34,8.53,0.53,13.16,0.82,78.74,4.89,5.91,4.42,0.28,0.63,0.04,126.16,7.85,175.16,10.92,69.37,4.3,1.11,0.07,0.01,1.0,202.59,12.52,10.87,6.85,12.27,3.37,1.89,2.74,2.42,5.63,1.23,0.55,12.04,259.09,16.03,14.15,7.97,15.59,2.89,1.21,2.74,3.74,5.47,1.48,0.54,16.99,315.59,19.54,17.72,9.18,18.88,2.89,1.21,1.95,4.53,5.47,1.87,0.54,17.79,5,13.41,227.91,3.0
Ja'Marr Chase,CIN,WR,1.0,15.84,110.05,6.92,156.89,9.91,1413.26,88.53,12.74,67.63,4.27,69.79,31.47,16.16,1.02,12.16,0.76,3.42,0.23,14.95,0.9,4.76,1.16,0.07,0.0,0.0,113.47,7.15,160.32,10.13,68.79,4.35,0.42,0.03,0.0,1.0,214.83,13.42,11.2,9.77,12.04,4.16,2.47,1.16,2.42,5.63,1.19,0.57,12.02,269.86,16.88,13.28,10.9,15.19,3.58,2.42,1.32,2.58,5.95,1.46,0.6,16.45,324.88,20.34,16.73,12.12,18.37,2.89,2.89,0.84,3.26,5.95,1.93,0.6,17.13,4,16.05,272.85,1.0
Amon-Ra St. Brown,DET,WR,1.0,16.39,112.91,6.89,148.74,9.09,1293.26,79.01,11.43,72.57,4.43,61.13,24.17,15.57,0.95,9.39,0.57,4.96,0.31,41.65,2.59,6.41,1.61,0.1,0.0,0.0,117.87,7.2,153.7,9.4,74.17,4.53,0.65,0.04,0.01,1.0,190.22,11.6,10.49,6.65,11.59,3.17,3.17,2.04,4.22,3.78,1.05,0.32,11.16,246.67,15.04,13.93,7.69,14.91,3.17,2.22,1.96,5.26,3.78,1.85,0.32,16.44,303.13,18.49,17.62,8.86,18.18,2.83,1.13,3.39,4.0,5.04,1.85,0.5,17.14,4,14.19,241.17,2.0
Tyreek Hill,MIA,WR,1.0,16.68,101.0,6.08,148.05,8.91,1382.37,83.4,13.41,68.0,4.1,76.0,29.65,20.58,1.24,8.42,0.51,7.16,0.43,36.58,2.17,4.89,2.21,0.13,0.21,0.01,108.16,6.51,155.21,9.34,70.21,4.23,0.32,0.02,0.0,1.0,193.05,11.66,10.8,6.68,11.42,4.58,2.26,2.89,1.89,5.05,0.91,0.58,11.27,243.55,14.69,14.19,7.62,14.37,4.05,3.53,1.16,2.68,5.26,1.19,0.62,16.13,294.05,17.73,17.42,8.66,17.32,4.37,2.21,2.37,2.16,5.58,1.13,0.74,16.52,8,10.22,173.82,15.0
A.J. Brown,PHI,WR,1.0,15.11,83.74,5.5,126.37,8.26,1285.84,84.89,15.54,58.68,3.89,66.79,31.0,19.53,1.3,7.84,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.74,5.5,126.37,8.26,58.68,3.89,1.05,0.06,0.01,1.0,173.53,11.49,10.73,6.74,11.41,3.16,2.58,2.11,2.68,4.58,0.92,0.48,11.18,215.4,14.25,13.13,7.51,14.17,3.16,1.37,3.11,3.11,4.37,0.99,0.45,15.2,257.27,16.99,16.14,8.34,16.94,2.84,2.16,2.32,3.32,4.47,1.06,0.46,15.63,6,11.66,198.14,9.0
Brian Thomas Jr.,JAC,WR,1.0,17.0,87.0,5.12,133.0,7.82,1282.0,75.41,14.74,53.0,3.12,85.0,36.94,18.0,1.06,10.0,0.59,6.0,0.35,48.0,2.82,8.0,3.0,0.18,0.0,0.0,93.0,5.47,139.0,8.18,56.0,3.29,0.0,0.0,0.0,1.0,197.0,11.59,10.7,6.23,11.66,4.0,1.0,4.0,2.0,6.0,0.89,0.55,11.31,240.5,14.15,13.5,7.1,14.19,4.0,1.0,5.0,1.0,6.0,0.7,0.55,14.93,284.0,16.71,16.6,8.07,16.7,4.0,1.0,3.0,3.0,6.0,1.12,0.55,15.85,1,13.35,227.03,4.0
Malik Nabers,NYG,WR,1.0,15.0,109.0,7.27,170.0,11.33,1204.0,80.27,11.05,55.0,3.67,59.0,26.33,16.0,1.07,7.0,0.47,5.0,0.33,2.0,0.13,0.4,1.0,0.07,0.0,0.0,114.0,7.6,175.0,11.67,56.0,3.73,0.0,0.0,0.0,1.0,164.6,10.97,7.3,6.99,10.73,4.0,4.0,2.0,2.0,3.0,0.5,0.25,9.29,219.1,14.61,11.3,7.42,14.49,2.0,5.0,2.0,2.0,4.0,0.67,0.36,14.53,273.6,18.24,14.9,7.98,18.29,1.0,3.0,5.0,1.0,5.0,0.67,0.5,15.76,1,12.56,213.52,6.0
Stefon Diggs,HOU,WR,1.0,12.74,79.21,6.13,113.68,8.69,914.84,69.36,11.28,46.68,3.72,51.74,25.42,9.11,0.69,6.26,0.47,1.95,0.21,4.74,0.53,2.21,0.79,0.08,0.47,0.06,81.16,6.34,115.63,8.91,47.47,3.79,0.32,0.02,0.0,0.94,132.62,10.15,9.73,6.22,10.24,3.89,1.79,1.32,2.53,3.21,0.81,0.31,9.58,172.22,13.22,13.76,6.82,13.44,3.89,0.79,1.74,2.68,3.63,0.99,0.4,14.41,211.83,16.28,17.37,7.53,16.65,3.68,0.68,2.05,2.68,3.63,0.99,0.4,15.1,8,7.52,127.85,40.0
