Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Calvin Johnson,FA,WR,0.0,15.05,98.53,6.51,172.05,11.42,1680.84,111.36,17.18,77.95,5.16,73.32,35.71,16.26,1.08,10.63,0.72,0.21,0.01,2.32,0.15,2.32,0.0,0.0,0.0,0.0,98.74,6.52,172.26,11.43,77.95,5.16,1.63,0.11,0.01,1.0,228.84,15.23,14.03,9.07,14.0,3.26,0.53,2.47,1.47,7.32,1.46,1.01,14.61,278.11,18.49,17.36,10.23,16.99,3.05,0.74,1.68,2.47,7.11,1.79,0.93,19.86,327.37,21.74,20.69,11.44,20.0,3.05,0.32,1.79,2.37,7.53,2.04,1.0,19.99,3,14.83,252.11,1.0
Brandon Marshall,FA,WR,0.0,16.0,101.68,6.36,168.37,10.52,1345.21,84.08,13.33,68.0,4.25,52.21,27.44,7.16,0.45,10.42,0.65,0.53,0.03,2.11,0.13,2.11,0.21,0.01,0.0,0.0,102.21,6.39,168.89,10.56,68.21,4.27,0.21,0.01,0.0,1.0,198.73,12.42,11.82,6.43,12.39,3.53,1.11,3.0,3.0,5.37,1.14,0.52,12.42,249.57,15.6,14.86,7.18,15.58,3.32,1.79,1.37,4.16,5.37,1.72,0.52,17.33,300.42,18.77,17.96,8.02,18.78,3.63,1.21,1.16,4.11,5.89,1.9,0.6,17.9,3,11.52,195.87,5.0
A.J. Green,FA,WR,0.0,15.79,90.74,5.72,160.32,10.12,1324.32,83.7,14.71,59.11,3.73,74.11,32.65,6.16,0.39,10.16,0.64,2.32,0.15,23.16,1.49,5.23,1.26,0.08,0.0,0.0,93.05,5.87,162.63,10.27,60.37,3.81,0.32,0.02,0.0,1.0,195.06,12.33,12.05,6.54,12.26,3.37,1.16,2.16,4.84,4.26,1.38,0.37,12.45,240.43,15.19,14.54,7.22,15.17,3.68,0.53,2.37,5.16,4.05,1.49,0.35,16.54,285.8,18.05,18.17,8.03,18.06,2.53,1.89,2.16,4.05,5.16,1.49,0.51,17.38,3,11.33,192.67,7.0
Wes Welker,FA,WR,0.0,14.58,97.53,6.6,144.26,9.78,1126.42,75.72,11.38,62.16,4.22,55.11,24.79,7.42,0.52,8.53,0.6,1.47,0.09,12.63,0.79,4.74,1.05,0.06,0.0,0.0,99.0,6.69,145.74,9.87,63.21,4.28,0.79,0.06,0.01,1.0,163.48,11.15,10.85,6.22,11.26,4.05,1.32,2.26,3.58,3.37,0.93,0.3,11.14,212.25,14.44,13.98,7.23,14.46,3.74,0.63,2.74,3.16,4.32,1.07,0.44,16.05,261.01,17.74,17.48,8.31,17.65,3.32,1.21,2.58,2.95,4.53,1.07,0.49,16.61,3,11.21,190.5,9.0
Demaryius Thomas,FA,WR,0.0,14.95,80.0,5.19,126.53,8.33,1246.21,81.18,15.81,55.26,3.59,69.26,33.12,8.68,0.54,10.63,0.69,0.21,0.02,1.05,0.09,1.05,0.0,0.0,0.0,0.0,80.21,5.21,126.74,8.35,55.26,3.59,0.95,0.06,0.01,1.0,186.62,12.14,11.15,7.23,11.81,3.32,1.63,2.26,3.26,4.47,1.1,0.42,11.56,226.62,14.74,13.69,7.87,14.45,3.32,2.16,1.26,3.53,4.68,1.28,0.45,15.57,266.62,17.33,16.57,8.61,17.12,2.84,2.0,1.89,2.42,5.79,1.28,0.65,16.15,3,12.35,209.89,3.0
Dez Bryant,FA,WR,0.0,15.79,86.37,5.45,141.05,8.91,1215.84,76.81,14.13,58.89,3.73,74.79,31.22,4.42,0.28,11.84,0.75,1.32,0.08,-0.05,0.0,0.74,0.0,0.0,0.0,0.0,87.68,5.54,142.37,8.99,58.89,3.73,1.32,0.08,0.02,1.0,190.63,12.04,11.02,7.2,11.74,4.21,1.53,2.47,3.21,4.37,0.93,0.39,11.42,233.82,14.77,13.67,8.01,14.45,3.68,2.05,2.32,2.89,4.84,1.0,0.46,15.53,277.0,17.49,16.13,8.96,17.16,3.68,2.05,1.84,3.58,4.63,1.18,0.44,15.81,3,11.22,190.77,8.0
Julio Jones,FA,WR,0.0,11.56,61.32,5.99,98.72,9.36,937.28,89.51,15.21,41.32,3.9,80.36,38.03,6.0,0.67,6.8,0.54,4.2,0.33,25.88,2.1,6.41,1.96,0.18,0.0,0.0,65.52,6.31,102.92,9.69,43.28,4.08,0.52,0.08,0.01,0.9,136.08,12.24,11.87,6.95,12.06,3.52,0.8,0.88,2.8,3.56,1.3,0.41,10.9,166.74,15.24,14.88,7.67,15.07,3.52,0.8,0.36,3.32,3.56,2.25,0.41,15.34,197.4,18.23,17.82,8.45,18.11,3.52,0.8,0.0,3.68,3.56,2.61,0.41,15.45,3,10.51,178.7,13.0
Josh Gordon,FA,WR,0.0,14.8,72.2,4.97,133.4,9.19,1309.6,90.67,17.79,54.4,3.74,85.4,37.32,12.8,0.88,7.4,0.51,3.0,0.22,52.8,3.77,10.56,2.4,0.17,0.0,0.0,75.2,5.19,136.4,9.4,56.8,3.92,0.4,0.02,0.01,1.0,179.84,12.46,9.91,8.5,11.44,5.6,1.6,0.0,2.8,4.8,1.63,0.54,11.34,215.94,14.95,12.13,9.45,13.77,5.6,0.6,1.4,2.8,4.4,1.59,0.51,15.02,252.04,17.44,14.38,10.48,16.11,5.6,0.6,2.0,2.2,4.4,1.17,0.51,14.71,2,13.25,225.26,2.0
Jordy Nelson,FA,WR,0.0,14.74,70.05,4.7,103.42,6.94,1123.58,75.12,16.03,49.68,3.34,78.63,34.44,5.05,0.34,9.16,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.05,4.7,103.42,6.94,49.68,3.34,0.0,0.0,0.0,1.0,167.94,11.28,10.27,7.68,10.81,4.53,1.58,1.63,2.21,4.79,0.95,0.48,10.63,202.96,13.63,13.08,8.5,13.15,4.53,1.74,1.79,2.32,4.37,0.88,0.41,14.23,237.99,15.97,15.78,9.4,15.5,4.05,1.89,1.84,3.53,3.42,0.9,0.31,14.5,3,11.15,189.59,10.0
Andre Johnson,FA,WR,0.0,14.11,93.95,6.43,147.95,10.11,1274.68,87.99,13.76,62.47,4.29,58.84,27.24,10.74,0.67,4.05,0.29,0.21,0.03,1.68,0.24,1.68,0.0,0.0,0.0,0.0,94.16,6.46,148.16,10.14,62.47,4.29,0.0,0.0,0.0,0.97,151.95,10.55,9.27,8.27,9.9,5.05,1.11,2.26,3.53,2.16,0.69,0.22,9.38,198.93,13.76,12.34,9.41,12.85,5.05,0.47,2.42,2.74,3.42,0.77,0.34,14.09,245.9,16.98,15.72,10.67,15.81,4.58,0.95,1.79,3.37,3.42,0.93,0.34,14.54,3,11.38,193.49,6.0
Antonio Brown,FA,WR,0.0,15.05,87.47,5.77,138.21,9.12,1191.84,78.08,13.6,58.26,3.84,62.11,26.53,9.16,0.61,5.79,0.38,7.0,0.47,18.11,1.24,2.59,2.0,0.13,0.0,0.0,94.47,6.24,145.21,9.59,60.26,3.97,0.63,0.05,0.01,1.0,154.12,10.11,9.09,5.84,10.31,3.74,2.74,4.37,2.26,1.95,0.41,0.15,9.4,197.86,13.0,12.13,6.28,13.39,3.58,2.32,3.74,3.47,1.95,0.58,0.15,14.0,241.59,15.88,15.17,6.83,16.49,2.63,3.26,2.32,4.53,2.32,1.0,0.19,14.79,3,9.69,164.69,17.0
Vincent Jackson,FA,WR,0.0,16.0,72.32,4.52,146.42,9.15,1249.68,78.1,17.38,59.05,3.69,70.63,31.88,9.47,0.59,7.74,0.48,1.11,0.07,10.74,0.67,3.58,0.21,0.01,0.0,0.0,73.42,4.59,147.53,9.22,59.26,3.7,0.0,0.0,0.0,1.0,173.09,10.82,8.17,8.07,10.24,6.63,1.74,1.32,2.16,4.16,0.66,0.37,9.45,209.25,13.08,10.83,9.09,12.37,6.42,1.63,1.32,2.0,4.63,0.73,0.42,13.33,245.41,15.34,13.26,10.15,14.54,6.58,1.68,2.11,1.21,4.42,0.55,0.39,13.15,3,9.88,167.95,16.0
