Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Diontae Johnson,HOU,WR,1.0,15.68,90.89,5.8,144.89,9.24,984.58,62.75,10.88,48.68,3.1,48.0,24.97,11.26,0.72,7.05,0.45,4.16,0.26,38.47,2.42,8.76,1.68,0.1,0.0,0.0,95.05,6.06,149.05,9.51,50.37,3.21,1.68,0.1,0.02,1.0,143.46,9.14,8.35,5.4,9.62,6.11,1.26,3.47,2.58,2.26,0.46,0.17,8.91,188.91,12.04,10.89,6.12,12.7,5.63,1.11,4.0,2.37,2.58,0.5,0.2,12.82,234.36,14.94,13.6,6.97,15.74,4.37,2.37,3.05,2.79,3.11,0.63,0.25,13.7,3,9.73,165.47,24.0
A.J. Brown,PHI,WR,1.0,13.95,62.89,4.56,100.89,7.32,972.37,69.74,15.64,46.89,3.39,69.21,28.48,12.0,0.86,7.53,0.53,1.58,0.11,17.37,1.15,6.58,0.89,0.06,0.21,0.01,64.47,4.67,102.47,7.43,47.79,3.46,0.32,0.02,0.0,1.0,146.66,10.47,8.04,7.43,10.11,6.05,1.21,1.0,1.32,4.37,0.75,0.47,9.33,178.11,12.75,10.53,8.48,12.28,6.05,0.74,1.79,1.32,4.05,0.65,0.41,12.79,209.55,15.03,12.93,9.58,14.46,6.05,0.95,2.26,0.63,4.05,0.55,0.41,12.8,3,10.45,177.66,17.0
DK Metcalf,SEA,WR,1.0,16.47,73.95,4.49,122.89,7.46,1059.0,64.5,14.33,50.84,3.09,70.74,28.21,13.32,0.81,10.32,0.62,0.89,0.05,5.16,0.31,4.0,0.21,0.01,0.0,0.0,74.84,4.55,123.79,7.51,51.05,3.11,0.95,0.06,0.01,1.0,166.84,10.13,8.02,6.82,9.96,7.32,0.74,1.74,2.84,3.84,0.72,0.32,9.09,203.81,12.37,10.64,7.39,12.27,7.32,1.63,1.53,2.63,3.37,0.62,0.27,12.48,240.78,14.62,13.18,8.06,14.61,6.11,3.16,1.89,1.95,3.37,0.54,0.27,12.79,3,10.33,175.61,18.0
Tyler Lockett,SEA,WR,2.0,16.0,83.42,5.21,115.53,7.22,1111.95,69.5,13.67,48.58,3.03,56.79,28.02,16.74,1.05,8.63,0.54,1.79,0.11,3.21,0.2,1.87,0.47,0.03,0.0,0.0,85.21,5.33,117.32,7.33,49.05,3.06,0.0,0.0,0.0,1.0,164.25,10.26,8.13,8.67,9.53,7.74,1.21,1.79,1.79,3.47,0.5,0.28,8.73,205.96,12.87,10.23,9.9,11.9,7.74,1.37,1.42,1.53,3.95,0.52,0.33,12.14,247.67,15.48,12.14,11.2,14.28,7.11,2.0,1.21,1.74,3.95,0.55,0.33,12.35,3,12.7,215.93,8.0
Amari Cooper,BUF,WR,1.0,15.53,77.89,5.0,115.37,7.41,1011.84,64.95,13.02,49.74,3.2,52.37,24.83,14.79,0.95,7.05,0.45,2.11,0.13,5.68,0.36,2.0,0.32,0.02,0.0,0.0,80.0,5.13,117.47,7.55,50.05,3.22,0.0,0.0,0.0,1.0,144.7,9.31,8.52,6.81,9.17,5.84,2.74,2.05,2.47,2.42,0.47,0.18,8.63,183.65,11.81,11.15,8.06,11.5,5.84,1.58,4.0,1.68,2.42,0.37,0.18,12.11,222.59,14.31,13.25,9.38,13.81,6.32,1.11,3.63,1.58,2.89,0.42,0.23,12.37,3,9.69,164.78,25.0
Tee Higgins,CIN,WR,2.0,14.8,71.2,4.85,109.2,7.42,1017.8,69.46,14.26,52.6,3.57,59.2,25.37,15.8,1.08,6.0,0.41,2.0,0.12,11.2,0.7,2.24,0.4,0.02,0.0,0.0,73.2,4.97,111.2,7.54,53.0,3.6,1.0,0.07,0.01,1.0,138.1,9.41,8.17,7.03,9.18,6.8,1.4,2.2,1.8,2.6,0.42,0.22,8.49,173.7,11.83,10.59,8.11,11.47,6.2,2.0,2.8,1.2,2.6,0.34,0.22,12.09,209.3,14.25,12.97,9.22,13.77,6.2,2.2,2.6,1.2,2.6,0.34,0.22,12.16,2,11.11,188.91,14.0
CeeDee Lamb,DAL,WR,1.0,16.0,77.0,4.81,116.4,7.28,1035.2,64.7,13.43,50.8,3.18,50.2,27.26,19.2,1.2,5.6,0.35,9.4,0.58,78.4,4.9,8.34,4.0,0.25,0.4,0.02,86.4,5.4,125.8,7.86,54.8,3.42,0.4,0.02,0.0,1.0,149.76,9.36,6.83,6.88,9.2,8.4,1.2,1.4,2.4,2.6,0.45,0.19,7.99,188.26,11.76,9.65,7.5,11.66,8.0,1.0,1.6,2.8,2.6,0.51,0.19,11.87,226.76,14.17,12.68,8.21,14.15,7.6,0.8,1.4,3.6,2.6,0.65,0.19,12.49,2,11.18,190.14,12.0
Brandin Cooks,DAL,WR,2.0,15.26,77.05,5.0,116.21,7.56,977.11,63.68,12.86,44.16,2.89,54.63,24.7,13.89,0.91,5.16,0.34,2.21,0.15,20.89,1.4,6.8,1.11,0.07,0.0,0.0,79.26,5.15,118.42,7.7,45.26,2.96,0.0,0.0,0.0,1.0,130.75,8.51,8.09,6.15,8.57,7.63,1.32,1.47,3.42,1.42,0.48,0.11,8.13,169.27,11.02,10.55,7.05,11.04,7.32,1.16,1.95,2.95,1.89,0.48,0.15,11.63,207.8,13.52,12.97,8.03,13.5,6.53,2.42,0.84,3.26,2.21,0.62,0.18,12.26,3,9.93,168.73,21.0
Antonio Brown,FA,WR,0.0,6.36,37.21,5.63,54.29,8.5,461.86,70.99,12.64,24.86,3.81,52.57,27.84,7.86,1.22,3.57,0.62,1.21,0.29,4.14,1.21,4.36,0.46,0.19,0.0,0.0,38.43,5.92,55.5,8.79,25.32,4.01,0.0,0.0,0.0,0.77,68.03,10.92,9.55,7.21,8.58,3.0,0.0,0.86,0.36,2.14,0.7,0.51,7.17,86.64,13.74,13.85,8.03,10.97,1.93,1.29,0.0,1.0,2.14,1.07,0.51,11.57,105.24,16.56,18.12,8.98,13.35,1.93,1.29,0.14,0.86,2.14,0.93,0.51,11.72,3,6.87,116.84,46.0
Brandon Aiyuk,SF,WR,3.0,15.0,57.6,3.97,88.8,6.16,794.8,54.09,13.84,39.4,2.74,45.4,22.44,13.6,0.9,5.0,0.34,5.4,0.37,41.0,3.17,7.17,1.8,0.14,0.8,0.07,63.0,4.35,94.2,6.54,41.2,2.88,0.6,0.04,0.01,1.0,118.38,8.18,8.6,4.86,8.76,7.0,0.6,3.2,3.8,0.4,0.53,0.04,8.21,147.18,10.17,11.24,5.92,10.66,7.0,1.2,2.6,3.4,0.8,0.53,0.08,11.53,175.98,12.16,13.74,7.03,12.56,7.0,1.6,1.8,2.8,1.8,0.69,0.17,12.07,2,8.6,146.18,33.0
Terry McLaurin,WAS,WR,1.0,15.74,76.16,4.85,123.47,7.84,1045.32,66.69,13.87,47.42,3.03,59.05,27.06,15.63,1.0,5.11,0.33,1.11,0.07,15.16,0.97,10.42,1.11,0.07,0.0,0.0,77.26,4.92,124.58,7.91,48.53,3.1,0.32,0.02,0.0,1.0,136.05,8.7,7.17,6.21,8.79,8.0,2.68,0.95,0.95,3.16,0.38,0.25,7.95,174.13,11.12,9.72,6.98,11.24,7.74,2.42,1.37,1.05,3.16,0.38,0.25,11.5,212.21,13.55,12.4,7.83,13.69,7.26,2.26,2.0,0.42,3.79,0.38,0.32,12.08,3,9.63,163.77,26.0
Amon-Ra St. Brown,DET,WR,1.0,16.0,90.0,5.62,119.0,7.44,912.0,57.0,10.13,48.0,3.0,37.0,19.88,11.0,0.69,5.0,0.31,7.0,0.44,61.0,3.81,8.71,2.0,0.12,1.0,0.06,97.0,6.06,126.0,7.88,50.0,3.12,0.0,0.0,0.0,1.0,137.3,8.58,6.3,7.7,8.19,10.0,1.0,0.0,1.0,4.0,0.45,0.33,7.54,182.3,11.39,9.05,8.82,10.82,8.0,3.0,0.0,0.0,5.0,0.45,0.45,11.38,227.3,14.21,11.55,10.01,13.46,8.0,2.0,1.0,0.0,5.0,0.45,0.45,11.87,1,11.32,192.46,11.0
Mike Williams,PIT,WR,1.0,15.47,61.47,3.95,106.89,6.87,992.32,63.89,16.42,43.84,2.82,66.11,30.89,15.74,1.01,6.26,0.4,0.53,0.04,0.74,0.05,0.74,0.0,0.0,0.0,0.0,62.0,3.98,107.42,6.91,43.84,2.82,0.0,0.0,0.0,1.0,137.83,8.85,6.92,6.92,8.74,8.21,1.37,0.47,2.58,2.84,0.56,0.24,7.88,168.57,10.83,9.15,7.69,10.74,8.63,0.95,1.37,1.21,3.32,0.43,0.29,10.92,199.31,12.8,11.19,8.51,12.74,8.16,1.21,1.89,1.21,3.0,0.39,0.26,11.05,3,8.69,147.81,30.0
Tyler Boyd,TEN,WR,2.0,15.68,75.63,4.83,110.42,7.05,878.0,55.98,11.66,41.84,2.67,64.84,22.28,9.47,0.6,4.68,0.3,3.37,0.21,30.74,1.99,9.52,1.32,0.08,0.0,0.0,79.0,5.05,113.79,7.26,43.16,2.76,0.42,0.03,0.0,1.0,119.18,7.6,7.09,5.44,7.91,7.68,2.21,1.26,3.32,1.21,0.41,0.08,7.34,156.99,10.01,10.11,6.33,10.33,7.26,3.26,0.95,3.47,0.74,0.36,0.05,10.8,194.81,12.43,12.88,7.34,12.72,6.58,3.05,1.53,3.26,1.26,0.41,0.1,11.59,3,9.03,153.44,28.0
DeVante Parker,FA,WR,0.0,12.53,54.0,4.26,94.05,7.47,747.42,58.1,13.59,40.16,3.15,40.42,21.61,10.89,0.83,4.11,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.26,94.05,7.47,40.16,3.15,0.0,0.0,0.0,0.98,99.37,7.63,6.83,4.84,8.15,6.21,1.37,1.68,2.63,0.63,0.38,0.05,7.13,126.37,9.76,9.33,5.6,10.36,5.37,1.95,1.32,3.26,0.63,0.46,0.05,10.65,153.37,11.89,11.91,6.48,12.53,5.58,2.05,1.68,2.58,0.63,0.34,0.05,10.83,3,6.21,105.62,60.0
Julio Jones,FA,WR,0.0,10.74,51.63,4.65,77.26,6.87,742.53,67.18,14.37,36.58,3.24,49.42,25.67,11.37,1.05,2.68,0.24,0.42,0.03,-0.63,-0.04,-0.32,0.0,0.0,0.0,0.0,52.05,4.68,77.68,6.89,36.58,3.24,0.0,0.0,0.0,0.96,90.29,8.13,6.71,5.71,8.26,5.37,0.63,1.79,1.47,1.47,0.38,0.17,7.04,116.11,10.46,9.43,6.64,10.54,5.16,0.63,1.79,1.47,1.68,0.42,0.2,10.65,141.93,12.78,11.86,7.63,12.81,5.16,0.63,1.95,1.32,1.68,0.45,0.2,10.83,3,6.82,115.98,49.0
Elijah Moore,CLE,WR,1.0,11.0,43.0,3.91,77.0,7.0,538.0,48.91,12.51,24.0,2.18,62.0,22.0,9.0,0.82,5.0,0.45,5.0,0.45,54.0,4.91,10.8,3.0,0.27,1.0,0.09,48.0,4.36,82.0,7.45,27.0,2.45,0.0,0.0,0.0,1.0,95.2,8.65,7.1,7.55,8.3,5.0,2.0,1.0,1.0,2.0,0.38,0.22,7.65,116.7,10.61,9.7,8.65,10.13,5.0,2.0,1.0,1.0,2.0,0.38,0.22,10.65,138.2,12.56,10.2,9.8,11.97,6.0,2.0,0.0,1.0,2.0,0.38,0.22,10.36,1,7.74,131.56,37.0
Allen Robinson II,DET,WR,2.0,14.11,70.84,4.8,111.37,7.61,830.42,55.95,11.44,45.16,3.04,42.05,21.12,12.47,0.83,3.84,0.25,0.53,0.03,0.11,0.01,0.11,0.0,0.0,0.0,0.0,71.37,4.84,111.89,7.65,45.16,3.04,0.0,0.0,0.0,1.0,107.05,7.17,5.96,4.09,7.9,8.05,2.68,0.53,0.95,1.89,0.27,0.15,6.82,142.47,9.58,8.49,4.57,10.6,7.63,2.16,1.16,0.84,2.32,0.32,0.2,10.52,177.89,11.98,11.26,5.19,13.24,7.89,1.58,0.95,1.37,2.32,0.41,0.2,11.25,3,7.82,132.92,36.0
Marquise Brown,KC,WR,2.0,15.76,74.06,4.68,120.94,7.63,873.76,55.22,12.04,36.88,2.33,60.41,24.23,13.47,0.85,6.82,0.44,0.88,0.05,3.0,0.19,3.0,0.44,0.03,0.0,0.0,74.94,4.73,121.82,7.69,37.32,2.36,0.53,0.03,0.01,1.0,127.56,8.08,6.34,6.15,8.19,8.71,0.82,2.18,1.88,2.18,0.35,0.17,7.23,164.59,10.41,8.97,6.69,10.62,8.18,1.35,1.65,2.94,1.65,0.43,0.12,10.45,201.62,12.75,11.54,7.34,13.07,7.65,1.71,1.71,3.53,1.18,0.45,0.08,11.25,3,8.62,146.57,32.0
Hunter Renfrow,FA,WR,0.0,15.84,76.79,4.77,99.89,6.24,826.21,51.67,11.07,40.79,2.55,56.0,21.38,8.42,0.53,5.74,0.35,1.42,0.09,1.42,0.09,0.47,0.47,0.03,0.0,0.0,78.21,4.85,101.32,6.32,41.26,2.58,0.79,0.05,0.01,1.0,115.61,7.21,6.73,4.24,8.02,9.16,0.79,2.37,2.63,0.89,0.31,0.07,7.0,154.0,9.59,9.2,5.0,10.53,8.63,1.79,0.95,3.58,0.89,0.45,0.07,10.41,192.39,11.98,11.63,5.85,12.98,7.68,2.42,1.26,3.11,1.37,0.45,0.1,11.12,3,7.42,126.16,39.0
Jarvis Landry,FA,WR,0.0,13.79,64.84,4.66,102.16,7.37,782.42,55.63,11.85,39.84,2.84,41.79,21.56,11.0,0.77,3.16,0.22,4.32,0.33,24.21,1.92,6.05,3.05,0.23,1.26,0.1,69.16,4.99,106.47,7.71,42.89,3.07,0.95,0.08,0.01,1.0,107.51,7.67,5.98,5.02,8.14,7.21,1.84,2.0,1.79,0.95,0.24,0.07,6.83,139.93,10.0,8.41,5.68,10.59,7.0,1.58,2.26,2.0,0.95,0.27,0.07,10.34,172.35,12.33,10.79,6.39,13.06,6.68,1.47,2.89,1.79,0.95,0.24,0.07,10.72,3,6.21,105.62,61.0
Chase Claypool,FA,WR,0.0,15.4,60.2,3.91,106.6,6.92,865.2,56.22,14.38,37.0,2.4,69.0,27.74,13.4,0.87,4.8,0.3,12.4,0.81,64.0,4.24,4.76,5.8,0.38,0.8,0.05,72.6,4.72,119.0,7.73,42.8,2.78,0.4,0.02,0.0,1.0,125.72,8.13,6.56,6.32,8.19,8.0,2.0,1.8,1.8,1.8,0.33,0.13,7.25,155.82,10.08,8.7,6.99,10.19,8.6,1.4,2.2,1.4,1.8,0.27,0.13,10.24,185.92,12.04,10.88,7.76,12.19,9.2,0.4,1.4,3.4,1.0,0.4,0.07,10.58,2,6.37,108.36,57.0
