Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Cooper Kupp,LAR,WR,1.0,12.79,100.68,7.93,132.84,10.45,1204.53,92.57,11.6,57.47,4.5,65.74,31.24,17.21,1.3,8.53,0.66,6.37,0.61,37.26,3.54,5.9,2.84,0.27,0.47,0.05,107.05,8.53,139.21,11.05,60.32,4.76,0.68,0.07,0.01,0.97,177.44,13.76,13.97,6.11,13.83,2.68,0.74,1.63,1.68,6.05,2.47,1.18,14.37,227.78,17.73,17.94,7.01,17.78,2.26,0.84,0.79,2.16,6.74,4.1,1.56,20.45,278.13,21.69,22.74,8.07,21.67,1.53,0.95,0.95,1.79,7.58,6.23,2.03,22.05,3,14.55,247.35,3.0
Justin Jefferson,MIN,WR,1.0,16.79,113.26,6.73,166.21,9.87,1661.95,98.84,14.77,73.79,4.39,62.95,30.86,26.63,1.59,8.42,0.5,4.0,0.24,16.21,0.95,4.0,1.26,0.08,0.47,0.03,117.26,6.97,170.21,10.11,75.05,4.46,0.32,0.02,0.0,1.0,223.4,13.28,14.79,8.07,12.55,4.58,0.84,1.21,3.79,6.37,1.61,0.7,14.03,280.03,16.65,18.16,9.23,15.67,4.26,1.16,1.21,3.47,6.68,1.61,0.73,18.89,336.66,20.02,21.58,10.46,18.79,3.47,1.42,1.37,3.63,6.89,1.8,0.76,19.4,3,13.46,228.8,7.0
Davante Adams,NYJ,WR,1.0,16.05,110.42,6.94,170.0,10.59,1497.79,93.55,13.69,72.68,4.56,58.84,30.22,21.16,1.32,13.89,0.88,1.42,0.09,-0.47,-0.03,-0.16,0.0,0.0,0.0,0.0,111.84,7.03,171.42,10.67,72.68,4.56,0.21,0.01,0.0,1.0,232.68,14.59,11.64,9.24,13.32,3.32,2.53,2.47,0.84,6.89,1.03,0.8,12.88,287.89,18.06,15.54,10.28,16.54,3.47,1.89,1.47,2.32,6.89,1.46,0.8,18.29,343.1,21.54,19.35,11.39,19.78,3.42,1.63,1.79,2.32,6.89,1.46,0.8,18.83,3,15.54,264.13,2.0
Stefon Diggs,HOU,WR,2.0,16.79,111.37,6.65,160.63,9.58,1399.21,83.5,12.57,67.0,3.99,55.95,29.39,16.05,0.96,10.05,0.6,0.68,0.04,-1.21,-0.07,-1.21,0.0,0.0,0.0,0.0,112.05,6.69,161.32,9.62,67.0,3.99,0.0,0.0,0.0,1.0,200.12,11.93,11.48,6.59,11.89,4.37,1.95,2.47,3.74,4.26,0.99,0.4,11.73,255.8,15.25,15.35,7.46,15.2,4.05,1.47,3.11,1.89,6.26,0.96,0.69,16.87,311.48,18.57,19.16,8.43,18.5,3.26,1.11,4.05,1.79,6.58,1.02,0.72,17.78,3,13.61,231.45,5.0
Tyreek Hill,MIA,WR,1.0,16.58,109.74,6.6,159.16,9.58,1469.89,88.57,13.42,72.16,4.34,69.79,30.0,20.16,1.22,9.32,0.57,8.89,0.54,71.37,4.4,7.53,3.74,0.23,0.89,0.06,118.63,7.14,168.05,10.13,75.89,4.57,0.32,0.02,0.0,1.0,214.76,13.03,11.16,8.72,12.12,4.37,1.32,2.84,2.16,5.89,1.02,0.58,11.96,269.63,16.33,13.23,10.0,15.1,3.58,1.63,2.74,2.26,6.37,1.14,0.65,16.42,324.49,19.63,16.39,11.38,18.08,3.58,0.63,4.0,1.89,6.47,1.07,0.65,16.56,3,16.1,273.67,1.0
Ja'Marr Chase,CIN,WR,1.0,14.6,84.6,5.92,131.6,9.2,1209.6,82.51,14.4,57.2,3.99,68.8,29.15,16.6,1.12,10.6,0.72,5.8,0.39,13.2,0.87,2.16,1.4,0.1,0.0,0.0,90.4,6.32,137.4,9.59,58.6,4.09,1.6,0.11,0.02,1.0,182.68,12.43,9.86,9.14,11.39,4.4,1.6,2.2,1.0,5.4,0.8,0.59,10.97,224.98,15.4,12.6,10.08,14.18,3.2,3.6,1.4,1.0,5.4,0.8,0.59,15.23,267.28,18.36,15.5,11.1,17.0,2.6,4.4,0.6,2.0,5.0,0.98,0.54,15.56,2,13.48,229.17,6.0
Keenan Allen,CHI,WR,1.0,12.74,85.79,6.72,122.68,9.52,924.42,73.0,10.88,52.16,4.07,40.95,24.63,9.21,0.72,5.47,0.43,0.68,0.06,3.58,0.36,3.58,0.47,0.05,0.0,0.0,86.47,6.78,123.37,9.59,52.63,4.11,0.89,0.08,0.01,0.98,124.91,9.82,9.66,4.94,10.51,2.58,2.26,4.26,1.74,1.89,0.43,0.2,9.63,167.8,13.18,13.21,5.79,13.99,2.37,2.37,2.16,3.95,1.89,0.88,0.2,14.85,210.69,16.54,16.39,6.87,17.36,2.58,2.16,1.37,3.05,3.58,1.18,0.48,15.84,3,10.18,173.06,17.0
DeAndre Hopkins,KC,WR,1.0,10.79,67.79,6.21,99.37,9.18,816.47,74.32,12.18,42.47,3.84,45.63,24.27,9.58,0.87,5.21,0.49,0.21,0.01,0.21,0.01,0.21,0.0,0.0,0.0,0.0,68.0,6.22,99.58,9.19,42.47,3.84,0.89,0.08,0.01,0.95,111.14,10.21,10.31,5.93,10.41,3.95,0.53,2.74,1.37,2.21,0.48,0.26,9.65,145.04,13.31,13.54,6.83,13.48,3.21,1.26,0.79,3.16,2.37,1.08,0.26,14.43,178.93,16.42,16.98,7.9,16.51,3.32,1.16,0.79,3.26,2.26,1.08,0.26,14.95,3,9.52,161.81,22.0
A.J. Brown,PHI,WR,1.0,15.11,76.32,5.04,124.16,8.19,1209.37,78.96,15.64,53.74,3.56,70.32,31.51,16.79,1.08,9.11,0.59,0.63,0.05,3.16,0.24,1.58,0.32,0.03,0.0,0.0,76.95,5.09,124.79,8.23,54.05,3.59,1.16,0.07,0.01,1.0,174.83,11.43,9.93,7.5,10.99,4.47,1.0,2.42,2.16,5.05,0.95,0.51,10.72,212.99,13.95,12.25,8.44,13.41,4.47,1.16,2.0,3.11,4.37,1.03,0.41,14.36,251.15,16.46,14.64,9.46,15.87,4.47,1.16,2.32,3.26,3.89,0.98,0.36,14.4,3,12.34,209.73,11.0
Chris Godwin,TB,WR,1.0,14.05,93.89,6.63,125.05,8.82,1009.74,71.92,10.94,51.53,3.67,44.63,23.15,12.21,0.88,4.47,0.33,2.68,0.19,9.0,0.63,2.45,1.74,0.12,0.32,0.02,96.58,6.82,127.74,9.01,53.26,3.79,1.58,0.11,0.02,1.0,128.4,9.22,8.6,5.09,9.75,6.47,1.21,1.42,2.84,2.11,0.59,0.18,9.12,175.35,12.54,12.29,5.82,13.21,4.58,3.11,0.89,2.84,2.63,0.74,0.24,14.07,222.29,15.85,15.42,6.67,16.64,3.32,2.63,2.95,2.05,3.11,0.64,0.29,14.77,3,10.26,174.4,16.0
