Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Antonio Brown,FA,WR,0.0,15.53,120.32,7.73,172.0,11.05,1544.84,99.08,12.77,74.74,4.8,56.05,30.79,14.11,0.92,11.58,0.75,3.21,0.21,15.84,1.01,5.05,1.0,0.06,0.0,0.0,123.53,7.94,175.21,11.26,75.74,4.86,1.05,0.06,0.01,1.0,226.13,14.53,13.27,7.9,13.84,3.21,1.47,0.84,3.95,6.05,2.17,0.65,14.26,286.29,18.39,17.54,8.88,17.56,2.89,1.0,1.32,2.63,7.68,2.27,1.0,20.22,346.45,22.26,21.35,9.99,21.27,2.68,1.21,1.11,2.42,8.11,2.83,1.14,21.02,3,15.14,257.46,1.0
Julio Jones,FA,WR,0.0,14.84,104.16,6.95,159.53,10.66,1593.63,106.96,15.61,75.68,5.07,74.26,31.16,19.47,1.33,6.63,0.45,0.21,0.01,0.21,0.01,0.21,0.0,0.0,0.0,0.0,104.37,6.97,159.74,10.67,75.68,5.07,0.53,0.03,0.01,1.0,198.12,13.3,12.91,8.48,12.43,4.16,0.74,1.26,3.32,5.37,1.52,0.6,13.17,250.2,16.78,17.05,9.65,15.64,3.63,0.74,1.37,2.32,6.79,1.62,0.93,18.98,302.28,20.25,20.77,10.89,18.87,3.84,0.53,1.05,2.11,7.32,1.79,1.08,19.4,3,14.02,238.34,2.0
Odell Beckham Jr.,MIA,WR,1.0,14.84,97.32,6.61,157.32,10.61,1380.16,93.89,14.2,63.95,4.33,79.84,35.49,8.79,0.59,11.37,0.78,2.26,0.17,12.58,0.94,6.26,0.42,0.04,0.0,0.0,99.58,6.79,159.58,10.78,64.37,4.37,0.68,0.05,0.01,1.0,206.12,14.07,13.4,8.1,13.24,3.37,0.95,1.42,2.58,6.53,1.66,0.86,14.01,254.77,17.37,16.77,8.78,16.5,3.37,0.47,1.11,4.16,5.74,2.08,0.72,18.93,303.43,20.68,20.2,9.57,19.79,3.84,0.0,0.63,5.32,5.05,2.33,0.58,19.45,3,13.35,226.9,4.0
Jordy Nelson,FA,WR,0.0,16.0,97.31,6.08,151.69,9.48,1337.62,83.6,13.74,64.77,4.05,66.15,31.68,11.38,0.71,13.69,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.31,6.08,151.69,9.48,64.77,4.05,0.69,0.04,0.01,1.0,214.53,13.41,12.99,7.16,13.04,3.31,1.31,2.08,2.31,7.0,1.41,0.78,13.45,263.18,16.45,15.45,7.98,16.02,2.31,1.69,3.31,2.38,6.31,1.2,0.66,17.42,311.84,19.49,18.48,8.92,19.0,2.31,1.69,2.31,3.69,6.0,1.55,0.6,17.96,3,13.2,224.42,5.0
Mike Evans,TB,WR,1.0,15.47,83.16,5.35,154.58,9.96,1227.84,79.25,14.92,67.95,4.37,54.58,25.95,12.42,0.8,9.16,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.16,5.35,154.58,9.96,67.95,4.37,0.32,0.02,0.0,1.0,178.99,11.53,11.42,6.88,11.3,6.11,0.42,1.32,3.63,4.0,1.01,0.38,11.52,220.57,14.2,13.67,7.85,13.88,6.32,0.21,1.74,2.89,4.32,0.93,0.41,15.6,262.15,16.88,15.92,8.84,16.48,6.0,0.53,1.47,3.84,3.63,1.08,0.31,15.34,3,9.81,166.72,16.0
Michael Thomas,FA,WR,0.0,15.0,92.0,6.13,121.0,8.07,1137.0,75.8,12.36,62.0,4.13,46.0,24.2,15.0,1.0,9.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,6.13,121.0,8.07,62.0,4.13,2.0,0.13,0.02,1.0,163.7,10.91,10.4,6.56,10.84,6.0,0.0,2.0,4.0,3.0,0.88,0.25,10.53,209.7,13.98,12.8,7.3,13.92,4.0,2.0,2.0,3.0,4.0,0.88,0.36,14.92,255.7,17.05,15.8,8.11,17.02,3.0,3.0,2.0,3.0,4.0,0.88,0.36,15.29,1,13.53,229.99,3.0
Demaryius Thomas,FA,WR,0.0,16.0,99.16,6.19,162.84,10.18,1265.63,79.1,12.69,58.11,3.63,66.89,27.64,7.95,0.5,6.58,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.16,6.19,162.84,10.18,58.11,3.63,1.58,0.09,0.02,1.0,164.25,10.27,9.74,5.46,10.67,5.53,1.11,3.16,3.74,2.47,0.75,0.2,10.19,213.83,13.36,12.98,6.0,14.0,4.89,1.42,3.05,3.68,2.95,1.03,0.23,14.81,263.41,16.46,16.44,6.68,17.29,4.42,1.58,2.05,4.0,3.95,1.53,0.34,16.07,3,10.04,170.65,13.0
A.J. Green,FA,WR,0.0,12.53,72.95,5.94,113.47,9.22,1085.37,88.12,14.86,49.0,3.93,67.89,30.57,8.32,0.69,6.32,0.48,0.42,0.03,0.42,0.03,0.21,0.0,0.0,0.0,0.0,73.37,5.97,113.89,9.25,49.0,3.93,0.74,0.05,0.01,0.98,145.0,11.61,9.88,8.44,10.83,4.05,1.89,1.05,1.89,3.63,0.84,0.41,10.39,181.47,14.59,13.08,9.78,13.5,3.84,0.84,2.53,1.68,3.63,0.79,0.41,14.63,217.95,17.56,16.02,11.2,16.17,3.53,1.79,2.21,0.68,4.32,0.75,0.55,14.95,3,10.91,185.49,8.0
T.Y. Hilton,FA,WR,0.0,15.79,82.16,5.21,143.32,9.07,1324.0,83.93,16.13,60.0,3.8,72.68,32.02,10.84,0.69,5.89,0.38,0.42,0.03,4.21,0.28,2.11,0.21,0.01,0.0,0.0,82.58,5.24,143.74,9.1,60.21,3.82,0.21,0.01,0.0,1.0,168.72,10.7,9.27,7.24,10.38,5.95,2.11,1.89,2.0,3.84,0.61,0.33,9.86,209.79,13.3,12.45,8.07,12.91,5.42,2.32,1.53,2.21,4.32,0.76,0.4,14.24,250.87,15.9,15.36,8.96,15.47,5.42,1.68,1.95,2.89,3.84,0.82,0.33,14.49,3,10.54,179.26,11.0
Julian Edelman,FA,WR,0.0,13.37,85.05,6.42,131.32,9.81,947.05,71.64,11.15,48.05,3.66,69.63,24.82,5.37,0.44,4.47,0.4,8.74,0.61,54.05,3.91,6.65,3.84,0.3,0.0,0.0,93.79,7.04,140.05,10.42,51.89,3.96,1.26,0.09,0.02,0.98,125.37,9.79,8.89,5.67,10.06,4.05,3.84,2.53,0.84,2.11,0.34,0.24,9.07,167.9,13.0,12.79,6.34,13.39,4.05,2.58,2.26,1.95,2.53,0.71,0.28,14.23,210.43,16.22,15.95,7.16,16.68,3.37,1.37,3.47,2.95,2.21,0.83,0.21,14.8,3,8.75,148.81,21.0
