Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Cooper Kupp,LAR,WR,1.0,17,145,8.53,191,11.24,1947,114.53,13.43,89.0,5.24,59,37.35,30,1.76,16,0.94,4,0.24,18,1.06,4.5,1.0,0.06,0,0.0,149,8.76,195,11.47,90.0,5.29,0,0.0,0.0,1.0,294.5,17.32,17.5,6.69,17.12,1,1,3,1,11,2.4,1.83,18.26,367.0,21.59,21.0,7.02,21.71,1,0,1,4,11,7.5,1.83,25.47,439.5,25.85,24.5,7.47,26.35,0,1,1,2,13,7.5,3.25,26.66
Deebo Samuel Sr.,SF,WR,1.0,16,77,4.81,121,7.56,1405,87.81,18.25,51.0,3.19,83,40.44,24,1.5,6,0.38,59,3.69,365,22.81,6.19,21.0,1.31,8,0.5,136,8.5,180,11.25,72.0,4.5,2,0.12,0.01,1.0,262.0,16.38,15.15,6.61,16.24,2,0,1,5,8,4.33,1.0,17.1,300.5,18.78,17.2,7.09,18.84,2,0,2,5,7,3.0,0.78,20.62,339.0,21.19,19.85,7.76,21.39,2,1,3,4,6,1.67,0.6,19.71
Davante Adams,NYJ,WR,1.0,16,123,7.69,169,10.56,1553,97.06,12.63,84.0,5.25,59,32.12,19,1.19,11,0.69,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,123,7.69,169,10.56,84.0,5.25,0,0.0,0.0,1.0,221.3,13.83,11.25,7.69,13.2,4,2,2,2,6,1.0,0.6,12.52,282.8,17.68,15.25,8.66,16.87,3,3,1,3,6,1.29,0.6,18.4,344.3,21.52,19.0,9.68,20.55,2,3,2,3,6,1.29,0.6,18.75
Justin Jefferson,MIN,WR,1.0,17,108,6.35,167,9.82,1616,95.06,14.96,75.0,4.41,56,31.41,27,1.59,10,0.59,6,0.35,14,0.82,2.33,1.0,0.06,0,0.0,114,6.71,173,10.18,76.0,4.47,1,0.06,0.01,1.0,222.4,13.08,12.5,6.67,12.94,3,2,1,7,4,1.83,0.31,13.08,276.4,16.26,15.6,7.41,16.13,2,3,1,6,5,1.83,0.42,17.95,330.4,19.44,19.4,8.25,19.32,1,3,3,5,5,1.43,0.42,18.29
Chris Godwin,TB,WR,1.0,14,98,7.0,127,9.07,1103,78.79,11.26,55.0,3.93,44,23.93,15,1.07,5,0.36,4,0.29,21,1.5,5.25,4.0,0.29,1,0.07,102,7.29,131,9.36,59.0,4.21,2,0.14,0.02,1.0,144.4,10.31,11.35,5.67,10.63,5,1,1,4,3,1.0,0.27,11.08,193.4,13.81,14.85,6.6,14.11,5,1,0,4,4,1.33,0.4,16.34,242.4,17.31,17.7,7.71,17.51,4,1,2,3,4,1.0,0.4,16.5
Keenan Allen,CHI,WR,2.0,16,106,6.62,157,9.81,1138,71.12,10.74,66.0,4.12,42,22.75,12,0.75,6,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,106,6.62,157,9.81,66.0,4.12,0,0.0,0.0,1.0,151.8,9.49,10.2,3.85,10.77,4,2,7,2,1,0.23,0.07,9.76,204.8,12.8,13.3,4.11,14.72,4,1,4,6,1,0.78,0.07,15.18,257.8,16.11,16.65,4.62,18.52,4,1,3,6,2,1.0,0.14,16.24
Diontae Johnson,HOU,WR,1.0,16,107,6.69,169,10.56,1161,72.56,10.85,59.0,3.69,50,28.44,14,0.88,8,0.5,5,0.31,53,3.31,10.6,2.0,0.12,0,0.0,112,7.0,174,10.88,61.0,3.81,2,0.12,0.02,1.0,167.4,10.46,9.6,4.51,11.41,4,2,6,1,3,0.33,0.23,10.21,220.9,13.81,12.95,4.8,15.27,3,1,8,1,3,0.33,0.23,14.99,274.4,17.15,15.55,5.27,19.07,1,3,6,3,3,0.6,0.23,15.91
Stefon Diggs,HOU,WR,2.0,17,103,6.06,164,9.65,1225,72.06,11.89,66.0,3.88,61,25.82,12,0.71,10,0.59,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,103,6.06,164,9.65,66.0,3.88,0,0.0,0.0,1.0,182.5,10.74,10.0,4.52,11.71,5,2,3,6,1,0.7,0.06,10.5,234.0,13.76,12.5,5.05,15.03,4,4,2,4,3,0.7,0.21,14.97,285.5,16.79,15.9,5.71,18.3,3,2,5,3,4,0.7,0.31,15.8
Mike Evans,TB,WR,3.0,16,74,4.62,114,7.12,1035,64.69,13.99,56.0,3.5,46,27.44,20,1.25,14,0.88,1,0.06,10,0.62,10.0,1.0,0.06,0,0.0,75,4.69,115,7.19,57.0,3.56,0,0.0,0.0,1.0,188.5,11.78,10.75,7.71,11.24,4,1,4,3,4,0.78,0.33,10.76,225.5,14.09,13.3,8.34,13.57,4,1,4,3,4,0.78,0.33,14.5,262.5,16.41,15.8,9.07,15.93,4,1,4,2,5,0.78,0.45,14.78
Antonio Brown,FA,WR,0.0,7,42,6.0,62,8.86,545,77.86,12.98,29.0,4.14,62,31.86,10,1.43,4,0.57,1,0.14,6,0.86,6.0,1.0,0.14,0,0.0,43,6.14,63,9.0,30.0,4.29,0,0.0,0.0,0.84,79.1,11.3,10.1,8.53,10.51,3,0,1,0,3,0.75,0.75,9.0,100.1,14.3,15.1,9.44,13.36,2,1,0,1,3,1.33,0.75,14.12,121.1,17.3,20.1,10.51,16.19,2,1,0,1,3,1.33,0.75,14.6
Antonio Brown,FA,WR,0.0,7,42,6.0,62,8.86,545,77.86,12.98,29.0,4.14,62,31.86,10,1.43,4,0.57,1,0.14,6,0.86,6.0,0.0,0.0,0,0.0,43,6.14,63,9.0,29.0,4.14,0,0.0,0.0,0.84,79.1,11.3,10.1,8.53,10.51,3,0,1,0,3,0.75,0.75,9.0,100.1,14.3,15.1,9.44,13.36,2,1,0,1,3,1.33,0.75,14.05,121.1,17.3,20.1,10.51,16.19,2,1,0,1,3,1.33,0.75,14.6
Ja'Marr Chase,CIN,WR,1.0,17,81,4.76,128,7.53,1455,85.59,17.96,56.0,3.29,82,35.94,22,1.29,13,0.76,7,0.41,21,1.24,3.0,2.0,0.12,0,0.0,88,5.18,135,7.94,58.0,3.41,1,0.06,0.01,1.0,223.6,13.15,10.1,10.94,11.5,5,1,4,1,6,0.7,0.55,10.83,264.1,15.54,11.7,11.93,13.68,5,3,2,1,6,0.7,0.55,14.05,304.6,17.92,13.7,12.96,15.91,5,5,0,2,5,0.7,0.42,13.91
Hunter Renfrow,FA,WR,0.0,17,103,6.06,128,7.53,1038,61.06,10.08,51.0,3.0,54,21.0,10,0.59,9,0.53,3,0.18,3,0.18,1.0,1.0,0.06,0,0.0,106,6.24,131,7.71,52.0,3.06,1,0.06,0.01,1.0,156.1,9.18,10.2,4.07,10.28,6,1,5,4,1,0.42,0.06,9.55,207.6,12.21,13.5,4.92,13.42,6,2,2,6,1,0.7,0.06,13.92,259.1,15.24,16.5,5.92,16.46,4,4,2,5,2,0.7,0.13,14.9
