Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Antonio Brown,FA,WR,0.0,14.74,109.95,7.44,166.47,11.3,1517.74,103.03,13.85,71.53,4.86,55.53,32.62,14.63,1.0,10.16,0.69,1.58,0.1,8.74,0.56,2.91,0.53,0.03,0.0,0.0,111.53,7.54,168.05,11.4,72.05,4.89,0.42,0.03,0.0,1.0,214.54,14.56,14.39,8.92,13.42,3.42,1.79,0.42,2.26,6.84,1.69,0.95,14.62,269.52,18.28,18.75,10.17,16.79,3.21,1.47,0.74,1.53,7.79,1.76,1.15,20.35,324.49,22.0,22.88,11.54,20.16,3.21,1.47,0.74,1.53,7.79,1.76,1.15,20.91,3,13.91,236.55,1.0
DeAndre Hopkins,TEN,WR,1.0,15.53,93.47,6.03,170.53,11.0,1274.21,82.36,13.54,67.84,4.38,63.05,27.58,11.53,0.75,9.74,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.47,6.03,170.53,11.0,67.84,4.38,0.47,0.03,0.0,1.0,185.32,12.0,11.12,5.99,12.11,3.68,1.79,1.16,4.95,3.95,1.8,0.39,12.21,232.05,15.02,14.06,6.57,15.28,3.37,0.79,2.79,4.21,4.37,1.76,0.47,16.88,278.79,18.03,16.72,7.29,18.42,3.37,0.79,2.0,5.0,4.37,2.39,0.47,17.24,3,10.88,184.96,8.0
Julio Jones,FA,WR,0.0,15.37,96.53,6.27,153.58,9.96,1522.84,99.15,16.03,71.53,4.65,63.53,30.48,16.58,1.09,5.0,0.33,0.47,0.03,7.11,0.45,7.11,0.47,0.03,0.0,0.0,97.0,6.3,154.05,9.99,72.0,4.68,0.21,0.01,0.0,1.0,182.57,11.91,10.78,8.47,11.13,4.11,2.11,1.84,2.74,4.58,1.13,0.47,11.32,230.84,15.04,14.28,9.65,14.01,3.42,2.11,2.53,1.79,5.53,1.13,0.7,16.39,279.1,18.17,17.57,10.88,16.91,3.42,2.11,1.84,2.26,5.74,1.32,0.78,16.69,3,13.43,228.25,2.0
Odell Beckham Jr.,MIA,WR,1.0,10.11,63.95,6.3,106.05,10.41,880.0,83.1,13.17,41.74,4.0,64.74,32.21,4.74,0.3,7.32,0.73,1.0,0.15,7.26,1.17,7.26,0.0,0.0,0.0,0.0,64.95,6.46,107.05,10.56,41.74,4.0,0.32,0.02,0.0,0.83,131.99,12.8,12.71,7.68,12.22,2.58,0.63,1.0,1.58,4.32,1.3,0.85,10.94,163.96,15.95,15.96,8.3,15.37,2.58,0.32,0.79,2.63,3.79,1.58,0.76,15.15,195.94,19.1,19.24,9.03,18.56,2.89,0.0,0.0,3.74,3.47,2.69,0.72,15.69,3,11.4,193.78,5.0
Michael Thomas,FA,WR,0.0,15.6,99.2,6.35,137.8,8.81,1201.8,77.01,12.13,66.8,4.28,44.2,25.02,16.2,1.04,6.6,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,6.35,137.8,8.81,66.8,4.28,0.8,0.05,0.01,1.0,158.18,10.16,9.56,5.35,10.64,4.2,1.8,3.2,2.8,3.6,0.71,0.3,10.11,207.78,13.34,12.26,6.11,13.91,3.4,1.4,4.4,2.4,4.0,0.71,0.34,14.69,257.38,16.52,15.41,6.94,17.18,2.4,2.4,2.6,3.6,4.6,1.13,0.41,15.5,2,12.45,211.62,3.0
Mike Evans,TB,WR,1.0,15.32,79.53,5.17,150.21,9.79,1145.21,74.61,14.46,64.89,4.22,48.42,24.22,8.63,0.56,6.79,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.53,5.17,150.21,9.79,64.89,4.22,0.21,0.01,0.0,1.0,157.05,10.2,9.81,5.7,10.46,5.74,0.95,1.68,3.42,3.53,0.87,0.32,10.35,196.81,12.78,12.52,6.56,13.06,5.26,0.95,2.16,3.21,3.74,0.87,0.34,14.6,236.57,15.37,15.23,7.47,15.65,4.58,1.16,2.32,4.32,2.95,0.99,0.24,14.59,3,8.74,148.54,17.0
Jarvis Landry,FA,WR,0.0,16.0,105.89,6.62,152.58,9.54,1069.84,66.87,10.21,57.47,3.59,56.16,23.46,6.47,0.4,6.37,0.4,5.84,0.36,25.84,1.61,-0.92,1.79,0.11,0.21,0.01,111.74,6.98,158.42,9.9,59.26,3.7,1.58,0.09,0.02,1.0,147.02,9.19,9.06,4.8,9.88,5.16,3.0,3.16,2.21,2.47,0.41,0.18,9.31,199.97,12.5,12.28,5.35,13.47,4.11,2.58,2.26,4.26,2.79,0.83,0.21,14.27,252.92,15.81,14.88,6.11,16.97,3.16,2.79,1.79,4.05,4.21,1.35,0.39,15.33,3,9.21,156.58,16.0
Julian Edelman,FA,WR,0.0,13.2,83.2,6.38,130.6,9.88,940.4,72.23,11.31,47.8,3.71,69.8,24.83,6.0,0.5,4.6,0.43,8.4,0.58,43.4,3.16,5.92,3.0,0.25,0.0,0.0,91.6,6.97,139.0,10.46,50.8,3.95,1.6,0.12,0.02,0.97,123.98,9.92,8.89,5.68,10.18,3.8,4.6,2.4,0.0,2.4,0.28,0.28,9.04,165.58,13.11,12.43,6.3,13.51,3.8,3.0,2.6,1.4,2.4,0.64,0.28,13.96,207.18,16.3,15.34,7.07,16.81,3.2,1.2,4.4,2.4,2.0,0.7,0.2,14.38,3,8.43,143.27,19.0
A.J. Green,FA,WR,0.0,14.11,74.47,5.44,127.11,9.13,1088.11,79.42,14.6,52.26,3.75,70.37,29.03,6.79,0.52,7.16,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.47,5.44,127.11,9.13,52.26,3.75,1.16,0.07,0.02,0.99,149.44,10.77,8.82,7.65,10.28,4.37,2.68,1.37,1.79,3.89,0.73,0.39,9.68,186.68,13.48,11.63,8.78,12.81,4.37,1.84,2.21,1.79,3.89,0.73,0.39,13.67,223.92,16.21,14.19,9.97,15.35,4.16,2.47,2.47,0.79,4.21,0.62,0.46,13.77,3,10.24,174.0,10.0
Larry Fitzgerald,FA,WR,0.0,16.0,108.37,6.77,154.16,9.63,1126.42,70.4,10.39,63.58,3.97,36.89,20.46,12.21,0.77,6.63,0.42,0.63,0.04,1.58,0.1,0.79,0.0,0.0,0.0,0.0,109.0,6.81,154.79,9.67,63.58,3.97,1.21,0.07,0.01,1.0,151.49,9.47,7.39,6.22,9.53,7.21,2.21,1.21,1.95,3.42,0.51,0.29,8.69,205.68,12.85,10.63,7.17,12.86,4.42,2.95,3.26,1.63,3.74,0.51,0.32,13.34,259.86,16.24,14.28,8.22,16.18,4.42,2.47,2.68,2.0,4.42,0.68,0.41,14.38,3,11.38,193.51,6.0
