Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Calvin Ridley,TEN,WR,2.0,14.58,76.0,5.22,116.47,7.98,1097.16,75.23,14.28,53.84,3.71,57.0,26.58,17.0,1.16,8.58,0.59,4.26,0.28,16.89,1.22,6.41,1.32,0.09,0.0,0.0,80.26,5.5,120.74,8.27,55.16,3.8,0.68,0.05,0.01,1.0,163.09,11.18,10.18,7.15,10.9,4.58,0.47,2.58,3.68,3.26,0.94,0.29,10.58,201.09,13.79,12.57,8.02,13.44,4.58,0.47,2.58,3.68,3.26,0.94,0.29,14.45,239.09,16.4,15.32,8.95,15.99,4.58,0.79,2.95,3.21,3.05,0.78,0.28,14.53,3,11.73,199.4,12.0
Mike Evans,TB,WR,2.0,15.05,72.42,4.83,117.95,7.91,1162.74,77.94,15.99,57.63,3.85,60.0,28.84,20.32,1.35,10.37,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.42,4.83,117.95,7.91,57.63,3.85,0.21,0.01,0.0,1.0,178.69,11.92,10.27,8.44,11.19,5.47,0.84,2.32,2.53,3.89,0.77,0.35,10.62,214.91,14.34,12.55,9.53,13.44,5.47,0.84,3.11,2.21,3.42,0.62,0.3,14.17,251.12,16.75,14.91,10.69,15.71,5.26,1.84,2.11,2.21,3.63,0.68,0.33,14.17,3,12.49,212.31,8.0
Robert Woods,HOU,WR,1.0,15.68,89.16,5.69,132.37,8.45,1058.11,67.62,11.89,52.74,3.37,49.89,24.22,13.84,0.88,4.74,0.3,20.74,1.32,142.79,9.08,6.93,7.74,0.49,1.47,0.09,109.89,7.01,153.11,9.77,60.47,3.86,0.47,0.03,0.0,1.0,156.41,9.96,9.1,5.73,10.24,5.26,3.0,1.53,2.89,3.0,0.61,0.24,9.7,200.98,12.81,12.41,6.65,13.06,5.16,1.53,3.11,2.42,3.47,0.61,0.28,14.13,245.56,15.66,15.27,7.7,15.85,5.63,1.32,2.21,4.21,2.32,0.73,0.17,14.44,3,9.92,168.56,24.0
Allen Robinson II,DET,WR,1.0,16.0,100.4,6.28,152.2,9.51,1208.8,75.55,12.03,66.0,4.13,44.8,25.27,19.2,1.2,6.4,0.4,1.0,0.06,0.2,0.01,0.2,0.0,0.0,0.0,0.0,101.4,6.34,153.2,9.58,66.0,4.13,0.0,0.0,0.0,1.0,159.3,9.96,8.18,5.79,10.22,5.4,4.2,1.0,1.8,3.6,0.51,0.29,9.28,209.5,13.09,11.31,6.58,13.38,4.6,3.2,2.2,1.6,4.4,0.6,0.38,14.04,259.7,16.23,14.78,7.48,16.53,4.2,3.0,1.8,2.6,4.4,0.78,0.38,14.78,2,12.12,206.03,10.0
Chris Godwin,TB,WR,3.0,13.47,70.37,5.28,98.0,7.29,996.11,74.3,14.02,50.37,3.75,54.79,27.36,16.16,1.21,7.63,0.57,0.32,0.02,2.53,0.18,2.53,0.0,0.0,0.0,0.0,70.68,5.31,98.32,7.32,50.37,3.75,0.21,0.01,0.0,1.0,146.28,10.92,9.21,6.94,10.68,4.26,1.58,3.42,2.05,2.16,0.5,0.2,9.52,181.47,13.56,11.71,7.61,13.36,4.26,1.58,2.74,1.95,2.95,0.62,0.3,13.69,216.65,16.21,14.53,8.37,16.05,4.26,1.16,2.95,2.37,2.74,0.64,0.29,14.02,3,12.68,215.63,5.0
Adam Thielen,CAR,WR,1.0,13.63,68.32,4.77,98.53,6.94,859.21,60.48,12.88,45.89,3.18,52.37,23.07,11.32,0.82,10.42,0.75,3.74,0.29,15.32,1.06,4.11,1.0,0.08,0.32,0.03,72.05,5.06,102.26,7.23,46.89,3.26,0.21,0.01,0.0,0.99,152.82,10.91,9.96,7.45,10.55,4.53,2.16,1.21,0.79,4.95,0.72,0.56,10.23,186.98,13.29,12.2,8.5,12.8,4.53,1.74,1.42,1.47,4.47,0.76,0.48,13.61,221.14,15.68,14.26,9.62,15.05,4.84,1.89,0.95,1.58,4.37,0.76,0.48,13.67,3,10.09,171.57,22.0
DK Metcalf,SEA,WR,1.0,16.0,73.0,4.56,117.4,7.34,1141.8,71.36,15.63,53.4,3.34,58.8,30.2,15.4,0.96,8.8,0.55,0.8,0.05,4.4,0.28,2.2,0.4,0.02,0.0,0.0,73.8,4.61,118.2,7.39,53.8,3.36,1.8,0.11,0.03,1.0,164.62,10.29,9.83,6.62,10.17,5.8,1.4,2.4,3.6,2.8,0.73,0.23,9.79,201.12,12.57,12.29,7.45,12.42,5.8,2.2,2.0,3.2,2.8,0.69,0.23,13.31,237.62,14.85,14.43,8.38,14.66,4.4,4.2,1.8,2.8,2.8,0.66,0.23,13.34,2,11.19,190.24,15.0
Amari Cooper,BUF,WR,1.0,16.0,86.8,5.43,125.6,7.85,1144.0,71.5,13.29,54.0,3.38,62.6,26.65,14.6,0.91,6.2,0.39,4.0,0.25,10.8,0.68,3.8,0.6,0.04,0.0,0.0,90.8,5.67,129.6,8.1,54.6,3.42,0.0,0.0,0.0,1.0,153.88,9.62,9.17,6.75,9.51,4.8,3.4,3.0,2.0,2.8,0.44,0.22,9.08,197.28,12.33,12.81,7.94,12.06,4.8,1.2,5.8,1.4,2.8,0.38,0.22,13.2,240.68,15.04,15.45,9.22,14.59,4.8,1.2,4.2,3.0,2.8,0.58,0.22,13.76,2,10.35,175.93,19.0
Cooper Kupp,LAR,WR,1.0,13.84,81.68,5.81,112.63,8.01,947.16,68.56,11.9,42.68,3.09,61.63,26.41,14.21,1.03,5.84,0.45,3.37,0.27,22.16,1.78,5.86,2.05,0.17,0.0,0.0,85.05,6.08,116.0,8.28,44.74,3.26,0.47,0.03,0.0,0.97,131.04,9.67,9.07,6.29,9.71,6.79,0.95,1.42,2.42,2.26,0.72,0.2,9.02,171.88,12.58,12.18,7.3,12.55,5.63,2.11,0.95,2.42,2.74,0.77,0.24,13.1,212.72,15.48,14.63,8.41,15.35,4.05,2.58,2.26,1.74,3.21,0.63,0.29,13.5,3,10.12,171.99,21.0
Terry McLaurin,WAS,WR,1.0,14.6,75.4,5.14,117.6,8.01,1038.4,70.97,14.05,47.8,3.27,70.8,29.24,16.2,1.11,5.2,0.36,1.2,0.08,18.0,1.2,9.0,1.2,0.08,0.0,0.0,76.6,5.21,118.8,8.1,49.0,3.35,0.6,0.04,0.01,1.0,135.64,9.3,8.32,5.76,9.56,4.4,4.2,1.8,1.8,2.4,0.45,0.2,8.74,173.34,11.87,11.08,6.46,12.21,4.8,2.8,2.6,2.0,2.4,0.44,0.2,12.58,211.04,14.44,14.38,7.21,14.86,4.8,1.6,3.8,0.8,3.6,0.44,0.32,13.44,2,10.87,184.79,17.0
William Fuller V,FA,WR,0.0,10.16,47.32,4.65,67.42,6.62,733.84,72.22,15.48,32.42,3.19,68.89,29.18,11.26,1.1,5.58,0.55,0.47,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.79,4.69,67.89,6.66,32.42,3.19,0.0,0.0,0.0,0.97,106.86,10.52,9.08,8.69,9.88,4.11,0.79,2.11,0.32,2.84,0.5,0.46,8.98,130.52,12.85,11.43,9.72,12.1,4.21,1.16,1.16,0.79,2.84,0.62,0.46,12.44,154.17,15.18,13.43,10.79,14.34,3.89,1.47,1.16,1.47,2.16,0.62,0.3,12.34,3,7.97,135.56,35.0
DJ Moore,CHI,WR,2.0,15.21,70.32,4.64,115.79,7.65,1102.05,72.78,15.85,51.95,3.43,68.74,31.25,15.0,0.99,3.58,0.24,5.58,0.36,59.26,3.8,10.1,2.68,0.18,0.0,0.0,75.89,5.0,121.37,8.01,54.63,3.61,0.95,0.06,0.01,1.0,135.71,8.96,8.47,5.6,9.26,6.89,1.32,1.95,3.58,1.47,0.52,0.11,8.64,170.87,11.28,11.16,6.12,11.75,6.58,1.32,2.79,3.53,1.0,0.46,0.07,12.4,206.03,13.6,13.62,6.77,14.22,6.37,1.26,1.89,4.21,1.47,0.64,0.11,12.79,3,10.9,185.28,16.0
Tyler Lockett,SEA,WR,2.0,16.0,85.26,5.33,112.0,7.0,1036.21,64.76,12.63,51.53,3.22,47.11,25.44,13.05,0.81,9.37,0.58,4.0,0.25,12.95,0.81,0.72,0.63,0.04,0.0,0.0,89.26,5.58,116.0,7.25,52.16,3.26,0.0,0.0,0.0,1.0,161.55,10.1,7.93,8.09,9.68,7.47,1.53,1.68,2.53,2.79,0.53,0.21,8.64,204.18,12.76,10.23,9.41,12.14,7.47,1.05,2.47,2.42,2.58,0.45,0.2,12.1,246.81,15.43,12.29,10.79,14.6,6.74,2.21,1.95,2.74,2.37,0.47,0.18,12.28,3,12.32,209.44,9.0
Kenny Golladay,FA,WR,0.0,10.58,44.74,4.16,76.84,6.99,759.68,70.43,16.99,35.79,3.33,59.05,27.84,12.84,1.08,5.47,0.48,0.21,0.01,1.68,0.11,1.68,0.0,0.0,0.0,0.0,44.95,4.17,77.05,7.01,35.79,3.33,0.32,0.02,0.01,0.87,108.35,9.88,11.01,5.79,10.11,3.32,0.74,2.16,2.37,2.0,0.63,0.17,8.78,130.72,11.95,13.54,6.74,12.14,3.63,0.21,2.47,2.47,1.79,0.58,0.16,11.96,153.08,14.04,15.64,7.73,14.18,3.42,0.42,2.26,2.47,2.0,0.62,0.17,11.81,3,7.71,131.15,38.0
Tyler Boyd,TEN,WR,1.0,15.11,81.84,5.41,121.58,8.02,945.11,62.66,11.56,47.84,3.18,59.26,21.52,11.53,0.78,4.95,0.33,4.05,0.26,31.11,2.05,6.77,1.26,0.08,0.0,0.0,85.89,5.68,125.63,8.29,49.11,3.26,0.63,0.04,0.01,1.0,126.33,8.39,7.86,5.87,8.57,6.89,2.11,1.11,3.26,1.74,0.5,0.13,8.17,167.25,11.1,10.6,6.94,11.19,6.47,2.05,1.84,3.0,1.74,0.47,0.13,11.91,208.17,13.81,13.26,8.13,13.78,6.16,1.74,2.0,2.47,2.74,0.54,0.23,12.55,3,9.28,157.84,26.0
CeeDee Lamb,DAL,WR,1.0,16.0,74.0,4.62,111.0,6.94,935.0,58.44,12.64,46.0,2.88,52.0,27.0,18.0,1.12,5.0,0.31,10.0,0.62,82.0,5.12,8.2,4.0,0.25,1.0,0.06,84.0,5.25,121.0,7.56,50.0,3.12,1.0,0.06,0.01,1.0,143.7,8.98,6.5,5.98,9.13,9.0,0.0,2.0,3.0,2.0,0.45,0.14,7.74,180.7,11.29,9.5,6.23,11.7,8.0,1.0,1.0,4.0,2.0,0.6,0.14,11.67,217.7,13.61,12.5,6.6,14.3,7.0,2.0,2.0,3.0,2.0,0.45,0.14,12.21,1,10.23,173.84,20.0
Jarvis Landry,FA,WR,0.0,15.53,77.37,4.98,122.79,7.87,974.11,62.54,12.53,48.42,3.12,46.42,23.86,14.26,0.91,4.16,0.27,2.84,0.19,20.53,1.3,8.55,2.16,0.14,0.68,0.05,80.21,5.16,125.63,8.06,50.58,3.26,0.21,0.01,0.0,1.0,132.36,8.5,6.79,5.44,8.84,7.53,2.26,2.21,1.47,2.05,0.29,0.15,7.63,171.04,10.99,9.3,6.19,11.4,6.79,3.0,1.89,1.79,2.05,0.33,0.15,11.33,209.73,13.48,11.76,7.02,13.95,6.11,3.26,2.42,1.89,1.84,0.32,0.14,11.67,3,7.94,134.94,36.0
Brandin Cooks,DAL,WR,2.0,14.89,68.47,4.56,103.74,6.92,982.32,65.31,14.28,46.05,3.07,57.0,25.07,16.95,1.12,4.53,0.3,4.0,0.27,30.74,2.07,4.17,2.0,0.13,0.21,0.01,72.47,4.82,107.74,7.19,48.05,3.2,0.0,0.0,0.0,1.0,129.73,8.62,7.31,6.39,8.58,7.74,1.68,1.21,1.79,2.47,0.42,0.21,7.83,163.96,10.9,9.36,7.38,10.77,7.26,1.95,1.21,2.0,2.47,0.45,0.21,11.16,198.2,13.18,11.49,8.45,12.96,6.58,2.63,1.68,1.05,2.95,0.39,0.27,11.28,3,10.43,177.38,18.0
Tee Higgins,CIN,WR,1.0,16.0,67.0,4.19,108.0,6.75,908.0,56.75,13.55,52.0,3.25,67.0,24.31,14.0,0.88,6.0,0.38,5.0,0.31,28.0,1.75,5.6,1.0,0.06,0.0,0.0,72.0,4.5,113.0,7.06,53.0,3.31,1.0,0.06,0.01,1.0,127.6,7.98,7.3,5.57,8.25,8.0,2.0,1.0,3.0,2.0,0.45,0.14,7.66,161.1,10.07,9.6,6.42,10.35,8.0,2.0,1.0,3.0,2.0,0.45,0.14,11.08,194.6,12.16,11.8,7.31,12.46,8.0,1.0,2.0,3.0,2.0,0.45,0.14,11.14,1,8.98,152.68,28.0
Julian Edelman,FA,WR,0.0,10.42,57.11,4.93,89.53,7.99,680.89,61.83,13.05,34.21,3.21,44.68,21.95,8.05,0.7,3.16,0.23,5.37,0.47,41.47,4.15,8.78,2.58,0.24,0.0,0.0,62.47,5.4,94.89,8.46,36.79,3.45,0.32,0.02,0.0,0.9,94.12,8.21,6.84,5.4,8.78,3.89,1.0,2.21,1.58,1.74,0.45,0.2,7.37,122.67,10.67,9.13,6.31,11.37,3.37,1.0,2.21,1.89,1.95,0.58,0.22,11.05,151.22,13.14,11.58,7.3,13.89,3.37,0.68,1.58,2.84,1.95,0.8,0.22,11.37,3,7.6,129.2,40.0
Chase Claypool,FA,WR,0.0,16.0,62.0,3.88,109.0,6.81,873.0,54.56,14.08,40.0,2.5,84.0,27.94,14.0,0.88,9.0,0.56,10.0,0.62,16.0,1.0,1.6,4.0,0.25,2.0,0.12,72.0,4.5,119.0,7.44,44.0,2.75,1.0,0.06,0.01,1.0,152.9,9.56,6.35,8.83,8.82,8.0,2.0,0.0,3.0,3.0,0.6,0.23,7.79,183.9,11.49,9.45,9.41,10.74,8.0,2.0,1.0,2.0,3.0,0.45,0.23,11.04,214.9,13.43,12.2,10.06,12.71,8.0,1.0,2.0,4.0,1.0,0.45,0.07,11.34,1,6.22,105.71,58.0
Marvin Jones Jr.,FA,WR,0.0,13.58,62.95,4.58,96.26,7.07,816.21,59.76,13.12,43.26,3.17,43.42,22.28,13.84,0.97,8.16,0.6,0.63,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.58,4.62,96.89,7.11,43.26,3.17,0.0,0.0,0.0,0.99,130.57,9.59,7.02,7.87,9.11,6.95,1.58,1.0,0.21,3.84,0.41,0.38,8.01,162.04,11.87,8.75,8.77,11.31,6.74,2.26,0.53,1.0,3.05,0.41,0.28,11.04,193.52,14.17,10.83,9.71,13.53,7.05,2.26,0.42,0.79,3.05,0.38,0.28,11.11,3,8.53,145.09,30.0
Diontae Johnson,HOU,WR,3.0,15.4,76.4,5.0,123.2,8.06,825.8,53.92,10.91,39.4,2.58,46.2,21.84,8.8,0.58,6.2,0.41,3.4,0.22,25.4,1.62,7.1,1.4,0.09,0.0,0.0,79.8,5.22,126.6,8.28,40.8,2.67,1.4,0.09,0.02,1.0,121.92,7.96,7.22,6.21,8.01,8.0,0.6,1.2,4.0,1.6,0.58,0.12,7.74,160.12,10.45,9.04,7.3,10.39,8.0,1.2,0.4,3.6,2.2,0.66,0.18,10.87,198.32,12.95,11.84,8.51,12.74,7.4,1.8,0.4,2.6,3.2,0.66,0.27,11.72,2,9.81,166.8,25.0
JuJu Smith-Schuster,KC,WR,2.0,14.4,75.0,5.04,104.8,7.13,719.4,49.56,10.4,38.0,2.57,49.0,21.72,10.6,0.72,6.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.04,104.8,7.13,38.0,2.57,1.0,0.07,0.01,1.0,110.74,7.51,6.78,5.83,7.68,7.0,1.4,1.2,3.8,1.0,0.49,0.08,7.17,148.24,10.03,9.83,6.48,10.28,6.4,1.4,1.8,3.2,1.6,0.49,0.12,10.78,185.74,12.55,12.54,7.21,12.89,5.8,1.2,1.4,4.2,1.8,0.73,0.14,11.83,2,8.84,150.36,29.0
Curtis Samuel,BUF,WR,2.0,14.89,61.74,4.13,92.79,6.19,705.11,47.25,11.57,34.89,2.33,45.89,20.74,9.47,0.63,4.37,0.29,27.11,1.8,153.47,10.24,6.68,7.58,0.5,1.68,0.11,88.84,5.93,119.89,7.99,42.47,2.84,0.21,0.02,0.0,1.0,121.75,8.18,6.94,5.3,8.56,7.21,1.37,2.26,2.11,1.95,0.38,0.16,7.67,152.62,10.23,8.91,5.76,10.8,7.42,1.11,2.21,2.68,1.47,0.4,0.11,10.73,183.49,12.3,11.01,6.32,13.05,7.42,1.11,3.16,2.42,0.79,0.3,0.06,10.86,3,6.78,115.3,52.0
Sterling Shepard,TB,WR,1.0,12.21,63.16,5.27,91.37,7.58,676.21,55.56,10.68,36.58,2.99,37.32,20.89,9.79,0.8,3.21,0.27,5.37,0.47,52.89,4.64,9.98,2.11,0.19,0.47,0.04,68.53,5.74,96.74,8.05,38.68,3.18,0.0,0.0,0.0,0.99,97.02,8.02,6.09,5.8,8.23,7.05,1.11,1.84,1.0,1.21,0.22,0.11,6.88,128.59,10.66,8.52,6.48,10.95,6.79,1.58,0.84,1.79,1.21,0.34,0.11,10.64,160.17,13.29,11.02,7.26,13.67,6.32,1.89,0.68,1.63,1.68,0.42,0.16,11.25,3,8.24,140.0,31.0
Cole Beasley,FA,WR,0.0,15.21,73.68,4.86,102.47,6.76,845.21,55.76,11.43,45.0,2.97,39.42,18.92,10.89,0.73,4.42,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68,4.86,102.47,6.76,45.0,2.97,0.0,0.0,0.0,1.0,114.58,7.56,6.75,4.93,8.11,7.79,2.58,2.84,0.32,1.68,0.15,0.12,6.99,151.43,9.99,9.05,5.89,10.54,7.63,2.42,1.89,1.58,1.68,0.28,0.12,10.52,188.27,12.42,11.24,6.95,12.93,7.74,2.11,2.11,1.32,1.95,0.28,0.16,10.91,3,7.5,127.44,41.0
T.Y. Hilton,FA,WR,0.0,13.21,56.74,4.33,90.79,6.89,786.53,58.98,13.48,39.05,2.91,49.05,24.87,11.74,0.87,5.21,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74,4.33,90.79,6.89,39.05,2.91,0.0,0.0,0.0,0.99,110.86,8.4,6.83,6.06,8.5,7.42,0.95,1.21,1.95,1.68,0.41,0.14,7.42,139.23,10.56,8.64,6.84,10.68,7.47,0.68,1.42,1.95,1.68,0.41,0.14,10.46,167.6,12.73,10.38,7.66,12.87,7.47,0.95,1.16,1.95,1.68,0.41,0.14,10.55,3,7.05,119.8,45.0
Robbie Chosen,FA,WR,0.0,16.0,77.8,4.86,120.0,7.5,969.2,60.58,12.92,43.4,2.71,81.8,26.55,14.8,0.92,3.8,0.24,2.8,0.17,10.6,0.66,3.85,0.6,0.04,0.0,0.0,80.6,5.04,122.8,7.67,44.0,2.75,0.6,0.04,0.01,1.0,121.58,7.6,6.71,5.19,8.04,7.8,2.6,3.2,1.0,1.4,0.18,0.1,7.03,160.48,10.03,9.04,5.76,10.67,7.2,3.0,2.8,1.6,1.4,0.23,0.1,10.46,199.38,12.46,11.79,6.45,13.28,6.6,3.0,1.2,3.8,1.4,0.49,0.1,11.5,2,8.11,137.88,32.0
