Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Odell Beckham Jr.,MIA,WR,1.0,13.8,94.0,6.87,146.8,10.65,1392.0,101.5,14.8,63.0,4.58,84.2,40.53,6.8,0.51,12.6,0.92,3.4,0.27,15.8,1.29,3.8,0.8,0.07,0.0,0.0,97.4,7.15,150.2,10.93,63.8,4.65,0.4,0.03,0.0,1.0,215.58,15.73,14.8,8.62,14.6,2.8,0.0,1.8,2.2,7.0,2.0,1.09,15.49,262.58,19.17,18.1,9.44,17.89,2.8,0.0,1.2,3.4,6.4,2.45,0.96,20.54,309.58,22.61,21.1,10.33,21.24,2.8,0.0,1.2,3.8,6.0,2.45,0.8,20.65,2,15.03,255.56,3.0
Antonio Brown,FA,WR,0.0,16.0,128.32,8.02,183.53,11.47,1720.53,107.53,13.42,81.16,5.07,59.63,31.78,12.74,0.8,10.53,0.65,4.16,0.26,18.21,1.14,5.57,1.21,0.07,0.0,0.0,132.47,8.28,187.68,11.73,82.37,5.15,1.58,0.09,0.01,1.0,238.04,14.88,12.23,8.42,13.97,3.32,1.21,2.32,3.0,6.16,1.97,0.66,13.75,302.2,18.89,16.39,9.38,17.83,2.63,1.21,2.32,3.37,6.47,2.14,0.73,19.71,366.36,22.9,20.48,10.43,21.74,1.89,1.95,1.37,3.47,7.32,3.17,0.97,20.8,3,16.93,287.8,1.0
Julio Jones,FA,WR,0.0,13.37,105.89,7.94,160.26,11.97,1511.42,113.35,14.33,73.32,5.41,75.16,35.3,16.26,1.23,6.11,0.45,0.53,0.06,1.79,0.32,1.79,0.21,0.04,0.0,0.0,106.42,8.01,160.79,12.03,73.53,5.45,1.0,0.09,0.01,0.94,185.95,13.86,12.53,7.41,13.41,2.68,1.11,2.32,3.26,4.0,1.32,0.42,12.48,238.9,17.84,16.92,8.35,17.23,1.89,1.11,2.26,2.68,5.42,1.99,0.74,18.82,291.85,21.81,20.9,9.36,21.07,2.21,0.79,1.58,2.58,6.21,2.45,0.96,19.35,3,15.15,257.47,2.0
Demaryius Thomas,FA,WR,0.0,16.0,104.16,6.51,171.84,10.74,1430.0,89.38,13.76,65.53,4.09,77.68,31.69,9.84,0.62,9.26,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16,6.51,171.84,10.74,65.53,4.09,0.95,0.06,0.01,1.0,197.32,12.33,11.27,6.7,12.21,3.95,1.16,2.53,4.32,4.05,1.17,0.35,11.98,249.39,15.59,14.55,7.19,15.65,3.0,1.63,2.16,5.16,4.05,1.67,0.35,16.95,301.47,18.84,18.39,7.85,19.06,2.79,1.37,1.37,5.42,5.05,2.33,0.47,18.23,3,12.5,212.57,5.0
DeAndre Hopkins,TEN,WR,1.0,16.0,97.0,6.06,166.0,10.38,1396.6,87.28,14.59,72.6,4.54,67.0,28.92,12.6,0.79,9.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,6.06,166.0,10.38,72.6,4.54,0.4,0.02,0.0,1.0,194.06,12.13,12.3,7.68,11.63,4.8,2.2,1.0,3.6,4.4,1.18,0.42,12.16,242.56,15.16,15.05,8.38,14.64,4.4,1.6,2.0,2.4,5.6,1.18,0.66,16.93,291.06,18.19,17.96,9.14,17.69,4.4,1.6,2.0,2.4,5.6,1.18,0.66,17.04,2,12.25,208.21,6.0
Brandon Marshall,FA,WR,0.0,15.05,91.95,6.02,149.74,9.84,1211.79,79.02,12.99,63.68,4.17,56.79,28.66,7.68,0.49,11.68,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.95,6.02,149.74,9.84,63.68,4.17,1.26,0.08,0.02,1.0,189.6,12.39,11.16,6.17,12.59,3.32,1.47,2.37,2.84,5.05,1.2,0.51,12.16,235.57,15.4,14.03,6.99,15.59,3.32,1.68,1.37,3.16,5.53,1.51,0.59,16.84,281.55,18.41,17.08,7.89,18.59,3.63,1.16,1.37,2.89,6.0,1.59,0.69,17.3,3,11.75,199.76,8.0
Jordy Nelson,FA,WR,0.0,16.0,92.8,5.8,141.4,8.84,1437.0,89.81,15.48,66.6,4.16,78.4,37.04,9.2,0.57,11.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8,5.8,141.4,8.84,66.6,4.16,0.0,0.0,0.0,1.0,209.7,13.11,11.88,7.4,12.62,4.0,2.0,1.2,2.6,6.2,1.31,0.65,12.58,256.1,16.01,13.93,8.04,15.55,3.4,1.8,3.2,1.4,6.2,0.91,0.65,16.4,302.5,18.9,17.05,8.81,18.47,3.0,2.2,2.2,3.8,4.8,1.17,0.45,16.73,3,14.16,240.79,4.0
Alshon Jeffery,FA,WR,0.0,12.68,71.16,5.69,121.89,9.78,1039.21,83.53,14.65,52.37,4.27,63.89,29.89,9.84,0.82,6.53,0.5,5.26,0.33,32.53,2.03,3.12,1.58,0.1,0.0,0.0,76.42,6.02,127.16,10.11,53.95,4.36,0.21,0.01,0.0,0.97,146.33,11.56,10.31,6.55,11.54,2.68,3.05,0.53,3.11,3.32,1.0,0.39,10.84,181.91,14.4,13.59,7.71,14.2,2.95,2.32,1.0,2.63,3.79,1.0,0.53,15.43,217.49,17.24,16.54,8.95,16.85,2.95,2.11,1.21,2.63,3.79,1.0,0.53,15.39,3,10.11,171.84,18.0
Julian Edelman,FA,WR,0.0,12.05,80.05,6.67,115.79,9.64,857.05,72.24,10.83,44.37,3.76,59.0,24.31,4.84,0.45,5.84,0.54,5.0,0.41,42.89,3.48,7.76,4.05,0.34,0.0,0.0,85.05,7.08,120.79,10.05,48.42,4.1,0.47,0.05,0.01,0.97,124.94,10.75,9.51,6.28,10.79,4.0,1.42,2.58,1.68,2.37,0.51,0.31,9.7,164.97,14.08,13.74,7.12,14.12,4.0,0.32,1.68,3.05,3.0,1.07,0.37,15.18,204.99,17.41,17.3,8.14,17.41,3.26,1.05,1.16,4.05,2.53,1.22,0.27,15.79,3,9.71,165.11,21.0
Calvin Johnson,FA,WR,0.0,14.63,81.79,5.59,144.05,9.88,1229.26,84.54,15.07,63.95,4.39,66.47,29.44,11.53,0.81,9.32,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.79,5.59,144.05,9.88,63.95,4.39,0.68,0.04,0.01,1.0,177.45,12.21,9.62,8.71,11.28,4.79,2.53,1.42,1.42,4.47,0.69,0.52,10.68,218.35,15.01,12.61,9.77,13.89,4.79,1.42,2.32,1.47,4.63,0.76,0.51,15.16,259.24,17.81,15.4,10.89,16.51,4.32,1.89,2.32,1.47,4.63,0.76,0.51,15.12,3,11.23,190.97,10.0
