Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Antonio Brown,FA,WR,0.0,15,106,7.07,154,10.27,1284,85.6,12.11,64.0,4.27,51,28.8,16,1.07,12,0.8,3,0.2,9,0.6,3.0,1.0,0.07,0,0.0,109,7.27,157,10.47,65.0,4.33,0,0.0,0.0,1.0,201.3,13.42,13.8,7.03,13.1,3,2,0,5,5,2.0,0.5,13.98,254.3,16.95,18.0,7.79,16.61,3,1,1,2,8,2.0,1.14,19.74,307.3,20.49,21.5,8.76,20.06,3,1,1,2,8,2.0,1.14,20.36
Julio Jones,FA,WR,0.0,14,83,5.93,129,9.21,1409,100.64,16.98,64.0,4.57,75,29.5,20,1.43,6,0.43,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,83,5.93,129,9.21,64.0,4.57,0,0.0,0.0,1.0,176.9,12.64,13.05,9.23,11.53,5,0,0,3,6,1.8,0.75,13.04,218.4,15.6,16.65,10.62,14.15,5,0,0,2,7,1.8,1.0,18.01,259.9,18.56,19.95,12.06,16.78,5,0,0,2,7,1.8,1.0,18.1
Mike Evans,TB,WR,1.0,16,96,6.0,173,10.81,1321,82.56,13.76,81.0,5.06,45,26.0,10,0.62,12,0.75,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,96,6.0,173,10.81,81.0,5.06,0,0.0,0.0,1.0,208.1,13.01,12.75,6.97,12.73,6,0,1,3,6,1.29,0.6,13.14,256.1,16.01,15.5,8.02,15.57,6,0,1,3,6,1.29,0.6,17.91,304.1,19.01,18.25,9.09,18.44,6,0,0,5,5,1.67,0.45,17.71
Jordy Nelson,FA,WR,0.0,16,97,6.06,152,9.5,1257,78.56,12.96,62.0,3.88,60,28.56,12,0.75,14,0.88,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,97,6.06,152,9.5,62.0,3.88,1,0.06,0.01,1.0,207.7,12.98,12.85,6.72,12.82,3,1,3,2,7,1.29,0.78,13.24,256.2,16.01,15.85,7.6,15.79,2,2,3,3,6,1.29,0.6,17.41,304.7,19.04,18.85,8.58,18.75,2,2,2,4,6,1.67,0.6,18.08
Odell Beckham Jr.,MIA,WR,1.0,16,101,6.31,169,10.56,1367,85.44,13.53,65.0,4.06,75,29.88,11,0.69,10,0.62,1,0.06,9,0.56,9.0,0.0,0.0,0,0.0,102,6.38,170,10.62,65.0,4.06,1,0.06,0.01,1.0,195.6,12.22,11.85,7.53,11.73,4,2,1,3,6,1.29,0.6,12.37,246.1,15.38,15.3,8.05,14.95,4,1,1,5,5,1.67,0.45,17.15,296.6,18.54,19.2,8.72,18.18,5,0,0,7,4,2.2,0.33,18.11
T.Y. Hilton,FA,WR,0.0,16,91,5.69,155,9.69,1448,90.5,15.91,66.0,4.12,63,32.75,14,0.88,6,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,91,5.69,155,9.69,66.0,4.12,0,0.0,0.0,1.0,182.8,11.42,9.85,6.86,11.23,5,2,2,2,5,0.78,0.45,10.77,228.3,14.27,13.1,7.95,13.91,5,2,1,2,6,1.0,0.6,15.51,273.8,17.11,16.0,9.1,16.6,5,0,3,3,5,1.0,0.45,15.55
A.J. Green,FA,WR,0.0,10,66,6.6,100,10.0,964,96.4,14.61,41.0,4.1,54,30.0,8,0.8,4,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,66,6.6,100,10.0,41.0,4.1,0,0.0,0.0,0.96,120.4,12.04,10.45,8.69,11.15,3,2,0,2,3,1.0,0.43,10.76,153.4,15.34,14.05,10.33,14.01,3,0,2,2,3,1.0,0.43,15.31,186.4,18.64,17.75,12.03,16.86,3,0,2,1,4,1.0,0.67,16.0
Michael Thomas,FA,WR,0.0,15,92,6.13,121,8.07,1137,75.8,12.36,62.0,4.13,46,24.2,15,1.0,9,0.6,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,92,6.13,121,8.07,62.0,4.13,2,0.13,0.02,1.0,163.7,10.91,10.4,6.56,10.84,6,0,2,4,3,0.88,0.25,10.53,209.7,13.98,12.8,7.3,13.92,4,2,2,3,4,0.88,0.36,14.92,255.7,17.05,15.8,8.11,17.02,3,3,2,3,4,0.88,0.36,15.29
Michael Crabtree,FA,WR,0.0,16,89,5.56,145,9.06,1003,62.69,11.27,56.0,3.5,56,24.19,5,0.31,8,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,89,5.56,145,9.06,56.0,3.5,0,0.0,0.0,1.0,150.3,9.39,10.45,6.55,9.34,5,1,6,2,2,0.33,0.14,9.43,194.8,12.18,13.35,7.34,12.11,5,1,2,6,2,1.0,0.14,14.03,239.3,14.96,16.85,8.2,14.89,5,1,2,6,2,1.0,0.14,14.8
Davante Adams,LV,WR,1.0,16,75,4.69,121,7.56,997,62.31,13.29,45.0,2.81,66,28.56,10,0.62,12,0.75,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,75,4.69,121,7.56,45.0,2.81,1,0.06,0.01,1.0,171.7,10.73,10.25,7.5,10.31,5,2,3,1,5,0.6,0.45,10.2,209.2,13.08,12.45,8.6,12.5,5,1,4,1,5,0.6,0.45,13.36,246.7,15.42,14.25,9.86,14.66,6,0,3,3,4,0.78,0.33,13.57
Dez Bryant,FA,WR,0.0,13,50,3.85,96,7.38,796,61.23,15.92,38.0,2.92,56,25.69,7,0.54,8,0.62,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,50,3.85,96,7.38,38.0,2.92,1,0.08,0.02,1.0,130.0,10.0,10.0,8.13,9.42,4,2,2,1,4,0.62,0.44,9.74,155.0,11.92,12.2,8.96,11.28,4,1,2,2,4,0.86,0.44,13.02,180.0,13.85,16.2,9.88,13.16,4,2,0,3,4,1.17,0.44,14.13
