Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Calvin Johnson,FA,WR,0.0,16,122,7.62,204,12.75,1964,122.75,16.1,92.0,5.75,53,34.19,29,1.81,5,0.31,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,122,7.62,204,12.75,92.0,5.75,3,0.19,0.02,1.0,220.4,13.78,12.5,6.95,13.49,3,1,2,4,6,1.67,0.6,13.76,281.4,17.59,16.65,8.23,17.0,3,1,1,5,6,2.2,0.6,19.96,342.4,21.4,20.85,9.6,20.49,3,1,0,4,8,3.0,1.0,20.81
Brandon Marshall,FA,WR,0.0,16,118,7.38,194,12.12,1508,94.25,12.78,75.0,4.69,56,27.38,10,0.62,11,0.69,1,0.06,-2,-0.12,-2.0,0.0,0.0,0,0.0,119,7.44,195,12.19,75.0,4.69,0,0.0,0.0,1.0,216.6,13.54,12.2,7.28,13.1,2,2,3,3,6,1.29,0.6,13.21,275.6,17.23,15.5,8.27,16.63,2,2,0,6,6,3.0,0.6,19.09,334.6,20.91,19.45,9.4,20.12,3,1,0,5,7,3.0,0.78,19.88
Demaryius Thomas,FA,WR,0.0,16,94,5.88,141,8.81,1434,89.62,15.26,60.0,3.75,71,31.94,17,1.06,10,0.62,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,94,5.88,141,8.81,60.0,3.75,3,0.19,0.03,1.0,197.4,12.34,13.65,6.02,12.52,2,3,2,3,6,1.29,0.6,13.22,244.4,15.28,17.0,6.82,15.47,2,4,1,3,6,1.29,0.6,17.62,291.4,18.21,20.0,7.71,18.42,2,2,3,1,8,1.29,1.0,18.44
A.J. Green,FA,WR,0.0,16,97,6.06,164,10.25,1350,84.38,13.92,61.0,3.81,73,30.88,6,0.38,11,0.69,4,0.25,38,2.38,9.5,2.0,0.12,0,0.0,101,6.31,168,10.5,63.0,3.94,1,0.06,0.01,1.0,202.8,12.68,12.15,6.54,12.6,2,3,1,6,4,1.67,0.33,12.78,251.3,15.71,15.0,7.29,15.65,3,1,1,7,4,2.2,0.33,17.37,299.8,18.74,19.2,8.19,18.66,3,1,1,5,6,2.2,0.6,18.55
Wes Welker,FA,WR,0.0,16,118,7.38,175,10.94,1354,84.62,11.47,72.0,4.5,59,24.56,10,0.62,6,0.38,2,0.12,20,1.25,10.0,2.0,0.12,0,0.0,120,7.5,177,11.06,74.0,4.62,1,0.06,0.01,1.0,171.4,10.71,10.2,5.4,11.17,5,2,2,2,5,0.78,0.45,11.03,230.4,14.4,13.7,6.67,14.67,4,2,2,2,6,1.0,0.6,16.44,289.4,18.09,17.45,8.01,18.12,4,1,3,2,6,1.0,0.6,17.01
Julio Jones,FA,WR,0.0,16,79,4.94,129,8.06,1198,74.88,15.16,56.0,3.5,80,33.5,8,0.5,10,0.62,6,0.38,30,1.88,5.0,3.0,0.19,0,0.0,85,5.31,135,8.44,59.0,3.69,0,0.0,0.0,1.0,182.8,11.42,12.5,7.08,11.14,6,1,0,4,5,1.29,0.45,12.03,222.3,13.89,15.15,7.75,13.63,6,1,0,4,5,1.29,0.45,15.93,261.8,16.36,17.65,8.48,16.16,6,1,0,4,5,1.29,0.45,16.1
Julio Jones,FA,WR,0.0,16,79,4.94,129,8.06,1198,74.88,15.16,56.0,3.5,80,33.5,8,0.5,10,0.62,6,0.38,30,1.88,5.0,1.0,0.06,0,0.0,85,5.31,135,8.44,57.0,3.56,0,0.0,0.0,1.0,182.8,11.42,12.5,7.08,11.14,6,1,0,4,5,1.29,0.45,12.03,222.3,13.89,15.15,7.75,13.63,6,1,0,4,5,1.29,0.45,15.87,261.8,16.36,17.65,8.48,16.16,6,1,0,4,5,1.29,0.45,16.1
Andre Johnson,FA,WR,0.0,16,112,7.0,163,10.19,1598,99.88,14.27,79.0,4.94,60,29.31,13,0.81,4,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,112,7.0,163,10.19,79.0,4.94,0,0.0,0.0,1.0,183.8,11.49,9.6,8.27,10.77,5,2,2,3,4,0.78,0.33,10.41,239.8,14.99,13.35,9.79,13.87,5,0,4,2,5,0.78,0.45,15.75,295.8,18.49,17.1,11.42,16.94,5,0,2,4,5,1.29,0.45,16.37
Eric Decker,FA,WR,0.0,16,85,5.31,122,7.62,1064,66.5,12.52,52.0,3.25,55,24.62,7,0.44,13,0.81,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,85,5.31,122,7.62,52.0,3.25,0,0.0,0.0,1.0,184.4,11.52,11.2,6.64,11.41,5,2,1,2,6,1.0,0.6,11.49,226.9,14.18,15.1,7.5,14.03,5,2,1,2,6,1.0,0.6,15.72,269.4,16.84,18.55,8.43,16.65,6,1,0,3,6,1.29,0.6,16.71
Percy Harvin,FA,WR,0.0,9,62,6.89,85,9.44,677,75.22,10.92,36.0,4.0,45,22.67,6,0.67,3,0.33,22,2.44,96,10.67,4.36,6.0,0.67,1,0.11,84,9.33,107,11.89,42.0,4.67,1,0.11,0.01,0.93,99.3,11.03,10.7,6.44,11.01,2,0,3,3,1,0.8,0.12,10.09,130.3,14.48,14.3,7.58,14.28,2,0,2,2,3,1.25,0.5,15.66,161.3,17.92,18.8,8.91,17.48,2,0,2,1,4,1.25,0.8,16.42
