Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Odell Beckham Jr.,MIA,WR,1.0,12.0,91.0,7.58,130.0,10.83,1305.0,108.75,14.34,57.0,4.75,80.0,40.33,8.0,0.67,12.0,1.0,7.0,0.58,35.0,2.92,5.0,2.0,0.17,0.0,0.0,98.0,8.17,137.0,11.42,59.0,4.92,1.0,0.08,0.01,1.0,204.0,17.0,16.15,8.61,15.78,1.0,0.0,3.0,1.0,7.0,2.0,1.4,16.76,249.5,20.79,19.15,9.99,19.15,1.0,0.0,3.0,1.0,7.0,2.0,1.4,21.77,295.0,24.58,22.15,11.43,22.53,1.0,0.0,3.0,2.0,6.0,2.0,1.0,21.6,1,16.59,281.98,1.0
Antonio Brown,FA,WR,0.0,15.37,109.74,7.06,160.47,10.35,1443.37,92.6,13.05,71.11,4.57,60.16,28.71,10.84,0.7,9.74,0.62,5.58,0.37,12.47,0.85,2.44,1.53,0.1,0.0,0.0,115.32,7.43,166.05,10.72,72.63,4.68,1.37,0.09,0.02,1.0,204.26,13.08,11.7,6.29,13.11,2.26,1.74,2.68,4.21,4.47,2.3,0.46,12.95,259.13,16.61,15.53,6.62,16.92,2.16,1.32,2.68,4.26,4.95,2.39,0.56,18.5,313.99,20.15,19.07,7.06,20.79,1.05,2.42,1.26,4.63,6.0,3.94,0.9,19.8,3,13.28,225.73,3.0
Demaryius Thomas,FA,WR,0.0,16.0,101.42,6.34,161.68,10.11,1520.37,95.02,15.03,66.16,4.13,80.32,34.23,13.37,0.84,11.74,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.42,6.34,161.68,10.11,66.16,4.13,0.63,0.04,0.01,1.0,222.14,13.89,12.53,8.01,13.14,2.79,0.95,2.79,4.26,5.21,1.47,0.48,13.15,272.85,17.05,15.74,8.66,16.29,2.79,1.16,1.32,5.53,5.21,2.22,0.48,18.11,323.56,20.22,19.15,9.41,19.47,2.47,1.05,1.26,4.79,6.42,2.85,0.68,19.04,3,14.35,243.9,2.0
Dez Bryant,FA,WR,0.0,16.0,90.42,5.65,144.47,9.03,1305.58,81.6,14.45,60.95,3.81,75.05,33.5,9.11,0.57,14.21,0.89,0.74,0.04,-0.74,-0.05,-0.21,0.0,0.0,0.0,0.0,91.16,5.7,145.21,9.07,60.95,3.81,0.74,0.04,0.01,1.0,214.69,13.42,12.53,7.71,12.83,3.05,2.16,2.32,3.47,5.0,1.14,0.45,12.69,259.91,16.25,15.48,8.48,15.62,3.32,2.37,1.74,2.32,6.26,1.18,0.65,17.1,305.12,19.07,18.21,9.38,18.43,3.32,2.37,1.42,2.63,6.26,1.3,0.65,17.47,3,12.38,210.39,7.0
Calvin Johnson,FA,WR,0.0,13.95,85.84,6.09,153.16,10.89,1394.79,98.74,16.18,69.11,4.92,70.37,31.74,17.0,1.19,8.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.84,6.09,153.16,10.89,69.11,4.92,0.95,0.06,0.01,1.0,189.37,13.52,10.92,9.24,12.35,4.26,1.16,1.84,0.84,5.84,0.96,0.74,12.13,232.29,16.56,14.24,10.42,15.12,4.26,0.21,2.26,1.84,5.37,1.18,0.65,17.07,275.22,19.61,17.57,11.65,17.91,4.26,0.21,2.05,1.63,5.79,1.35,0.73,17.2,3,12.5,212.45,6.0
Julio Jones,FA,WR,0.0,12.74,78.87,6.57,124.3,10.19,1191.35,97.86,14.96,55.74,4.51,79.87,35.1,14.13,1.14,6.35,0.48,2.74,0.21,12.65,1.05,3.96,0.96,0.1,0.0,0.0,81.61,6.78,127.04,10.4,56.7,4.6,0.65,0.08,0.01,0.93,157.18,12.6,11.48,7.35,12.22,3.65,1.13,1.7,3.09,3.17,1.1,0.32,11.01,196.62,15.89,14.77,8.17,15.44,3.26,1.13,1.04,4.13,3.17,1.94,0.32,16.02,236.05,19.17,17.92,9.04,18.69,3.65,0.74,0.78,4.0,3.57,2.2,0.36,16.16,3,12.14,206.3,8.0
A.J. Green,FA,WR,0.0,14.58,84.05,5.72,145.68,9.89,1227.63,83.84,14.67,55.16,3.76,79.63,29.95,7.89,0.55,8.63,0.58,1.79,0.12,8.95,0.57,2.47,0.42,0.03,0.0,0.0,85.84,5.85,147.47,10.02,55.58,3.79,1.16,0.08,0.02,1.0,173.13,11.75,11.32,7.61,11.28,4.05,0.63,2.11,3.95,3.84,1.17,0.35,11.58,215.16,14.62,14.19,8.59,14.04,3.79,0.68,2.58,3.68,3.84,1.16,0.35,15.69,257.18,17.48,17.4,9.69,16.79,3.16,1.32,2.58,2.47,5.05,1.16,0.52,16.34,3,10.67,181.43,12.0
Jordy Nelson,FA,WR,0.0,15.16,83.58,5.43,127.0,8.26,1291.32,83.97,15.42,60.16,3.92,77.26,35.56,8.11,0.52,10.16,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.58,5.43,127.0,8.26,60.16,3.92,0.0,0.0,0.0,1.0,190.5,12.43,11.15,7.7,11.88,4.21,2.0,0.95,2.47,5.53,1.19,0.58,11.78,232.29,15.15,13.34,8.48,14.57,3.74,1.63,2.95,1.32,5.53,0.83,0.58,15.46,274.08,17.86,16.39,9.37,17.28,3.42,1.74,2.37,3.21,4.42,1.03,0.43,15.79,3,12.95,220.08,4.0
Randall Cobb,FA,WR,0.0,12.63,69.74,5.45,96.89,7.69,947.21,74.28,13.62,48.79,3.68,56.53,29.02,11.32,0.81,8.63,0.68,8.58,0.68,69.95,7.05,10.53,2.26,0.18,0.0,0.0,78.32,6.13,105.47,8.37,51.05,3.86,1.16,0.07,0.01,0.93,152.14,12.12,12.05,5.79,12.42,3.11,0.21,3.05,2.32,3.95,1.03,0.58,11.35,187.01,14.84,14.52,6.29,15.34,2.68,0.89,2.53,2.42,4.11,1.18,0.49,15.35,221.87,17.56,17.17,6.97,18.23,2.68,0.68,2.58,2.11,4.58,1.11,0.58,15.58,3,11.78,200.24,9.0
Brandon Marshall,FA,WR,0.0,14.58,85.32,5.75,142.53,9.63,1067.95,71.67,12.38,57.32,3.86,47.95,25.44,5.11,0.33,9.89,0.68,0.21,0.01,-0.42,-0.03,-0.42,0.0,0.0,0.0,0.0,85.53,5.76,142.74,9.64,57.32,3.86,0.47,0.04,0.01,1.0,166.44,11.21,9.47,6.89,11.03,4.68,1.21,2.05,2.05,4.58,0.89,0.46,10.58,209.09,14.08,11.92,7.68,13.88,4.68,1.53,0.63,3.16,4.58,1.33,0.46,14.88,251.75,16.96,14.83,8.55,16.73,5.37,0.53,0.63,3.26,4.79,1.45,0.5,15.36,3,10.16,172.7,16.0
Alshon Jeffery,FA,WR,0.0,14.74,73.42,4.78,126.16,8.26,1062.68,69.31,14.58,51.58,3.36,71.89,28.18,8.79,0.56,7.58,0.5,7.89,0.5,48.79,3.05,4.68,2.37,0.15,0.0,0.0,81.32,5.27,134.05,8.76,53.95,3.5,0.32,0.02,0.0,0.99,156.62,10.22,9.91,6.51,10.19,4.58,2.16,0.79,4.37,2.84,0.98,0.23,10.12,193.33,12.61,12.74,7.45,12.48,4.26,2.47,1.0,4.16,2.84,0.95,0.23,13.88,230.04,15.0,15.1,8.46,14.78,4.47,1.95,1.32,4.16,2.84,0.95,0.23,13.98,3,9.23,156.97,23.0
Mike Evans,TB,WR,1.0,15.0,68.0,4.53,123.0,8.2,1051.0,70.07,15.46,46.0,3.07,56.0,27.87,11.0,0.73,12.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.53,123.0,8.2,46.0,3.07,0.0,0.0,0.0,1.0,177.1,11.81,10.7,8.29,11.06,5.0,2.0,1.0,3.0,4.0,0.88,0.36,10.88,211.1,14.07,12.2,8.83,13.36,6.0,1.0,3.0,1.0,4.0,0.5,0.36,13.61,245.1,16.34,13.7,9.4,15.73,6.0,1.0,4.0,1.0,3.0,0.36,0.25,13.36,1,11.16,189.74,10.0
Kelvin Benjamin,FA,WR,0.0,16.0,73.0,4.56,145.0,9.06,1008.0,63.0,13.81,51.0,3.19,51.0,24.62,9.0,0.56,9.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,4.56,145.0,9.06,51.0,3.19,1.0,0.06,0.01,1.0,152.8,9.55,9.9,5.91,9.74,6.0,1.0,3.0,3.0,3.0,0.6,0.23,9.74,189.3,11.83,12.5,6.73,12.03,6.0,1.0,2.0,4.0,3.0,0.78,0.23,13.44,225.8,14.11,14.25,7.66,14.29,7.0,1.0,1.0,4.0,3.0,0.78,0.23,13.45,1,7.58,128.92,34.0
