Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Davante Adams,LV,WR,1.0,15,111,7.4,169,11.27,1386,92.4,12.49,64.0,4.27,57,29.13,18,1.2,13,0.87,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,111,7.4,169,11.27,64.0,4.27,0,0.0,0.0,1.0,218.6,14.57,13.9,4.17,16.22,0,1,2,8,4,4.0,0.36,15.94,274.1,18.27,17.6,4.58,20.45,0,0,2,7,6,6.5,0.67,22.12,329.6,21.97,21.1,5.17,24.55,0,0,2,6,7,6.5,0.88,23.2
Julio Jones,FA,WR,0.0,16,113,7.06,170,10.62,1677,104.81,14.84,80.0,5.0,58,29.31,24,1.5,8,0.5,2,0.12,12,0.75,6.0,1.0,0.06,0,0.0,115,7.19,172,10.75,81.0,5.06,2,0.12,0.02,1.0,212.9,13.31,14.3,5.84,13.61,3,2,1,3,7,1.67,0.78,14.48,269.4,16.84,18.85,6.7,17.13,3,1,2,1,9,1.67,1.29,20.61,325.9,20.37,23.75,7.66,20.63,1,3,1,2,9,2.2,1.29,21.7
Antonio Brown,FA,WR,0.0,15,104,6.93,168,11.2,1297,86.47,12.47,63.0,4.2,78,33.27,17,1.13,15,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,104,6.93,168,11.2,63.0,4.2,0,0.0,0.0,1.0,219.7,14.65,15.3,7.03,14.3,3,0,3,2,7,1.5,0.88,15.19,271.7,18.11,18.6,7.78,17.75,1,0,5,1,8,1.5,1.14,20.18,323.7,21.58,21.5,8.67,21.19,1,0,5,2,7,1.5,0.88,20.42
Odell Beckham Jr.,MIA,WR,1.0,12,77,6.42,124,10.33,1052,87.67,13.66,51.0,4.25,51,30.67,17,1.42,6,0.5,5,0.42,19,1.58,3.8,2.0,0.17,0,0.0,82,6.83,129,10.75,53.0,4.42,1,0.08,0.01,1.0,153.4,12.78,12.3,6.1,12.93,3,1,2,2,4,1.0,0.5,12.75,191.9,15.99,16.5,6.31,16.52,2,2,0,5,3,2.0,0.33,18.49,230.4,19.2,19.2,6.75,20.07,2,0,2,3,5,2.0,0.71,19.15
DeAndre Hopkins,TEN,WR,1.0,16,115,7.19,163,10.19,1572,98.25,13.67,81.0,5.06,49,28.94,23,1.44,11,0.69,1,0.06,-7,-0.44,-7.0,-0.0,-0.0,0,0.0,116,7.25,164,10.25,81.0,5.06,2,0.12,0.02,1.0,218.5,13.66,11.65,6.14,13.79,0,4,4,3,5,1.0,0.45,12.74,276.0,17.25,14.85,6.86,17.45,0,2,5,3,6,1.29,0.6,18.35,333.5,20.84,18.35,7.72,21.07,0,1,6,2,7,1.29,0.78,18.81
Adam Thielen,CAR,WR,1.0,16,113,7.06,153,9.56,1373,85.81,12.15,74.0,4.62,68,27.69,17,1.06,9,0.56,5,0.31,30,1.88,6.0,1.0,0.06,0,0.0,118,7.38,158,9.88,75.0,4.69,1,0.06,0.01,1.0,194.3,12.14,10.35,5.77,12.46,2,5,2,0,7,0.78,0.78,11.77,250.8,15.68,15.35,6.98,15.79,2,3,3,1,7,1.0,0.78,17.62,307.3,19.21,19.5,8.33,19.05,2,3,3,0,8,1.0,1.0,18.41
Michael Thomas,FA,WR,0.0,16,125,7.81,147,9.19,1405,87.81,11.24,75.0,4.69,72,26.75,17,1.06,9,0.56,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,125,7.81,147,9.19,75.0,4.69,2,0.12,0.02,1.0,190.5,11.91,11.35,7.39,11.48,5,2,1,3,5,1.0,0.45,11.59,253.0,15.81,15.85,8.89,14.99,5,2,0,4,5,1.29,0.45,17.33,315.5,19.72,19.55,10.52,18.45,4,3,0,3,6,1.29,0.6,17.99
Julian Edelman,FA,WR,0.0,12,74,6.17,108,9.0,850,70.83,11.49,41.0,3.42,36,23.92,12,1.0,6,0.5,9,0.75,107,8.92,11.89,7.0,0.58,0,0.0,83,6.92,117,9.75,48.0,4.0,0,0.0,0.0,1.0,133.4,11.12,11.55,3.13,13.29,2,1,3,6,0,1.0,0.0,11.91,170.4,14.2,14.75,3.4,17.12,1,1,3,6,1,1.4,0.09,17.11,207.4,17.28,17.9,3.93,20.68,1,1,3,6,1,1.4,0.09,17.8
Tyreek Hill,MIA,WR,2.0,16,87,5.44,137,8.56,1479,92.44,17.0,60.0,3.75,75,42.06,27,1.69,12,0.75,22,1.38,151,9.44,6.86,8.0,0.5,1,0.06,109,6.81,159,9.94,68.0,4.25,0,0.0,0.0,1.0,241.0,15.06,11.35,10.36,13.35,5,3,0,3,5,1.0,0.45,12.41,284.5,17.78,14.1,11.2,15.91,4,4,0,2,6,1.0,0.6,16.8,328.0,20.5,17.3,12.12,18.51,4,3,1,2,6,1.0,0.6,17.0
Mike Evans,TB,WR,1.0,16,86,5.38,138,8.62,1524,95.25,17.72,69.0,4.31,72,35.44,26,1.62,8,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,86,5.38,138,8.62,69.0,4.31,1,0.06,0.01,1.0,198.4,12.4,11.85,6.97,12.14,5,1,2,3,5,1.0,0.45,12.0,241.4,15.09,14.4,7.58,14.88,5,1,2,3,5,1.0,0.45,16.27,284.4,17.77,17.65,8.28,17.66,4,2,1,3,6,1.29,0.6,16.86
