Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Michael Thomas,FA,WR,0.0,16,149,9.31,185,11.56,1725,107.81,11.58,91.0,5.69,49,26.31,17,1.06,9,0.56,1,0.06,-9,-0.56,-9.0,-0.0,-0.0,0,0.0,150,9.38,186,11.62,91.0,5.69,0,0.0,0.0,1.0,225.6,14.1,14.15,6.54,14.02,2,0,3,4,7,2.2,0.78,14.94,300.1,18.76,19.35,7.47,18.57,2,0,1,5,8,4.33,1.0,22.59,374.6,23.41,23.85,8.49,23.11,1,1,1,3,10,4.33,1.67,23.78
Davante Adams,NYJ,WR,1.0,12,83,6.92,127,10.58,997,83.08,12.01,54.0,4.5,58,26.33,12,1.0,5,0.42,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,83,6.92,127,10.58,54.0,4.5,1,0.08,0.01,1.0,129.7,10.81,11.2,5.51,11.22,4,0,2,2,4,1.0,0.5,11.61,171.2,14.27,15.55,6.15,14.83,4,0,0,4,4,2.0,0.5,17.63,212.7,17.73,19.05,6.97,18.38,3,1,0,3,5,2.0,0.71,18.39
Chris Godwin,TB,WR,3.0,14,86,6.14,121,8.64,1333,95.21,15.5,63.0,4.5,71,31.43,25,1.79,9,0.64,1,0.07,8,0.57,8.0,0.0,0.0,0,0.0,87,6.21,122,8.71,63.0,4.5,0,0.0,0.0,1.0,190.1,13.58,11.0,8.8,12.54,3,2,3,2,4,0.75,0.4,11.58,233.1,16.65,12.7,9.74,15.43,3,2,3,1,5,0.75,0.56,15.82,276.1,19.72,15.2,10.77,18.34,3,0,5,1,5,0.75,0.56,15.73
DeAndre Hopkins,KC,WR,1.0,15,104,6.93,150,10.0,1165,77.67,11.2,68.0,4.53,43,25.13,16,1.07,7,0.47,2,0.13,18,1.2,9.0,2.0,0.13,0,0.0,106,7.07,152,10.13,70.0,4.67,0,0.0,0.0,1.0,165.5,11.03,10.6,6.47,11.0,4,2,3,2,4,0.67,0.36,10.84,217.5,14.5,13.1,6.84,14.68,3,1,4,3,4,0.88,0.36,15.81,269.5,17.97,16.5,7.3,18.42,3,1,3,3,5,1.14,0.5,16.67
Julio Jones,FA,WR,0.0,15,99,6.6,157,10.47,1394,92.93,14.08,77.0,5.13,54,32.27,21,1.4,6,0.4,2,0.13,-3,-0.2,-1.5,0.0,0.0,0,0.0,101,6.73,159,10.6,77.0,5.13,0,0.0,0.0,1.0,175.1,11.67,9.1,6.5,11.62,3,3,4,1,4,0.5,0.36,10.38,224.6,14.97,12.1,7.58,14.77,2,3,4,1,5,0.67,0.5,15.7,274.1,18.27,15.1,8.74,17.91,2,3,4,1,5,0.67,0.5,15.58
Kenny Golladay,FA,WR,0.0,16,65,4.06,116,7.25,1190,74.38,18.31,52.0,3.25,75,36.56,22,1.38,11,0.69,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,65,4.06,116,7.25,52.0,3.25,1,0.06,0.02,1.0,183.0,11.44,11.75,6.95,11.2,5,1,1,4,5,1.29,0.45,11.64,215.5,13.47,13.9,7.65,13.26,6,0,2,3,5,1.0,0.45,14.75,248.0,15.5,15.9,8.4,15.34,6,0,2,3,5,1.0,0.45,14.76
Julian Edelman,FA,WR,0.0,16,100,6.25,153,9.56,1117,69.81,11.17,54.0,3.38,44,23.06,13,0.81,6,0.38,8,0.5,27,1.69,3.38,2.0,0.12,0,0.0,108,6.75,161,10.06,56.0,3.5,1,0.06,0.01,1.0,156.3,9.77,9.6,5.48,10.15,5,1,5,1,4,0.45,0.33,9.86,206.3,12.89,12.85,6.26,13.34,4,1,5,2,4,0.6,0.33,14.33,256.3,16.02,16.65,7.14,16.51,4,0,3,5,4,1.29,0.33,15.88
DeVante Parker,FA,WR,0.0,16,72,4.5,128,8.0,1202,75.12,16.69,58.0,3.62,51,27.88,21,1.31,9,0.56,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,72,4.5,128,8.0,58.0,3.62,0,0.0,0.0,1.0,174.2,10.89,10.3,6.78,10.73,4,2,2,5,3,1.0,0.23,10.51,210.2,13.14,12.9,7.46,13.01,3,4,1,5,3,1.0,0.23,14.28,246.2,15.39,15.4,8.22,15.31,4,3,2,4,3,0.78,0.23,14.22
Calvin Ridley,TEN,WR,2.0,13,63,4.85,93,7.15,866,66.62,13.75,47.0,3.62,36,21.92,12,0.92,7,0.54,2,0.15,34,2.62,17.0,2.0,0.15,0,0.0,65,5.0,95,7.31,49.0,3.77,0,0.0,0.0,1.0,134.0,10.31,10.8,6.05,10.45,4,0,3,3,3,0.86,0.3,10.5,165.5,12.73,13.1,6.92,12.85,4,0,3,3,3,0.86,0.3,14.27,197.0,15.15,16.4,7.83,15.26,4,1,2,3,3,0.86,0.3,14.67
Cooper Kupp,LAR,WR,1.0,16,94,5.88,134,8.38,1161,72.56,12.35,51.0,3.19,66,25.31,21,1.31,10,0.62,2,0.12,4,0.25,2.0,0.0,0.0,0,0.0,96,6.0,136,8.5,51.0,3.19,0,0.0,0.0,1.0,176.5,11.03,10.3,7.79,10.5,6,0,3,2,5,0.78,0.45,10.54,223.5,13.97,12.8,8.77,13.29,6,0,3,2,5,0.78,0.45,14.25,270.5,16.91,15.3,9.83,16.09,4,3,2,2,5,0.78,0.45,14.78
Allen Robinson II,DET,WR,1.0,16,98,6.12,154,9.62,1147,71.69,11.7,63.0,3.94,49,23.25,15,0.94,7,0.44,1,0.06,2,0.12,2.0,0.0,0.0,0,0.0,99,6.19,155,9.69,63.0,3.94,0,0.0,0.0,1.0,156.9,9.81,8.15,6.2,9.88,6,3,1,3,3,0.6,0.23,9.16,205.9,12.87,11.7,6.83,13.03,4,2,4,1,5,0.6,0.45,14.05,254.9,15.93,15.5,7.55,16.19,3,3,3,2,5,0.78,0.45,15.02
