Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Michael Pittman Jr.,IND,WR,1.0,16,109,6.81,156,9.75,1152,72.0,10.57,53.0,3.31,75,26.94,10,0.62,4,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,109,6.81,156,9.75,53.0,3.31,1,0.06,0.01,1.0,141.2,8.82,8.1,4.26,9.77,5,3,4,2,2,0.33,0.14,8.73,195.7,12.23,12.3,5.04,13.36,4,3,2,5,2,0.78,0.14,13.92,250.2,15.64,16.35,6.06,16.8,3,2,2,6,3,1.29,0.23,15.73
Nico Collins,HOU,WR,3.0,15,80,5.33,109,7.27,1297,86.47,16.21,53.0,3.53,75,30.13,25,1.67,8,0.53,1,0.07,7,0.47,7.0,0.0,0.0,0,0.0,81,5.4,110,7.33,53.0,3.53,0,0.0,0.0,1.0,180.4,12.03,8.7,9.03,11.03,4,3,2,1,5,0.67,0.5,9.95,220.4,14.69,11.8,10.04,13.51,4,2,4,0,5,0.5,0.5,13.8,260.4,17.36,14.0,11.09,16.03,4,1,5,0,5,0.5,0.5,13.92
DeVonta Smith,PHI,WR,2.0,16,81,5.06,112,7.0,1066,66.62,13.16,47.0,2.94,63,27.69,14,0.88,7,0.44,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,81,5.06,112,7.0,47.0,2.94,1,0.06,0.01,1.0,146.6,9.16,8.85,5.75,9.41,7,1,2,2,4,0.6,0.33,9.1,187.1,11.69,11.95,6.36,12.06,7,0,3,2,4,0.6,0.33,12.86,227.6,14.22,14.45,7.05,14.71,6,1,3,2,4,0.6,0.33,13.46
Jakobi Meyers,LV,WR,1.0,16,71,4.44,106,6.62,807,50.44,11.37,46.0,2.88,33,20.5,8,0.5,8,0.5,4,0.25,24,1.5,6.0,3.0,0.19,2,0.12,75,4.69,110,6.88,49.0,3.06,0,0.0,0.0,1.0,147.6,9.22,9.75,5.93,9.4,7,0,1,6,2,1.0,0.14,9.54,183.1,11.44,12.25,6.57,11.7,6,1,2,5,2,0.78,0.14,12.82,218.6,13.66,14.5,7.36,13.98,6,1,3,4,2,0.6,0.14,12.95
Amari Cooper,BUF,WR,1.0,15,72,4.8,128,8.53,1250,83.33,17.36,50.0,3.33,75,31.4,21,1.4,5,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,72,4.8,128,8.53,50.0,3.33,1,0.07,0.01,1.0,155.0,10.33,8.9,10.29,9.17,7,0,4,0,4,0.36,0.36,8.98,191.0,12.73,11.9,11.34,11.36,6,1,4,0,4,0.36,0.36,12.72,227.0,15.13,14.8,12.44,13.58,6,1,4,0,4,0.36,0.36,13.1
DJ Moore,CHI,WR,2.0,17,96,5.65,136,8.0,1364,80.24,14.21,64.0,3.76,58,27.41,25,1.47,8,0.47,4,0.24,21,1.24,5.25,1.0,0.06,1,0.06,100,5.88,140,8.24,65.0,3.82,1,0.06,0.01,1.0,190.5,11.21,6.4,10.03,10.01,8,1,2,1,5,0.55,0.42,8.52,238.5,14.03,9.4,10.82,12.66,6,3,2,1,5,0.55,0.42,12.69,286.5,16.85,13.1,11.7,15.36,6,2,2,1,6,0.7,0.55,13.6
Ja'Marr Chase,CIN,WR,1.0,16,100,6.25,145,9.06,1216,76.0,12.16,63.0,3.94,76,30.38,14,0.88,7,0.44,3,0.19,-6,-0.38,-2.0,0.0,0.0,0,0.0,103,6.44,148,9.25,63.0,3.94,0,0.0,0.0,1.0,162.7,10.17,7.25,9.2,9.28,6,5,0,1,4,0.45,0.33,8.49,212.7,13.29,9.25,10.82,12.0,7,2,2,0,5,0.45,0.45,12.47,262.7,16.42,11.25,12.51,14.71,7,2,2,0,5,0.45,0.45,12.39
DK Metcalf,SEA,WR,1.0,16,66,4.12,119,7.44,1114,69.62,16.88,52.0,3.25,73,32.5,19,1.19,8,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,66,4.12,119,7.44,52.0,3.25,0,0.0,0.0,1.0,159.4,9.96,9.6,6.72,9.84,3,4,4,3,2,0.45,0.14,9.25,192.4,12.02,11.55,7.2,12.02,3,4,5,2,2,0.33,0.14,12.4,225.4,14.09,13.35,7.75,14.23,3,4,5,3,1,0.33,0.07,12.28
Jaylen Waddle,MIA,WR,2.0,14,72,5.14,104,7.43,1014,72.43,14.08,47.0,3.36,60,26.86,12,0.86,4,0.29,3,0.21,12,0.86,4.0,1.0,0.07,0,0.0,75,5.36,107,7.64,48.0,3.43,0,0.0,0.0,1.0,126.6,9.04,7.85,4.82,9.7,6,3,1,2,2,0.4,0.17,8.49,162.6,11.61,10.1,5.59,12.36,5,3,2,2,2,0.4,0.17,12.17,198.6,14.19,12.35,6.43,15.01,5,3,2,2,2,0.4,0.17,12.42
Davante Adams,NYJ,WR,1.0,17,103,6.06,175,10.29,1144,67.29,11.11,59.0,3.47,46,22.59,13,0.76,8,0.47,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,103,6.06,175,10.29,59.0,3.47,0,0.0,0.0,1.0,162.4,9.55,7.3,7.97,9.04,7,3,2,2,3,0.42,0.21,8.35,213.9,12.58,9.8,9.52,11.73,5,4,3,2,3,0.42,0.21,12.16,265.4,15.61,12.7,11.11,14.41,5,4,3,1,4,0.42,0.31,12.76
Jayden Reed,GB,WR,2.0,16,64,4.0,94,5.88,793,49.56,12.39,32.0,2.0,59,24.12,13,0.81,8,0.5,11,0.69,119,7.44,10.82,6.0,0.38,2,0.12,75,4.69,105,6.56,38.0,2.38,0,0.0,0.0,1.0,153.2,9.57,9.65,5.5,9.94,5,3,0,5,3,1.0,0.23,9.79,185.2,11.58,11.65,6.09,12.06,5,3,2,5,1,0.6,0.07,12.1,217.2,13.58,13.65,6.73,14.2,5,3,2,5,1,0.6,0.07,12.57
Garrett Wilson,NYJ,WR,2.0,17,95,5.59,168,9.88,1042,61.29,10.97,47.0,2.76,68,26.41,11,0.65,3,0.18,4,0.24,0,0.0,0.0,1.0,0.06,0,0.0,99,5.82,172,10.12,48.0,2.82,2,0.12,0.02,1.0,118.2,6.95,6.0,3.73,7.95,9,1,5,2,0,0.13,0.0,6.77,165.7,9.75,10.5,4.47,10.97,7,2,3,5,0,0.42,0.0,11.51,213.2,12.54,14.4,5.46,13.83,7,0,4,6,0,0.55,0.0,12.93
Christian Kirk,JAC,WR,1.0,12,57,4.75,85,7.08,787,65.58,13.81,34.0,2.83,57,32.0,13,1.08,3,0.25,1,0.08,6,0.5,6.0,0.0,0.0,0,0.0,58,4.83,86,7.17,34.0,2.83,2,0.17,0.03,1.0,93.3,7.78,8.4,3.77,8.87,4,1,5,2,0,0.2,0.0,7.89,121.8,10.15,11.4,4.79,11.23,4,0,6,2,0,0.2,0.0,11.45,150.3,12.52,14.15,5.99,13.49,4,0,5,2,1,0.33,0.09,12.31
Rashee Rice,KC,WR,3.0,16,79,4.94,102,6.38,938,58.62,11.87,44.0,2.75,67,24.69,10,0.62,7,0.44,1,0.06,-3,-0.19,-3.0,0.0,0.0,0,0.0,80,5.0,103,6.44,44.0,2.75,1,0.06,0.01,1.0,133.5,8.34,7.45,4.22,9.26,6,3,2,3,2,0.45,0.14,8.06,173.0,10.81,9.65,4.97,11.85,4,6,1,3,2,0.45,0.14,11.35,212.5,13.28,11.65,5.83,14.4,5,4,2,3,2,0.45,0.14,11.8
Cooper Kupp,LAR,WR,2.0,12,59,4.92,95,7.92,737,61.42,12.49,33.0,2.75,62,25.17,10,0.83,5,0.42,1,0.08,-3,-0.25,-3.0,0.0,0.0,0,0.0,60,5.0,96,8.0,33.0,2.75,0,0.0,0.0,1.0,105.4,8.78,6.8,6.73,8.67,6,0,2,1,3,0.5,0.33,7.99,134.9,11.24,9.3,7.82,11.0,6,0,2,1,3,0.5,0.33,11.3,164.4,13.7,11.8,8.97,13.34,5,2,1,1,3,0.5,0.33,11.86
Adam Thielen,CAR,WR,1.0,17,103,6.06,137,8.06,1014,59.65,9.84,56.0,3.29,32,17.76,9,0.53,4,0.24,1,0.06,6,0.35,6.0,0.0,0.0,0,0.0,104,6.12,138,8.12,56.0,3.29,0,0.0,0.0,1.0,128.0,7.53,7.2,6.16,7.6,8,4,1,1,3,0.31,0.21,7.4,179.5,10.56,9.9,7.6,10.41,8,1,4,1,3,0.31,0.21,11.25,231.0,13.59,12.4,9.09,13.19,8,1,4,1,3,0.31,0.21,11.71
Zay Flowers,BAL,WR,1.0,16,77,4.81,108,6.75,858,53.62,11.14,41.0,2.56,75,26.06,12,0.75,5,0.31,8,0.5,56,3.5,7.0,1.0,0.06,1,0.06,85,5.31,116,7.25,42.0,2.62,0,0.0,0.0,1.0,129.4,8.09,7.3,5.28,8.48,6,4,1,3,2,0.45,0.14,7.77,167.9,10.49,9.65,5.88,11.03,5,5,1,2,3,0.45,0.23,11.15,206.4,12.9,12.3,6.64,13.54,5,4,1,4,2,0.6,0.14,11.93
Diontae Johnson,HOU,WR,4.0,13,51,3.92,87,6.69,717,55.15,14.06,37.0,2.85,71,28.77,10,0.77,5,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,51,3.92,87,6.69,37.0,2.85,0,0.0,0.0,1.0,101.7,7.82,7.9,4.76,8.42,5,2,2,2,2,0.44,0.18,7.97,127.2,9.78,10.4,5.4,10.51,5,2,3,2,1,0.3,0.08,10.95,152.7,11.75,12.9,6.13,12.58,5,1,3,3,1,0.44,0.08,11.51
Courtland Sutton,DEN,WR,1.0,16,59,3.69,90,5.62,772,48.25,13.08,37.0,2.31,46,23.38,14,0.88,10,0.62,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,59,3.69,90,5.62,37.0,2.31,3,0.19,0.05,1.0,131.2,8.2,9.05,4.46,8.97,4,2,5,5,0,0.45,0.0,8.31,160.7,10.04,10.7,5.2,10.89,4,4,3,5,0,0.45,0.0,10.89,190.2,11.89,12.65,6.08,12.76,4,4,4,4,0,0.33,0.0,11.14
DeAndre Hopkins,KC,WR,1.0,17,75,4.41,137,8.06,1057,62.18,14.09,48.0,2.82,61,26.65,15,0.88,7,0.41,2,0.12,9,0.53,4.5,1.0,0.06,0,0.0,77,4.53,139,8.18,49.0,2.88,0,0.0,0.0,1.0,148.6,8.74,6.5,7.46,8.41,7,4,1,3,2,0.42,0.13,7.46,186.1,10.95,8.5,7.98,10.66,7,3,1,3,3,0.55,0.21,10.83,223.6,13.15,10.5,8.59,12.95,7,2,3,2,3,0.42,0.21,10.98
Calvin Ridley,TEN,WR,1.0,17,76,4.47,136,8.0,1016,59.76,13.37,49.0,2.88,59,24.59,17,1.0,8,0.47,9,0.53,23,1.35,2.56,3.0,0.18,0,0.0,85,5.0,145,8.53,52.0,3.06,0,0.0,0.0,1.0,153.9,9.05,5.3,7.32,8.75,9,1,1,1,5,0.55,0.42,7.6,191.9,11.29,7.3,8.11,10.95,9,0,2,1,5,0.55,0.42,10.81,229.9,13.52,9.3,8.95,13.17,9,1,1,1,5,0.55,0.42,10.97
Chris Godwin,TB,WR,2.0,17,83,4.88,130,7.65,1024,60.24,12.34,53.0,3.12,47,23.0,14,0.82,2,0.12,4,0.24,38,2.24,9.5,3.0,0.18,1,0.06,87,5.12,134,7.88,56.0,3.29,0,0.0,0.0,1.0,126.2,7.42,5.8,3.84,8.43,9,4,0,3,1,0.31,0.06,6.96,167.7,9.86,8.3,4.46,11.11,8,3,2,3,1,0.31,0.06,10.67,209.2,12.31,10.8,5.26,13.69,7,4,2,3,1,0.31,0.06,11.06
Jordan Addison,MIN,WR,2.0,17,70,4.12,108,6.35,911,53.59,13.01,38.0,2.24,62,25.53,15,0.88,10,0.59,1,0.06,2,0.12,2.0,0.0,0.0,0,0.0,71,4.18,109,6.41,38.0,2.24,0,0.0,0.0,1.0,151.3,8.9,6.9,7.18,8.64,8,1,1,5,2,0.7,0.13,7.81,186.3,10.96,8.9,7.9,10.7,8,2,0,4,3,0.7,0.21,10.64,221.3,13.02,11.2,8.69,12.78,7,3,1,3,3,0.55,0.21,11.14
Terry McLaurin,WAS,WR,1.0,17,79,4.65,132,7.76,1002,58.94,12.68,47.0,2.76,48,24.59,15,0.88,4,0.24,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,79,4.65,132,7.76,47.0,2.76,0,0.0,0.0,1.0,124.2,7.31,5.6,4.74,7.87,9,2,2,3,1,0.31,0.06,6.64,163.7,9.63,8.6,5.27,10.4,8,2,3,3,1,0.31,0.06,10.23,203.2,11.95,11.6,5.9,12.92,8,2,2,4,1,0.42,0.06,11.18
Tyler Lockett,SEA,WR,2.0,17,79,4.65,122,7.18,894,52.59,11.32,47.0,2.76,37,18.06,9,0.53,5,0.29,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,79,4.65,122,7.18,47.0,2.76,0,0.0,0.0,1.0,123.4,7.26,5.4,5.37,7.58,10,1,2,1,3,0.31,0.21,6.58,162.9,9.58,7.4,6.24,9.92,10,0,3,1,3,0.31,0.21,9.7,202.4,11.91,9.7,7.19,12.25,10,0,2,2,3,0.42,0.21,10.28
Romeo Doubs,GB,WR,4.0,17,59,3.47,96,5.65,674,39.65,11.42,41.0,2.41,36,16.94,7,0.41,8,0.47,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,59,3.47,96,5.65,41.0,2.41,0,0.0,0.0,1.0,115.4,6.79,7.2,4.73,7.32,8,2,3,3,1,0.31,0.06,6.85,144.9,8.52,9.2,5.35,9.17,8,4,0,5,0,0.42,0.0,9.62,174.4,10.26,11.0,6.07,11.01,8,4,0,5,0,0.42,0.0,9.87
George Pickens,PIT,WR,2.0,17,63,3.71,106,6.24,1140,67.06,18.1,42.0,2.47,86,29.12,22,1.29,5,0.29,3,0.18,18,1.06,6.0,2.0,0.12,0,0.0,66,3.88,109,6.41,44.0,2.59,0,0.0,0.0,1.0,145.8,8.58,5.8,8.34,8.03,9,2,2,1,3,0.31,0.21,6.84,177.3,10.43,7.3,8.73,9.93,9,2,2,1,3,0.31,0.21,9.5,208.8,12.28,8.8,9.19,11.89,10,2,1,1,3,0.31,0.21,9.58
Christian Watson,GB,WR,3.0,9,28,3.11,53,5.89,422,46.89,15.07,20.0,2.22,77,30.56,5,0.56,5,0.56,4,0.44,11,1.22,2.75,1.0,0.11,0,0.0,32,3.56,57,6.33,21.0,2.33,0,0.0,0.0,0.93,73.3,8.14,8.2,6.28,8.18,4,1,2,0,2,0.29,0.29,7.33,87.3,9.7,9.2,7.08,9.74,4,3,0,0,2,0.29,0.29,9.44,101.3,11.26,10.2,7.9,11.31,5,2,0,1,1,0.29,0.12,9.05
Tee Higgins,CIN,WR,2.0,12,42,3.5,76,6.33,656,54.67,15.62,33.0,2.75,80,24.0,8,0.67,5,0.42,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,42,3.5,76,6.33,33.0,2.75,0,0.0,0.0,1.0,95.6,7.97,5.25,7.7,7.6,6,2,0,1,3,0.5,0.33,6.78,116.6,9.72,6.65,8.72,9.26,7,1,0,1,3,0.5,0.33,9.37,137.6,11.47,7.9,9.81,10.92,7,1,0,1,3,0.5,0.33,9.16
Drake London,ATL,WR,1.0,16,69,4.31,110,6.88,905,56.56,13.12,45.0,2.81,45,21.38,17,1.06,2,0.12,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,69,4.31,110,6.88,45.0,2.81,0,0.0,0.0,1.0,105.4,6.59,5.45,5.03,6.99,10,0,3,2,1,0.23,0.07,6.06,139.9,8.74,7.8,6.27,9.04,9,2,2,2,1,0.23,0.07,9.22,174.4,10.9,10.05,7.55,11.08,8,3,2,1,2,0.23,0.14,9.63
Kendrick Bourne,NE,WR,1.0,8,37,4.62,55,6.88,406,50.75,10.97,15.0,1.88,36,23.88,5,0.62,4,0.5,1,0.12,4,0.5,4.0,1.0,0.12,0,0.0,38,4.75,56,7.0,16.0,2.0,1,0.12,0.03,0.88,63.0,7.88,6.95,5.19,8.3,4,0,3,0,1,0.14,0.14,6.35,81.5,10.19,8.85,5.97,10.67,4,0,2,1,1,0.33,0.14,9.06,100.0,12.5,10.6,6.92,12.99,4,1,0,2,1,0.6,0.14,9.73
Brandin Cooks,DAL,WR,3.0,16,54,3.38,81,5.06,657,41.06,12.17,38.0,2.38,37,17.88,11,0.69,8,0.5,5,0.31,35,2.19,7.0,1.0,0.06,0,0.0,59,3.69,86,5.38,39.0,2.44,0,0.0,0.0,1.0,119.2,7.45,6.25,6.32,7.47,8,1,2,4,1,0.45,0.07,6.66,146.2,9.14,7.5,7.22,9.12,8,1,3,3,1,0.33,0.07,8.91,173.2,10.82,8.75,8.16,10.79,8,1,2,4,1,0.45,0.07,8.99
Joshua Palmer,LAC,WR,1.0,11,38,3.45,61,5.55,581,52.82,15.29,22.0,2.0,79,26.91,9,0.82,2,0.18,1,0.09,6,0.55,6.0,0.0,0.0,0,0.0,39,3.55,62,5.64,22.0,2.0,1,0.09,0.03,1.0,68.7,6.25,5.0,5.56,6.47,7,1,1,1,1,0.22,0.1,5.58,87.7,7.97,8.0,6.08,8.31,7,1,1,1,1,0.22,0.1,8.51,106.7,9.7,10.0,6.68,10.17,6,2,1,1,1,0.22,0.1,9.06
Mike Williams,PIT,WR,1.0,3,19,6.33,26,8.67,249,83.0,13.11,9.0,3.0,49,31.0,4,1.33,1,0.33,1,0.33,3,1.0,3.0,0.0,0.0,0,0.0,20,6.67,27,9.0,9.0,3.0,0,0.0,0.0,0.56,31.2,10.4,8.6,6.98,10.17,1,0,1,0,1,0.5,0.5,5.34,40.7,13.57,12.6,7.6,13.38,1,0,1,0,1,0.5,0.5,8.45,50.2,16.73,16.6,8.3,16.61,1,0,0,1,1,2.0,0.5,9.12
Marquise Brown,KC,WR,2.0,14,51,3.64,101,7.21,574,41.0,11.25,32.0,2.29,41,18.93,8,0.57,4,0.29,2,0.14,23,1.64,11.5,1.0,0.07,0,0.0,53,3.79,103,7.36,33.0,2.36,0,0.0,0.0,1.0,83.7,5.98,5.3,4.49,6.53,8,0,3,3,0,0.27,0.0,5.82,109.2,7.8,6.8,5.45,8.36,8,0,3,3,0,0.27,0.0,8.32,134.7,9.62,8.3,6.48,10.16,8,0,2,4,0,0.4,0.0,8.61
Michael Thomas,FA,WR,0.0,10,39,3.9,64,6.4,448,44.8,11.49,21.0,2.1,31,18.1,4,0.4,1,0.1,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,39,3.9,64,6.4,21.0,2.1,0,0.0,0.0,0.96,50.8,5.08,5.4,2.91,6.19,7,2,1,0,0,0.0,0.0,5.09,70.3,7.03,8.25,3.58,8.36,5,4,1,0,0,0.0,0.0,8.08,89.8,8.98,10.65,4.42,10.44,4,5,1,0,0,0.0,0.0,8.76
