Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Josh Gordon,FA,WR,0.0,14,87,6.21,159,11.36,1646,117.57,18.92,64.0,4.57,95,44.57,16,1.14,9,0.64,5,0.36,88,6.29,17.6,4.0,0.29,0,0.0,92,6.57,164,11.71,68.0,4.86,0,0.0,0.0,1.0,227.4,16.24,13.65,9.99,14.53,2,2,0,4,6,2.5,0.75,15.06,270.9,19.35,16.35,11.32,17.27,2,1,1,4,6,2.5,0.75,19.66,314.4,22.46,19.1,12.73,20.03,2,1,2,3,6,1.8,0.75,19.12
Calvin Johnson,FA,WR,0.0,14,84,6.0,157,11.21,1492,106.57,17.76,69.0,4.93,87,35.71,15,1.07,12,0.86,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,84,6.0,157,11.21,69.0,4.93,1,0.07,0.01,1.0,219.2,15.66,13.8,10.8,13.73,4,0,3,0,7,1.0,1.0,14.13,261.2,18.66,17.05,12.05,16.39,4,0,2,1,7,1.33,1.0,19.19,303.2,21.66,20.3,13.33,19.1,4,0,2,1,7,1.33,1.0,19.1
Brandon Marshall,FA,WR,0.0,16,100,6.25,163,10.19,1295,80.94,12.95,70.0,4.38,44,27.0,8,0.5,12,0.75,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,100,6.25,163,10.19,70.0,4.38,0,0.0,0.0,1.0,205.5,12.84,12.7,6.2,12.94,3,1,3,3,6,1.29,0.6,13.15,255.5,15.97,15.7,6.89,16.13,3,2,2,3,6,1.29,0.6,17.81,305.5,19.09,18.7,7.63,19.36,3,1,2,4,6,1.67,0.6,18.33
Demaryius Thomas,FA,WR,0.0,16,92,5.75,142,8.88,1430,89.38,15.54,66.0,4.12,78,38.81,7,0.44,14,0.88,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,92,5.75,142,8.88,66.0,4.12,0,0.0,0.0,1.0,227.0,14.19,12.8,7.72,13.53,3,1,3,4,5,1.29,0.45,13.15,273.0,17.06,15.4,8.15,16.53,3,1,2,5,5,1.67,0.45,17.68,319.0,19.94,18.8,8.68,19.57,2,2,2,4,6,1.67,0.6,18.33
A.J. Green,FA,WR,0.0,16,98,6.12,178,11.12,1426,89.12,14.55,65.0,4.06,82,32.81,9,0.56,11,0.69,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,98,6.12,178,11.12,65.0,4.06,0,0.0,0.0,1.0,208.6,13.04,12.45,7.39,12.57,4,0,3,4,5,1.29,0.45,12.85,257.6,16.1,15.15,7.99,15.68,4,0,3,4,5,1.29,0.45,17.21,306.6,19.16,18.75,8.71,18.8,2,2,3,3,6,1.29,0.6,18.0
Dez Bryant,FA,WR,0.0,16,93,5.81,160,10.0,1233,77.06,13.26,67.0,4.19,79,32.0,4,0.25,13,0.81,1,0.06,1,0.06,1.0,0.0,0.0,0,0.0,94,5.88,161,10.06,67.0,4.19,1,0.06,0.01,1.0,199.4,12.46,11.55,6.96,12.2,4,1,3,3,5,1.0,0.45,12.05,245.9,15.37,15.15,7.7,15.1,4,1,2,3,6,1.29,0.6,17.07,292.4,18.27,18.3,8.59,17.99,4,1,1,4,6,1.67,0.6,17.61
Antonio Brown,FA,WR,0.0,16,110,6.88,166,10.38,1499,93.69,13.63,69.0,4.31,56,28.75,14,0.88,8,0.5,7,0.44,4,0.25,0.57,2.0,0.12,0,0.0,117,7.31,173,10.81,71.0,4.44,0,0.0,0.0,1.0,198.9,12.43,10.1,7.42,11.98,3,2,5,3,3,0.6,0.23,10.89,253.9,15.87,13.6,7.61,15.64,2,2,5,4,3,0.78,0.23,16.13,308.9,19.31,17.7,7.93,19.39,0,4,2,6,4,1.67,0.33,17.75
Alshon Jeffery,FA,WR,0.0,16,89,5.56,150,9.38,1421,88.81,15.97,62.0,3.88,80,31.94,10,0.62,7,0.44,16,1.0,105,6.56,6.56,6.0,0.38,0,0.0,105,6.56,166,10.38,68.0,4.25,1,0.06,0.01,1.0,194.6,12.16,10.95,9.34,11.06,6,1,1,5,3,1.0,0.23,11.14,239.1,14.94,13.8,10.49,13.59,5,2,1,5,3,1.0,0.23,15.42,283.6,17.72,16.55,11.72,16.14,5,1,2,5,3,1.0,0.23,15.41
Terrelle Pryor Sr.,FA,WR,0.0,11,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,83,7.55,576,52.36,6.94,27.0,2.45,2,0.18,83,7.55,83,7.55,27.0,2.45,2,0.18,0.02,1.0,143.4,13.04,16.1,7.19,12.66,2,0,2,1,6,1.75,1.2,14.85,143.4,13.04,16.1,7.19,13.03,2,2,1,3,3,1.2,0.38,15.23,143.4,13.04,16.1,7.19,13.41,4,1,1,5,0,0.83,0.0,13.43
Julio Jones,FA,WR,0.0,5,41,8.2,60,12.0,580,116.0,14.15,25.0,5.0,81,45.2,6,1.2,2,0.4,1,0.2,7,1.4,7.0,1.0,0.2,0,0.0,42,8.4,61,12.2,26.0,5.2,1,0.2,0.02,0.72,68.7,13.74,11.6,5.91,14.01,0,0,2,2,1,1.5,0.25,9.45,89.2,17.84,15.1,6.73,18.13,0,0,1,3,1,4.0,0.25,14.97,109.7,21.94,18.6,7.59,22.27,0,0,0,4,1,5.0,0.25,14.76
