Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Antonio Brown,FA,WR,0.0,14.68,103.47,7.05,163.47,11.14,1368.79,93.56,13.25,65.74,4.49,65.68,32.83,15.84,1.08,12.47,0.84,0.63,0.04,1.89,0.13,0.63,0.21,0.01,0.0,0.0,104.11,7.09,164.11,11.19,65.95,4.5,0.0,0.0,0.0,1.0,212.54,14.49,15.17,7.84,13.79,3.0,1.05,1.42,2.32,6.89,1.7,0.94,15.07,264.28,18.01,19.04,8.79,17.18,2.05,0.84,2.58,1.21,8.0,1.7,1.2,20.42,316.02,21.53,22.57,9.87,20.54,2.05,0.84,2.58,1.68,7.53,1.7,1.08,20.84,3,12.43,211.24,8.0
Davante Adams,LV,WR,1.0,14.89,91.74,6.16,142.47,9.57,1145.89,76.85,12.49,54.0,3.63,58.26,27.37,11.58,0.77,11.84,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.74,6.16,142.47,9.57,54.0,3.63,0.21,0.01,0.0,1.0,186.59,12.51,12.39,5.41,13.27,2.63,1.21,1.58,4.95,4.53,2.44,0.44,13.38,232.46,15.59,15.39,6.15,16.55,2.32,0.84,1.79,4.16,5.79,3.63,0.65,18.17,278.33,18.67,18.22,7.02,19.76,2.84,0.0,1.89,4.42,5.74,3.66,0.66,18.81,3,11.78,200.33,11.0
Julio Jones,FA,WR,0.0,15.58,98.79,6.33,154.42,9.89,1547.0,99.33,15.79,72.53,4.65,60.0,29.35,20.32,1.31,6.0,0.39,1.26,0.08,10.42,0.65,7.58,0.79,0.05,0.0,0.0,100.05,6.41,155.68,9.97,73.32,4.7,0.95,0.06,0.01,1.0,189.85,12.2,11.95,7.38,11.89,3.74,2.21,1.42,2.68,5.53,1.31,0.6,12.34,239.24,15.36,15.7,8.44,14.91,3.42,1.74,2.21,1.53,6.68,1.31,0.89,17.62,288.64,18.53,19.59,9.56,17.93,2.47,2.68,1.42,2.32,6.68,1.61,0.89,18.2,3,13.22,224.71,4.0
DeAndre Hopkins,TEN,WR,1.0,15.68,101.21,6.45,163.95,10.48,1380.63,88.1,13.58,71.95,4.59,56.68,28.22,16.47,1.05,10.16,0.65,0.47,0.03,-3.32,-0.21,-3.32,0.0,0.0,0.0,0.0,101.68,6.48,164.42,10.51,71.95,4.59,1.26,0.08,0.01,1.0,196.15,12.54,10.81,5.89,12.74,1.89,2.95,2.53,4.16,4.16,1.44,0.39,12.12,246.76,15.77,13.83,6.52,16.09,1.68,1.47,3.95,3.95,4.63,1.55,0.46,17.1,297.36,18.99,16.81,7.3,19.41,1.68,1.0,3.89,4.0,5.11,1.97,0.54,17.54,3,13.6,231.14,2.0
Odell Beckham Jr.,MIA,WR,1.0,10.32,65.63,6.34,107.26,10.35,881.47,83.36,13.13,42.58,4.05,55.11,30.29,10.37,0.82,5.89,0.6,2.89,0.29,13.42,1.5,6.22,0.95,0.08,0.0,0.0,68.53,6.63,110.16,10.64,43.53,4.13,0.68,0.05,0.01,0.89,129.32,12.49,12.35,6.8,12.33,2.58,0.89,1.47,1.58,3.79,1.06,0.68,11.28,162.13,15.67,16.01,7.25,15.68,2.11,1.16,0.53,3.42,3.11,1.61,0.57,16.09,194.95,18.84,19.06,7.87,19.02,2.32,0.0,0.95,3.21,3.84,2.36,0.72,16.72,3,10.12,172.06,18.0
Michael Thomas,FA,WR,0.0,15.79,111.42,7.04,142.16,8.99,1298.05,82.12,11.71,70.68,4.47,57.37,25.84,16.58,1.05,7.74,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.42,7.04,142.16,8.99,70.68,4.47,1.37,0.08,0.01,1.0,173.49,10.99,10.41,6.32,11.04,4.58,1.89,2.16,2.89,4.26,0.85,0.37,10.81,229.2,14.51,13.96,7.43,14.42,4.16,1.68,2.32,3.16,4.47,0.99,0.39,15.94,284.91,18.03,17.37,8.64,17.78,3.16,2.68,1.37,3.32,5.26,1.2,0.5,16.68,3,13.46,228.79,3.0
Julian Edelman,FA,WR,0.0,13.23,81.38,6.15,123.69,9.29,928.77,70.3,11.43,45.31,3.43,48.62,24.1,10.15,0.81,5.08,0.4,9.92,0.75,91.62,7.27,9.69,5.77,0.46,0.0,0.0,91.31,6.91,133.62,10.04,51.08,3.88,0.62,0.04,0.01,1.0,133.06,10.24,10.38,3.76,11.88,2.92,2.85,2.69,4.15,0.62,0.74,0.04,10.72,173.75,13.32,13.67,4.14,15.53,2.23,2.23,3.0,4.46,1.31,1.04,0.11,15.74,214.45,16.39,16.73,4.72,18.99,1.92,1.31,3.92,4.77,1.31,1.07,0.11,16.44,3,10.3,175.08,17.0
Mike Evans,TB,WR,1.0,15.68,83.37,5.31,144.74,9.22,1316.11,83.57,15.74,67.11,4.27,56.84,29.48,15.68,0.98,7.89,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.37,5.31,144.74,9.22,67.11,4.27,0.47,0.03,0.0,1.0,179.51,11.39,10.76,6.29,11.41,5.21,1.11,1.79,3.0,4.58,0.96,0.42,11.25,221.19,14.05,13.49,6.99,14.11,4.89,1.11,2.11,3.0,4.58,0.96,0.42,15.55,262.87,16.7,16.56,7.77,16.83,4.11,1.58,1.74,3.74,4.53,1.17,0.43,15.87,3,11.26,191.46,13.0
Tyreek Hill,MIA,WR,2.0,15.68,77.74,4.96,115.53,7.36,1199.0,76.5,15.08,47.89,3.05,70.79,36.85,13.74,0.86,9.16,0.58,20.84,1.33,146.37,9.23,6.69,6.84,0.43,1.11,0.07,98.58,6.28,136.37,8.68,54.74,3.48,0.21,0.01,0.0,1.0,195.06,12.41,9.65,8.52,11.5,5.42,2.47,0.74,2.47,4.58,0.85,0.42,10.7,233.93,14.89,12.58,9.13,13.98,4.63,3.26,0.74,2.21,4.84,0.85,0.47,14.65,272.8,17.37,15.66,9.85,16.47,4.63,2.89,1.0,2.32,4.84,0.9,0.47,15.18,3,14.06,239.04,1.0
Adam Thielen,CAR,WR,1.0,16.0,96.79,6.05,136.68,8.54,1256.89,78.56,13.13,62.95,3.93,67.68,27.37,14.16,0.88,6.58,0.41,3.11,0.19,20.84,1.31,7.89,1.0,0.06,0.0,0.0,99.89,6.25,139.79,8.74,63.95,4.0,1.32,0.08,0.01,1.0,165.56,10.35,8.4,6.49,10.39,5.47,2.68,2.32,0.21,5.32,0.56,0.54,9.62,213.96,13.37,12.36,7.53,13.3,5.05,2.37,1.95,1.32,5.32,0.77,0.54,14.54,262.35,16.4,15.61,8.68,16.18,5.05,2.16,2.16,0.84,5.79,0.77,0.65,15.07,3,12.7,215.92,6.0
A.J. Green,FA,WR,0.0,11.42,59.37,5.29,102.68,8.98,872.11,78.1,14.76,43.53,3.9,53.68,27.61,8.95,0.9,6.21,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.37,5.29,102.68,8.98,43.53,3.9,1.11,0.09,0.02,0.96,122.26,10.97,10.19,7.08,10.7,3.16,1.84,1.11,2.95,2.37,0.99,0.25,10.07,151.95,13.62,13.33,7.9,13.32,3.16,0.95,2.0,2.95,2.37,0.99,0.25,14.22,181.63,16.27,15.97,8.79,15.97,3.16,0.95,1.84,2.89,2.58,1.3,0.3,14.48,3,8.57,145.73,23.0
JuJu Smith-Schuster,FA,WR,0.0,15.2,89.8,5.82,131.2,8.48,1222.4,79.67,14.03,55.8,3.63,97.0,34.61,12.4,0.79,7.0,0.46,0.6,0.04,7.8,0.49,7.8,0.6,0.04,0.0,0.0,90.4,5.86,131.8,8.52,56.4,3.67,0.6,0.04,0.01,1.0,165.02,10.79,9.53,6.88,10.61,4.8,1.0,3.4,2.4,3.6,0.66,0.31,10.03,209.92,13.7,12.64,7.88,13.4,4.8,0.4,3.8,3.2,3.0,0.69,0.25,14.18,254.82,16.61,15.09,9.01,16.17,4.8,1.4,2.2,3.8,3.0,0.82,0.25,14.53,2,12.12,206.04,9.0
Stefon Diggs,HOU,WR,1.0,14.26,86.21,6.02,124.16,8.66,941.84,66.02,11.2,46.37,3.26,63.84,25.34,9.42,0.65,7.42,0.51,7.89,0.55,35.58,2.41,4.15,1.95,0.13,0.0,0.0,94.11,6.57,132.05,9.21,48.32,3.39,0.0,0.0,0.0,1.0,143.22,9.99,9.22,7.07,9.75,4.95,1.79,2.47,2.58,2.47,0.56,0.21,9.41,186.32,13.0,12.13,8.15,12.61,5.21,1.53,1.58,3.0,2.95,0.72,0.26,13.62,229.43,16.01,14.49,9.36,15.43,5.21,0.68,2.42,1.63,4.32,0.72,0.46,14.2,3,9.71,165.0,19.0
Brandin Cooks,DAL,WR,1.0,16.0,74.84,4.68,116.05,7.25,1158.95,72.43,15.55,49.26,3.08,67.84,30.53,13.47,0.85,6.26,0.39,8.84,0.55,51.16,3.2,5.68,3.21,0.2,0.47,0.03,83.68,5.23,124.89,7.81,52.47,3.28,0.0,0.0,0.0,1.0,162.06,10.13,8.59,6.99,9.95,6.42,1.47,2.32,1.32,4.47,0.57,0.39,9.32,199.48,12.47,11.4,7.74,12.27,6.21,0.89,2.63,2.0,4.26,0.65,0.37,13.06,236.91,14.8,14.39,8.57,14.61,5.32,1.68,2.42,2.32,4.26,0.71,0.37,13.6,3,10.5,178.47,14.0
T.Y. Hilton,FA,WR,0.0,15.05,73.16,4.89,123.89,8.25,1211.47,81.09,16.62,51.95,3.48,70.74,32.51,14.95,1.03,5.37,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.16,4.89,123.89,8.25,51.95,3.48,0.32,0.02,0.01,1.0,153.15,10.26,8.37,7.13,10.07,5.95,1.84,1.68,2.63,2.95,0.62,0.25,9.2,189.73,12.71,10.59,8.04,12.43,6.42,0.89,1.95,2.63,3.16,0.67,0.28,12.84,226.31,15.16,12.79,9.01,14.8,6.42,0.0,2.84,2.84,2.95,0.67,0.25,12.89,3,10.5,178.42,15.0
Jarvis Landry,FA,WR,0.0,16.0,93.53,5.85,149.0,9.31,1013.16,63.32,11.04,50.74,3.17,54.58,23.75,9.63,0.6,5.58,0.35,2.79,0.17,29.79,1.86,7.98,1.16,0.07,0.47,0.03,96.32,6.02,151.79,9.49,51.89,3.25,1.53,0.09,0.02,1.0,140.11,8.76,8.28,5.1,9.29,6.53,2.05,3.11,1.53,2.79,0.37,0.21,8.71,186.87,11.68,10.86,5.61,12.47,5.16,2.58,2.79,2.47,3.0,0.57,0.23,12.83,233.64,14.6,13.3,6.3,15.59,4.05,3.95,1.11,3.42,3.47,1.0,0.3,13.77,3,8.68,147.57,22.0
Cooper Kupp,LAR,WR,1.0,10.8,48.8,4.65,70.6,6.64,687.2,65.62,14.1,31.8,2.99,67.6,30.18,8.6,0.88,5.6,0.58,2.4,0.3,15.0,1.87,3.75,1.8,0.23,0.0,0.0,51.2,4.95,73.0,6.94,33.6,3.22,0.4,0.03,0.01,0.93,103.02,10.2,9.84,7.04,9.92,5.0,0.4,0.0,4.4,1.0,1.27,0.11,9.07,127.42,12.53,12.11,7.83,12.23,4.4,1.0,0.0,4.4,1.0,1.27,0.11,12.38,151.82,14.85,14.66,8.69,14.57,3.6,1.8,0.6,3.4,1.4,0.87,0.14,12.42,2,8.99,152.77,20.0
Robert Woods,HOU,WR,2.0,14.11,69.16,4.85,104.42,7.31,953.11,66.57,13.65,49.58,3.43,55.32,25.8,13.89,0.95,4.63,0.33,9.84,0.63,79.42,5.06,7.07,4.79,0.31,0.47,0.03,79.0,5.47,114.26,7.95,54.37,3.75,0.32,0.03,0.01,1.0,133.25,9.24,7.78,6.27,9.29,5.58,2.26,1.47,2.53,2.26,0.54,0.19,8.48,167.83,11.66,10.19,7.03,11.75,4.63,3.0,1.68,2.53,2.26,0.54,0.19,12.29,202.41,14.09,12.6,7.86,14.21,4.32,2.53,2.16,3.32,1.79,0.61,0.15,12.38,3,11.41,193.95,12.0
Alshon Jeffery,FA,WR,0.0,13.74,59.74,4.4,101.26,7.37,821.32,60.69,13.84,45.26,3.34,52.74,24.42,7.32,0.55,6.11,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.74,4.4,101.26,7.37,45.26,3.34,0.0,0.0,0.0,1.0,120.66,8.77,8.19,5.45,9.15,5.79,1.32,1.63,2.11,2.89,0.58,0.27,8.66,150.53,10.98,9.98,6.27,11.37,5.58,1.53,1.63,1.95,3.05,0.58,0.3,11.97,180.39,13.18,11.77,7.13,13.61,6.05,1.37,1.89,1.89,2.53,0.47,0.25,11.75,3,7.06,119.97,35.0
