Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Justin Jefferson,MIN,WR,1.0,13.68,95.37,6.94,140.63,10.22,1420.21,104.49,15.09,65.21,4.83,56.63,29.9,26.37,2.04,7.0,0.51,3.0,0.2,4.84,0.05,-3.3,0.84,0.05,0.32,0.02,98.37,7.13,143.63,10.42,66.05,4.88,0.68,0.06,0.01,0.98,186.37,13.58,15.26,8.02,12.84,3.63,0.89,0.53,2.58,6.05,1.67,0.89,14.36,234.05,17.05,19.44,9.2,16.04,2.95,1.11,1.0,1.89,6.74,1.67,1.15,19.87,281.74,20.52,23.72,10.47,19.24,2.42,1.42,1.11,2.0,6.74,1.77,1.15,20.4,3,13.28,225.77,5.0
Tyreek Hill,MIA,WR,1.0,16.53,117.32,7.11,168.16,10.19,1653.0,100.37,14.05,79.42,4.82,72.95,32.92,24.37,1.48,10.26,0.62,6.95,0.42,37.42,2.23,4.87,2.74,0.16,0.32,0.02,124.26,7.53,175.11,10.61,82.16,4.98,0.68,0.04,0.01,1.0,231.15,14.05,12.68,8.37,13.18,3.58,1.68,2.42,1.63,7.21,1.26,0.87,13.42,289.81,17.6,16.22,9.37,16.54,2.58,2.37,1.74,2.32,7.53,1.64,0.92,18.93,348.46,21.15,20.34,10.47,19.92,3.05,0.89,3.05,1.32,8.21,1.54,1.13,19.51,3,16.36,278.15,1.0
Cooper Kupp,LAR,WR,2.0,12.11,82.16,6.76,116.16,9.56,1015.42,81.7,12.16,47.63,3.88,65.47,29.29,14.53,1.15,7.63,0.61,4.16,0.4,18.79,1.93,1.35,1.47,0.15,0.32,0.03,86.32,7.16,120.32,9.96,49.11,4.03,0.32,0.03,0.0,0.98,151.84,12.24,11.61,6.66,12.12,3.37,0.21,1.89,1.32,5.32,1.85,0.94,12.33,192.92,15.62,14.89,7.62,15.43,3.37,0.0,1.47,1.63,5.63,2.92,1.17,17.31,234.0,19.0,18.93,8.71,18.71,2.68,1.16,0.68,1.53,6.05,4.34,1.47,18.54,3,12.5,212.57,11.0
CeeDee Lamb,DAL,WR,1.0,16.79,114.37,6.79,160.26,9.52,1489.63,88.48,13.09,70.42,4.19,66.21,28.1,25.53,1.52,9.79,0.58,11.68,0.69,84.37,5.02,7.08,4.63,0.28,0.95,0.06,126.05,7.48,171.95,10.21,75.05,4.46,0.95,0.06,0.0,1.0,220.87,13.11,11.32,7.31,12.67,3.89,1.84,1.47,4.05,5.53,1.59,0.51,12.49,278.06,16.51,14.32,8.51,15.79,3.89,1.32,1.68,3.89,6.0,1.68,0.6,17.3,335.24,19.9,17.33,9.79,18.91,3.89,1.11,1.0,4.79,6.0,2.16,0.6,17.74,3,15.73,267.39,2.0
Puka Nacua,LAR,WR,1.0,17.0,105.0,6.18,160.0,9.41,1486.0,87.41,14.15,68.0,4.0,80.0,30.88,25.0,1.47,6.0,0.35,12.0,0.71,89.0,5.24,7.42,5.0,0.29,0.0,0.0,117.0,6.88,172.0,10.12,73.0,4.29,0.0,0.0,0.0,1.0,193.5,11.38,11.9,6.74,11.23,5.0,1.0,2.0,4.0,5.0,1.12,0.42,11.86,246.0,14.47,16.2,7.73,14.21,5.0,1.0,2.0,4.0,5.0,1.12,0.42,16.91,298.5,17.56,18.7,8.89,17.13,4.0,2.0,2.0,3.0,6.0,1.12,0.55,17.06,1,12.96,220.4,8.0
Amon-Ra St. Brown,DET,WR,1.0,16.0,108.12,6.76,148.16,9.26,1248.6,78.04,11.46,67.32,4.21,54.64,24.52,15.68,0.98,7.28,0.46,6.88,0.43,64.0,4.0,8.62,2.0,0.12,0.16,0.01,115.0,7.19,155.04,9.69,69.32,4.33,0.36,0.02,0.0,1.0,175.82,10.99,9.05,6.89,10.94,4.36,2.92,2.28,2.2,4.24,0.75,0.38,10.19,229.88,14.36,12.51,7.83,14.24,4.04,1.92,2.16,3.48,4.4,1.85,0.4,15.53,283.94,17.75,16.12,8.91,17.5,3.56,0.8,3.76,2.28,5.6,1.85,0.59,16.28,3,14.36,244.11,3.0
Stefon Diggs,HOU,WR,1.0,17.0,107.11,6.3,159.58,9.39,1277.74,75.16,11.92,61.89,3.64,55.63,26.87,12.63,0.74,9.37,0.55,0.79,0.05,1.42,0.08,1.42,0.47,0.03,0.0,0.0,107.89,6.35,160.37,9.44,62.37,3.67,0.47,0.03,0.0,1.0,184.13,10.83,10.27,6.83,10.71,5.47,1.68,1.89,3.63,4.32,0.93,0.38,10.71,237.68,13.98,14.0,7.6,13.85,5.26,1.32,2.32,2.74,5.37,0.92,0.54,15.44,291.23,17.13,17.78,8.47,17.0,4.74,0.74,3.42,2.53,5.58,0.92,0.57,16.4,3,11.46,194.89,16.0
Keenan Allen,CHI,WR,1.0,12.68,94.32,7.41,132.21,10.34,1065.84,84.01,11.31,53.21,4.17,43.26,26.71,13.74,1.07,5.84,0.46,1.26,0.1,5.37,0.47,3.95,0.79,0.07,0.0,0.0,95.58,7.52,133.47,10.44,54.0,4.24,0.79,0.07,0.01,0.99,143.86,11.32,9.03,6.63,11.26,2.11,3.26,3.37,1.21,2.74,0.48,0.3,9.99,191.02,15.03,12.45,7.62,14.9,1.63,2.11,3.05,2.68,3.21,0.89,0.39,15.33,238.17,18.73,16.07,8.84,18.45,1.63,2.58,2.05,1.89,4.53,1.09,0.65,16.42,3,12.41,211.01,12.0
Deebo Samuel Sr.,SF,WR,1.0,14.58,62.32,4.27,97.32,6.68,917.89,62.01,14.45,34.74,2.35,61.05,26.89,14.37,0.96,5.21,0.35,43.21,2.97,256.68,17.54,5.93,13.11,0.88,5.0,0.33,105.53,7.24,140.53,9.65,47.84,3.23,1.05,0.07,0.01,1.0,177.67,11.98,11.67,7.12,11.72,4.84,0.32,1.95,2.32,5.16,1.55,0.58,12.11,208.83,14.11,13.49,7.76,13.93,4.05,1.89,1.68,2.0,4.95,1.23,0.54,15.17,239.98,16.25,15.69,8.5,16.14,4.05,2.42,1.74,1.63,4.74,0.86,0.5,15.11,3,8.14,138.37,37.0
Davante Adams,NYJ,WR,1.0,16.79,106.26,6.35,175.32,10.44,1347.58,80.47,12.71,66.16,3.96,53.16,26.77,17.74,1.06,10.53,0.63,0.95,0.06,-0.32,-0.02,-0.1,0.0,0.0,0.0,0.0,107.21,6.4,176.26,10.5,66.16,3.96,0.0,0.0,0.0,1.0,197.88,11.81,8.83,8.56,10.97,5.11,3.11,2.32,1.37,4.89,0.63,0.45,10.18,251.02,14.98,12.12,9.8,13.88,4.26,3.16,2.26,2.21,4.89,0.82,0.45,14.77,304.15,18.16,15.54,11.11,16.79,4.37,2.84,2.47,1.74,5.37,0.82,0.49,15.38,3,13.21,224.57,6.0
Tank Dell,HOU,WR,3.0,11.0,47.0,4.27,75.0,6.82,709.0,64.45,15.09,34.0,3.09,68.0,23.73,10.0,0.91,7.0,0.64,11.0,1.0,51.0,4.64,4.64,3.0,0.27,0.0,0.0,58.0,5.27,86.0,7.82,37.0,3.36,0.0,0.0,0.0,1.0,118.0,10.73,12.2,8.34,10.04,5.0,0.0,0.0,3.0,3.0,1.2,0.38,11.27,141.5,12.86,14.7,9.42,12.02,5.0,0.0,0.0,3.0,3.0,1.2,0.38,14.75,165.0,15.0,17.2,10.54,14.03,5.0,0.0,0.0,3.0,3.0,1.2,0.38,14.87,1,10.21,173.49,23.0
A.J. Brown,PHI,WR,1.0,16.16,91.26,5.61,142.74,8.8,1345.05,82.43,14.78,61.26,3.78,64.58,29.18,19.32,1.18,7.84,0.48,0.42,0.03,2.11,0.16,1.05,0.21,0.02,0.0,0.0,91.68,5.64,143.16,8.83,61.47,3.79,1.58,0.09,0.02,1.0,178.61,10.96,9.36,7.86,10.4,4.79,1.95,1.95,3.53,3.95,0.87,0.34,10.09,224.24,13.76,11.71,8.89,13.05,4.79,0.63,2.95,4.16,3.63,0.97,0.3,14.0,269.87,16.57,14.98,9.99,15.72,4.32,1.11,2.68,4.26,3.79,1.05,0.31,14.54,3,13.61,231.35,4.0
Ja'Marr Chase,CIN,WR,1.0,15.26,91.89,6.08,137.95,9.13,1212.63,79.43,13.34,59.95,3.97,72.21,29.73,15.37,1.0,8.89,0.59,4.47,0.3,4.11,0.28,0.19,0.74,0.05,0.0,0.0,96.37,6.38,142.42,9.43,60.68,4.02,0.84,0.06,0.01,1.0,173.22,11.36,8.62,9.17,10.39,5.16,3.21,1.16,1.0,4.74,0.63,0.47,9.8,219.16,14.4,11.01,10.43,13.15,5.0,2.84,1.68,0.53,5.21,0.63,0.52,13.92,265.11,17.44,13.49,11.77,15.92,4.68,3.26,1.26,1.05,5.0,0.73,0.5,14.06,3,12.7,215.86,9.0
Mike Evans,TB,WR,2.0,16.16,77.32,4.8,128.53,7.96,1167.32,72.25,15.08,54.11,3.36,65.11,29.52,19.68,1.22,11.0,0.67,0.21,0.01,2.11,0.13,2.11,0.21,0.01,0.0,0.0,77.53,4.81,128.74,7.98,54.32,3.37,0.0,0.0,0.0,1.0,182.94,11.27,9.73,7.96,10.73,5.26,1.0,2.89,3.16,3.84,0.81,0.32,10.2,221.6,13.67,11.78,8.75,13.07,5.26,1.0,2.58,3.47,3.84,0.85,0.32,13.69,260.26,16.07,14.05,9.59,15.45,5.74,1.0,2.58,2.79,4.05,0.74,0.34,13.81,3,12.63,214.71,10.0
Chris Olave,NO,WR,1.0,15.6,81.0,5.18,130.4,8.34,1090.6,69.9,13.53,53.4,3.42,51.8,25.31,14.8,0.95,4.6,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,5.18,130.4,8.34,53.4,3.42,0.8,0.05,0.01,1.0,137.06,8.78,8.6,4.0,9.87,5.2,1.4,3.8,3.8,1.4,0.5,0.1,8.94,177.56,11.37,11.34,4.67,12.66,5.2,1.4,2.8,4.2,2.0,0.67,0.14,13.07,218.06,13.96,13.84,5.45,15.39,4.8,2.0,2.4,4.4,2.0,0.74,0.14,13.51,2,9.75,165.8,27.0
Michael Pittman Jr.,IND,WR,1.0,16.21,101.42,6.27,145.58,9.0,1065.58,65.76,10.55,52.58,3.24,56.37,23.8,9.79,0.6,4.42,0.27,2.0,0.12,18.74,1.14,5.01,0.84,0.05,0.0,0.0,103.42,6.39,147.58,9.12,53.42,3.3,0.79,0.05,0.01,1.0,135.69,8.36,7.44,4.62,9.09,6.37,2.68,3.05,2.42,1.68,0.34,0.12,8.1,186.41,11.5,11.04,5.52,12.31,5.26,3.11,2.0,3.84,2.0,0.59,0.14,12.75,237.12,14.64,14.43,6.6,15.42,4.26,2.84,2.0,4.84,2.26,0.87,0.17,13.94,3,10.18,172.98,24.0
