Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Justin Jefferson,MIN,WR,1.0,16,88,5.5,125,7.81,1400,87.5,15.91,58.0,3.62,71,31.44,23,1.44,7,0.44,1,0.06,2,0.12,2.0,0.0,0.0,0,0.0,89,5.56,126,7.88,58.0,3.62,0,0.0,0.0,1.0,186.2,11.64,10.35,8.13,10.96,6,1,2,3,4,0.78,0.33,10.56,230.2,14.39,13.35,9.14,13.55,6,1,2,3,4,0.78,0.33,14.6,274.2,17.14,16.05,10.21,16.15,6,0,2,3,5,1.0,0.45,15.21
Adam Thielen,CAR,WR,1.0,15,74,4.93,108,7.2,925,61.67,12.5,52.0,3.47,51,23.33,11,0.73,14,0.93,3,0.2,15,1.0,5.0,1.0,0.07,0,0.0,77,5.13,111,7.4,53.0,3.53,0,0.0,0.0,1.0,180.0,12.0,11.1,7.71,11.45,6,1,1,1,6,0.88,0.67,11.4,217.0,14.47,12.6,8.76,13.77,6,1,1,2,5,0.88,0.5,14.54,254.0,16.93,14.1,9.86,16.1,6,2,0,2,5,0.88,0.5,14.31
Chris Godwin,TB,WR,2.0,12,65,5.42,84,7.0,840,70.0,12.92,43.0,3.58,47,28.17,13,1.08,7,0.58,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,65,5.42,84,7.0,43.0,3.58,0,0.0,0.0,1.0,126.0,10.5,9.65,6.06,10.64,3,2,3,3,1,0.5,0.09,9.53,158.5,13.21,12.95,6.5,13.54,3,2,2,3,2,0.71,0.2,14.13,191.0,15.92,16.3,7.06,16.46,3,2,2,3,2,0.71,0.2,14.84
Allen Robinson II,DET,WR,1.0,16,102,6.38,151,9.44,1250,78.12,12.25,68.0,4.25,42,26.62,22,1.38,6,0.38,1,0.06,-1,-0.06,-1.0,0.0,0.0,0,0.0,103,6.44,152,9.5,68.0,4.25,0,0.0,0.0,1.0,160.9,10.06,8.2,5.51,10.44,5,5,1,1,4,0.45,0.33,9.36,211.9,13.24,11.05,6.42,13.62,5,4,1,2,4,0.6,0.33,14.04,262.9,16.43,14.3,7.44,16.76,5,3,1,3,4,0.78,0.33,14.62
Mike Evans,TB,WR,3.0,16,70,4.38,109,6.81,1006,62.88,14.37,55.0,3.44,50,23.38,20,1.25,13,0.81,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,70,4.38,109,6.81,55.0,3.44,0,0.0,0.0,1.0,178.6,11.16,10.95,7.11,10.87,6,0,4,2,4,0.6,0.33,10.5,213.6,13.35,13.3,8.17,12.93,6,0,5,2,3,0.45,0.23,13.73,248.6,15.54,15.5,9.27,15.01,6,1,4,2,3,0.45,0.23,13.72
Robert Woods,HOU,WR,3.0,16,90,5.62,129,8.06,936,58.5,10.4,46.0,2.88,56,22.75,11,0.69,6,0.38,24,1.5,155,9.69,6.46,9.0,0.56,2,0.12,114,7.12,153,9.56,55.0,3.44,1,0.06,0.01,1.0,155.1,9.69,9.05,6.01,9.84,6,3,1,3,3,0.6,0.23,9.49,200.1,12.51,12.15,6.68,12.73,6,1,3,2,4,0.6,0.33,13.72,245.1,15.32,14.9,7.5,15.6,7,1,2,4,2,0.6,0.14,14.03
Julio Jones,FA,WR,0.0,9,51,5.67,68,7.56,771,85.67,15.12,36.0,4.0,44,28.44,16,1.78,3,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,51,5.67,68,7.56,36.0,4.0,0,0.0,0.0,0.93,95.1,10.57,9.7,7.36,10.2,3,0,3,1,2,0.5,0.29,8.95,120.6,13.4,13.7,8.42,12.88,3,0,3,1,2,0.5,0.29,13.43,146.1,16.23,16.4,9.54,15.56,3,0,2,2,2,0.8,0.29,13.67
JuJu Smith-Schuster,KC,WR,2.0,16,97,6.06,128,8.0,831,51.94,8.57,48.0,3.0,31,19.25,13,0.81,9,0.56,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,97,6.06,128,8.0,48.0,3.0,1,0.06,0.01,1.0,137.1,8.57,9.1,6.01,8.7,7,1,2,5,1,0.6,0.07,8.69,185.6,11.6,13.35,6.65,11.83,6,1,3,4,2,0.6,0.14,13.24,234.1,14.63,16.9,7.39,14.95,5,2,1,5,3,1.0,0.23,14.84
DJ Moore,CHI,WR,2.0,15,66,4.4,118,7.87,1193,79.53,18.08,53.0,3.53,74,36.27,19,1.27,4,0.27,2,0.13,22,1.47,11.0,1.0,0.07,0,0.0,68,4.53,120,8.0,54.0,3.6,0,0.0,0.0,1.0,145.5,9.7,9.3,5.51,10.07,7,1,1,4,2,0.67,0.15,9.49,178.5,11.9,11.8,5.93,12.48,7,1,1,5,1,0.67,0.07,13.15,211.5,14.1,14.3,6.43,14.92,7,0,2,4,2,0.67,0.15,13.43
Amari Cooper,BUF,WR,2.0,16,92,5.75,130,8.12,1114,69.62,12.11,54.0,3.38,69,27.25,13,0.81,5,0.31,6,0.38,14,0.88,2.33,1.0,0.06,0,0.0,98,6.12,136,8.5,55.0,3.44,0,0.0,0.0,1.0,144.8,9.05,8.55,5.71,9.31,4,5,3,2,2,0.33,0.14,8.6,190.8,11.92,13.05,6.78,12.1,4,2,7,1,2,0.23,0.14,13.12,236.8,14.8,15.75,7.97,14.84,4,2,5,3,2,0.45,0.14,13.82
Terry McLaurin,WAS,WR,1.0,15,87,5.8,134,8.93,1118,74.53,12.85,51.0,3.4,68,28.87,17,1.13,4,0.27,2,0.13,30,2.0,15.0,2.0,0.13,0,0.0,89,5.93,136,9.07,53.0,3.53,1,0.07,0.01,1.0,136.8,9.12,8.6,5.1,9.65,4,5,3,1,2,0.25,0.15,8.73,180.3,12.02,11.2,5.96,12.59,4,4,3,2,2,0.36,0.15,12.84,223.8,14.92,14.7,6.89,15.52,4,2,5,0,4,0.36,0.36,13.89
Diontae Johnson,HOU,WR,2.0,15,88,5.87,144,9.6,923,61.53,10.49,45.0,3.0,47,22.07,10,0.67,7,0.47,3,0.2,15,1.0,5.0,1.0,0.07,0,0.0,91,6.07,147,9.8,46.0,3.07,1,0.07,0.01,1.0,133.8,8.92,9.6,6.43,8.91,6,1,2,4,2,0.67,0.15,9.33,177.8,11.85,11.1,7.73,11.64,6,2,0,4,3,0.88,0.25,12.84,221.8,14.79,14.1,9.17,14.32,5,3,0,3,4,0.88,0.36,13.7
Brandin Cooks,DAL,WR,1.0,15,81,5.4,119,7.93,1150,76.67,14.2,51.0,3.4,57,26.73,20,1.33,6,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,81,5.4,119,7.93,51.0,3.4,0,0.0,0.0,1.0,151.0,10.07,8.5,8.15,9.47,7,2,1,2,3,0.5,0.25,8.89,191.5,12.77,10.5,9.27,11.98,6,3,1,2,3,0.5,0.25,12.39,232.0,15.47,13.0,10.45,14.5,5,4,2,0,4,0.36,0.36,12.69
Curtis Samuel,BUF,WR,1.0,15,77,5.13,97,6.47,851,56.73,11.05,39.0,2.6,44,22.87,12,0.8,3,0.2,41,2.73,200,13.33,4.88,10.0,0.67,2,0.13,118,7.87,138,9.2,49.0,3.27,0,0.0,0.0,1.0,135.1,9.01,7.7,5.32,9.43,7,2,1,2,3,0.5,0.25,8.68,173.6,11.57,10.2,6.0,12.1,7,1,2,3,2,0.5,0.15,12.27,212.1,14.14,12.7,6.77,14.77,7,1,2,4,1,0.5,0.07,12.59
Cooper Kupp,LAR,WR,1.0,15,92,6.13,124,8.27,974,64.93,10.59,45.0,3.0,55,24.6,12,0.8,3,0.2,4,0.27,33,2.2,8.25,3.0,0.2,0,0.0,96,6.4,128,8.53,48.0,3.2,1,0.07,0.01,1.0,116.7,7.78,6.6,4.34,8.57,9,2,1,2,1,0.25,0.07,7.34,162.7,10.85,10.5,5.38,11.66,7,4,0,2,2,0.36,0.15,11.97,208.7,13.91,13.0,6.54,14.66,5,3,3,1,3,0.36,0.25,12.69
Robbie Chosen,FA,WR,0.0,16,95,5.94,136,8.5,1096,68.5,11.54,49.0,3.06,75,28.12,16,1.0,3,0.19,4,0.25,15,0.94,3.75,1.0,0.06,0,0.0,99,6.19,140,8.75,50.0,3.12,1,0.06,0.01,1.0,129.1,8.07,7.55,4.66,8.73,7,3,4,1,1,0.14,0.07,7.67,176.6,11.04,10.6,5.12,12.01,6,3,4,2,1,0.23,0.07,11.87,224.1,14.01,14.35,5.75,15.24,5,3,2,5,1,0.6,0.07,13.48
Jamison Crowder,WAS,WR,2.0,12,59,4.92,89,7.42,699,58.25,11.85,32.0,2.67,69,25.58,9,0.75,6,0.5,1,0.08,14,1.17,14.0,1.0,0.08,0,0.0,60,5.0,90,7.5,33.0,2.75,0,0.0,0.0,1.0,113.0,9.42,7.6,7.38,9.08,6,1,1,0,4,0.5,0.5,8.59,142.5,11.88,9.6,8.26,11.47,5,2,1,0,4,0.5,0.5,11.72,172.0,14.33,12.2,9.22,13.86,5,2,1,0,4,0.5,0.5,12.34
CeeDee Lamb,DAL,WR,2.0,16,74,4.62,111,6.94,935,58.44,12.64,46.0,2.88,52,27.0,18,1.12,5,0.31,10,0.62,82,5.12,8.2,4.0,0.25,1,0.06,84,5.25,121,7.56,50.0,3.12,1,0.06,0.01,1.0,143.7,8.98,6.5,5.98,9.13,9,0,2,3,2,0.45,0.14,7.74,180.7,11.29,9.5,6.23,11.7,8,1,1,4,2,0.6,0.14,11.67,217.7,13.61,12.5,6.6,14.3,7,2,2,3,2,0.45,0.14,12.21
Corey Davis,FA,WR,0.0,14,65,4.64,92,6.57,984,70.29,15.14,49.0,3.5,75,26.79,14,1.0,5,0.36,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,65,4.64,92,6.57,49.0,3.5,1,0.07,0.02,1.0,126.4,9.03,8.25,7.11,8.79,7,0,4,0,3,0.27,0.27,8.17,158.9,11.35,10.25,8.36,10.93,6,2,3,0,3,0.27,0.27,11.57,191.4,13.67,12.25,9.67,13.06,5,3,3,1,2,0.27,0.17,11.35
Tyler Lockett,SEA,WR,1.0,16,100,6.25,132,8.25,1054,65.88,10.54,57.0,3.56,47,23.19,10,0.62,10,0.62,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,100,6.25,132,8.25,57.0,3.56,0,0.0,0.0,1.0,165.4,10.34,5.75,10.24,9.19,10,1,0,2,3,0.45,0.23,7.64,215.4,13.46,8.4,11.9,11.87,10,0,1,2,3,0.45,0.23,11.55,265.4,16.59,10.9,13.59,14.56,8,2,1,2,3,0.45,0.23,11.85
Cole Beasley,FA,WR,0.0,15,82,5.47,107,7.13,967,64.47,11.79,53.0,3.53,35,20.67,15,1.0,4,0.27,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,82,5.47,107,7.13,53.0,3.53,0,0.0,0.0,1.0,125.5,8.37,7.3,4.98,8.91,8,1,4,0,2,0.15,0.15,7.61,166.5,11.1,9.5,6.2,11.51,7,2,2,2,2,0.36,0.15,11.54,207.5,13.83,12.0,7.53,14.07,7,2,2,1,3,0.36,0.25,11.91
Marvin Jones Jr.,FA,WR,0.0,16,76,4.75,115,7.19,978,61.12,12.87,52.0,3.25,43,20.81,19,1.19,9,0.56,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,76,4.75,115,7.19,52.0,3.25,0,0.0,0.0,1.0,151.8,9.49,6.75,7.89,9.0,8,2,1,0,5,0.45,0.45,8.1,189.8,11.86,9.05,8.87,11.25,8,3,0,1,4,0.45,0.33,11.42,227.8,14.24,11.55,9.92,13.52,8,3,0,1,4,0.45,0.33,11.7
Tyler Boyd,TEN,WR,2.0,15,79,5.27,110,7.33,841,56.07,10.65,43.0,2.87,72,18.73,7,0.47,4,0.27,5,0.33,49,3.27,9.8,2.0,0.13,0,0.0,84,5.6,115,7.67,45.0,3.0,0,0.0,0.0,1.0,113.6,7.57,7.9,5.34,7.92,7,2,1,4,1,0.5,0.07,7.78,153.1,10.21,10.4,6.53,10.45,7,1,3,3,1,0.36,0.07,11.15,192.6,12.84,12.9,7.88,12.91,7,1,2,3,2,0.5,0.15,11.88
Tee Higgins,CIN,WR,1.0,16,67,4.19,108,6.75,908,56.75,13.55,52.0,3.25,67,24.31,14,0.88,6,0.38,5,0.31,28,1.75,5.6,1.0,0.06,0,0.0,72,4.5,113,7.06,53.0,3.31,1,0.06,0.01,1.0,127.6,7.98,7.3,5.57,8.25,8,2,1,3,2,0.45,0.14,7.66,161.1,10.07,9.6,6.42,10.35,8,2,1,3,2,0.45,0.14,11.08,194.6,12.16,11.8,7.31,12.46,8,1,2,3,2,0.45,0.14,11.14
Chase Claypool,FA,WR,0.0,16,62,3.88,109,6.81,873,54.56,14.08,40.0,2.5,84,27.94,14,0.88,9,0.56,10,0.62,16,1.0,1.6,4.0,0.25,2,0.12,72,4.5,119,7.44,44.0,2.75,1,0.06,0.01,1.0,152.9,9.56,6.35,8.83,8.82,8,2,0,3,3,0.6,0.23,7.79,183.9,11.49,9.45,9.41,10.74,8,2,1,2,3,0.45,0.23,11.04,214.9,13.43,12.2,10.06,12.71,8,1,2,4,1,0.45,0.07,11.34
DeVante Parker,FA,WR,0.0,14,63,4.5,103,7.36,793,56.64,12.59,45.0,3.21,31,18.5,10,0.71,4,0.29,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,63,4.5,103,7.36,45.0,3.21,0,0.0,0.0,1.0,103.3,7.38,6.65,4.06,8.26,8,0,4,2,0,0.17,0.0,6.92,134.8,9.63,9.4,5.12,10.48,6,2,2,4,0,0.4,0.0,10.78,166.3,11.88,12.15,6.32,12.63,6,3,1,4,0,0.4,0.0,11.13
Sterling Shepard,TB,WR,1.0,12,66,5.5,90,7.5,656,54.67,9.94,37.0,3.08,29,21.33,10,0.83,3,0.25,6,0.5,49,4.08,8.17,2.0,0.17,1,0.08,72,6.0,96,8.0,39.0,3.25,0,0.0,0.0,1.0,96.5,8.04,5.25,6.41,8.04,8,1,1,1,1,0.2,0.09,6.5,129.5,10.79,8.2,7.23,10.77,7,2,0,2,1,0.33,0.09,10.55,162.5,13.54,11.2,8.17,13.5,6,2,1,1,2,0.33,0.2,11.36
Jarvis Landry,FA,WR,0.0,15,72,4.8,101,6.73,840,56.0,11.67,46.0,3.07,32,19.47,11,0.73,3,0.2,4,0.27,10,0.67,2.5,3.0,0.2,1,0.07,76,5.07,105,7.0,49.0,3.27,0,0.0,0.0,1.0,116.0,7.73,6.0,4.83,8.29,9,1,2,2,1,0.25,0.07,6.84,152.0,10.13,8.6,5.61,10.78,9,1,2,2,1,0.25,0.07,10.51,188.0,12.53,11.1,6.43,13.26,8,2,2,2,1,0.25,0.07,10.87
Marquise Brown,KC,WR,3.5,16,58,3.62,100,6.25,769,48.06,13.26,35.0,2.19,70,24.88,13,0.81,8,0.5,1,0.06,1,0.06,1.0,1.0,0.06,0,0.0,59,3.69,101,6.31,36.0,2.25,0,0.0,0.0,1.0,125.0,7.81,8.55,4.86,8.37,7,2,4,2,1,0.23,0.07,7.79,154.0,9.62,10.55,5.48,10.3,7,2,4,2,1,0.23,0.07,10.49,183.0,11.44,12.55,6.17,12.23,7,3,3,3,0,0.23,0.0,10.84
Marquise Brown,KC,WR,3.5,16,58,3.62,100,6.25,769,48.06,13.26,35.0,2.19,70,24.88,13,0.81,8,0.5,1,0.06,1,0.06,1.0,0.0,0.0,0,0.0,59,3.69,101,6.31,35.0,2.19,0,0.0,0.0,1.0,125.0,7.81,8.55,4.86,8.37,7,2,4,2,1,0.23,0.07,7.79,154.0,9.62,10.55,5.48,10.3,7,2,4,2,1,0.23,0.07,10.46,183.0,11.44,12.55,6.17,12.23,7,3,3,3,0,0.23,0.0,10.84
Antonio Brown,FA,WR,0.0,8,45,5.62,62,7.75,483,60.38,10.73,27.0,3.38,46,21.0,6,0.75,4,0.5,2,0.25,-2,-0.25,-1.0,0.0,0.0,0,0.0,47,5.88,64,8.0,27.0,3.38,0,0.0,0.0,0.88,72.1,9.01,6.2,8.04,8.51,5,0,1,1,1,0.33,0.14,6.45,94.6,11.82,9.95,9.17,11.12,3,3,0,1,1,0.33,0.14,10.39,117.1,14.64,13.55,10.38,13.74,3,3,0,1,1,0.33,0.14,10.9
Emmanuel Sanders,FA,WR,0.0,14,61,4.36,82,5.86,726,51.86,11.9,33.0,2.36,51,21.21,7,0.5,5,0.36,1,0.07,12,0.86,12.0,1.0,0.07,0,0.0,62,4.43,83,5.93,34.0,2.43,0,0.0,0.0,1.0,103.8,7.41,8.45,4.21,8.23,5,3,4,2,0,0.17,0.0,7.49,134.3,9.59,10.55,5.4,10.3,6,3,3,2,0,0.17,0.0,10.37,164.8,11.77,12.55,6.73,12.32,6,4,2,1,1,0.17,0.08,10.87
Russell Gage,SF,WR,3.0,16,72,4.5,109,6.81,786,49.12,10.92,50.0,3.12,35,18.19,6,0.38,4,0.25,2,0.12,9,0.56,4.5,1.0,0.06,0,0.0,74,4.62,111,6.94,51.0,3.19,0,0.0,0.0,1.0,109.1,6.82,5.6,5.04,7.24,10,0,3,2,1,0.23,0.07,6.22,145.1,9.07,8.45,5.99,9.49,10,0,2,3,1,0.33,0.07,9.97,181.1,11.32,10.95,7.02,11.72,9,1,2,3,1,0.33,0.07,10.27
Nelson Agholor,BAL,WR,1.0,16,48,3.0,82,5.12,896,56.0,18.67,37.0,2.31,85,31.0,15,0.94,8,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,48,3.0,82,5.12,37.0,2.31,0,0.0,0.0,1.0,137.6,8.6,7.0,6.42,8.59,8,1,2,2,3,0.45,0.23,7.59,161.6,10.1,8.35,7.09,10.13,9,0,3,1,3,0.33,0.23,9.78,185.6,11.6,9.85,7.82,11.69,9,1,2,3,1,0.33,0.07,9.64
Kenny Golladay,FA,WR,0.0,5,20,4.0,32,6.4,338,67.6,16.9,16.0,3.2,48,22.6,4,0.8,2,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,20,4.0,32,6.4,16.0,3.2,0,0.0,0.0,0.72,45.8,9.16,11.4,5.16,9.66,1,0,3,1,0,0.25,0.0,6.77,55.8,11.16,14.2,6.3,11.53,1,0,3,1,0,0.25,0.0,9.72,65.8,13.16,16.2,7.46,13.42,1,0,3,1,0,0.25,0.0,9.24
Laviska Shenault Jr.,FA,WR,0.0,14,58,4.14,79,5.64,600,42.86,10.34,33.0,2.36,36,20.0,10,0.71,5,0.36,18,1.29,91,6.5,5.06,6.0,0.43,0,0.0,76,5.43,97,6.93,39.0,2.79,0,0.0,0.0,1.0,99.1,7.08,6.15,5.02,7.52,8,2,2,1,1,0.17,0.08,6.49,128.1,9.15,8.4,5.42,9.82,8,2,3,0,1,0.08,0.08,9.59,157.1,11.22,10.65,5.91,12.13,8,2,3,0,1,0.08,0.08,10.02
DJ Chark Jr.,LAC,WR,1.0,13,53,4.08,93,7.15,706,54.31,13.32,37.0,2.85,73,24.46,10,0.77,5,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,53,4.08,93,7.15,37.0,2.85,0,0.0,0.0,1.0,100.6,7.74,5.3,6.61,7.67,8,2,0,1,2,0.3,0.18,6.52,127.1,9.78,7.6,7.43,9.69,8,2,1,0,2,0.18,0.18,9.54,153.6,11.82,9.6,8.3,11.73,9,1,1,0,2,0.18,0.18,9.73
John Brown,FA,WR,0.0,9,33,3.67,52,5.78,458,50.89,13.88,22.0,2.44,46,21.89,7,0.78,3,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,33,3.67,52,5.78,22.0,2.44,0,0.0,0.0,0.93,63.8,7.09,7.2,5.75,7.28,5,0,1,3,0,0.5,0.0,6.44,80.3,8.92,10.2,6.85,9.03,4,1,1,3,0,0.5,0.0,9.43,96.8,10.76,13.2,8.05,10.76,4,1,1,3,0,0.5,0.0,9.96
T.Y. Hilton,FA,WR,0.0,15,56,3.73,93,6.2,762,50.8,13.61,42.0,2.8,50,23.2,11,0.73,5,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,56,3.73,93,6.2,42.0,2.8,0,0.0,0.0,1.0,108.2,7.21,5.3,5.87,7.37,11,0,1,1,2,0.25,0.15,6.22,136.2,9.08,7.3,6.48,9.32,10,1,1,1,2,0.25,0.15,9.2,164.2,10.95,9.0,7.13,11.29,10,2,0,1,2,0.25,0.15,9.26
