Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Justin Jefferson,MIN,WR,1.0,17,128,7.53,184,10.82,1809,106.41,14.13,80.0,4.71,64,30.24,28,1.65,8,0.47,4,0.24,24,1.41,6.0,2.0,0.12,1,0.06,132,7.76,188,11.06,82.0,4.82,0,0.0,0.0,1.0,240.6,14.15,18.3,8.98,13.0,5,0,1,2,9,1.83,1.12,16.21,304.6,17.92,22.0,10.48,16.3,5,0,1,2,9,1.83,1.12,21.43,368.6,21.68,25.5,12.04,19.61,4,1,0,3,9,2.4,1.12,22.0
Cooper Kupp,LAR,WR,1.0,9,75,8.33,98,10.89,812,90.22,10.83,42.0,4.67,75,30.11,11,1.22,6,0.67,9,1.0,52,5.78,5.78,4.0,0.44,1,0.11,84,9.33,107,11.89,46.0,5.11,1,0.11,0.01,0.93,126.4,14.04,14.9,6.52,13.97,1,0,1,2,5,3.5,1.25,14.9,163.9,18.21,19.2,7.73,17.88,1,0,1,1,6,3.5,2.0,20.88,201.4,22.38,25.9,9.16,21.67,1,0,0,2,6,8.0,2.0,23.14
Stefon Diggs,HOU,WR,1.0,17,110,6.47,156,9.18,1455,85.59,13.23,65.0,3.82,53,32.41,17,1.0,11,0.65,1,0.06,-3,-0.18,-3.0,0.0,0.0,0,0.0,111,6.53,157,9.24,65.0,3.82,0,0.0,0.0,1.0,211.2,12.42,12.8,7.78,11.83,5,1,1,3,7,1.43,0.7,12.82,266.2,15.66,17.7,9.07,14.77,5,0,3,0,9,1.12,1.12,18.0,321.2,18.89,21.7,10.43,17.71,4,1,3,0,9,1.12,1.12,18.86
Tyreek Hill,MIA,WR,1.0,17,119,7.0,170,10.0,1710,100.59,14.37,77.0,4.53,64,33.82,25,1.47,7,0.41,7,0.41,32,1.88,4.57,3.0,0.18,1,0.06,126,7.41,177,10.41,80.0,4.71,0,0.0,0.0,1.0,222.2,13.07,11.7,7.25,12.67,3,1,4,3,6,1.12,0.55,12.5,281.7,16.57,14.0,8.48,15.9,2,1,4,3,7,1.43,0.7,17.4,341.2,20.07,18.0,9.82,19.1,2,0,6,2,7,1.12,0.7,17.74
CeeDee Lamb,DAL,WR,1.0,17,107,6.29,156,9.18,1359,79.94,12.7,67.0,3.94,39,25.18,24,1.41,9,0.53,10,0.59,47,2.76,4.7,3.0,0.18,0,0.0,117,6.88,166,9.76,70.0,4.12,0,0.0,0.0,1.0,194.6,11.45,11.2,6.74,11.3,4,3,1,4,5,1.12,0.42,11.56,248.1,14.59,14.7,7.66,14.36,4,2,1,5,5,1.43,0.42,16.44,301.6,17.74,17.7,8.66,17.42,4,2,1,5,5,1.43,0.42,16.81
Davante Adams,NYJ,WR,1.0,17,100,5.88,180,10.59,1516,89.18,15.16,65.0,3.82,60,29.47,24,1.41,14,0.82,3,0.18,-1,-0.06,-0.33,0.0,0.0,0,0.0,103,6.06,183,10.76,65.0,3.82,0,0.0,0.0,1.0,235.5,13.85,9.5,10.01,12.38,3,4,3,0,7,0.7,0.7,11.36,285.5,16.79,13.5,10.98,15.1,4,2,2,2,7,1.12,0.7,16.28,335.5,19.74,17.5,12.05,17.85,5,1,2,2,7,1.12,0.7,17.07
Ja'Marr Chase,CIN,WR,1.0,13,87,6.69,134,10.31,1046,80.46,12.02,58.0,4.46,60,24.62,13,1.0,9,0.69,5,0.38,8,0.62,1.6,1.0,0.08,0,0.0,92,7.08,139,10.69,59.0,4.54,2,0.15,0.02,1.0,155.4,11.95,9.7,7.94,11.32,4,2,1,1,5,0.86,0.62,11.07,198.9,15.3,13.2,8.85,14.52,2,4,1,1,5,0.86,0.62,16.02,242.4,18.65,16.7,9.86,17.73,1,4,1,2,5,1.17,0.62,16.66
A.J. Brown,PHI,WR,1.0,17,88,5.18,145,8.53,1496,88.0,17.0,59.0,3.47,78,36.47,23,1.35,11,0.65,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,88,5.18,145,8.53,59.0,3.47,2,0.12,0.02,1.0,211.6,12.45,11.9,7.9,11.81,3,1,4,3,6,1.12,0.55,12.05,255.6,15.04,13.9,8.58,14.38,3,2,2,5,5,1.43,0.42,15.68,299.6,17.62,16.3,9.34,16.99,3,2,2,6,4,1.43,0.31,15.84
Keenan Allen,CHI,WR,1.0,10,66,6.6,89,8.9,752,75.2,11.39,39.0,3.9,46,28.1,7,0.7,4,0.4,1,0.1,8,0.8,8.0,1.0,0.1,0,0.0,67,6.7,90,9.0,40.0,4.0,1,0.1,0.01,0.96,98.0,9.8,8.9,5.61,10.13,1,3,3,1,2,0.43,0.25,9.02,131.0,13.1,13.0,6.43,13.47,1,3,1,3,2,1.0,0.25,14.36,164.0,16.4,16.25,7.5,16.7,1,3,0,2,4,1.5,0.67,15.57
DeAndre Hopkins,KC,WR,1.0,9,64,7.11,96,10.67,717,79.67,11.2,35.0,3.89,33,21.44,8,0.89,3,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,64,7.11,96,10.67,35.0,3.89,1,0.11,0.02,0.93,87.7,9.74,9.6,6.01,9.89,3,0,4,0,2,0.29,0.29,8.89,119.7,13.3,13.6,7.22,13.28,1,2,1,4,1,1.25,0.12,14.14,151.7,16.86,18.1,8.63,16.57,1,2,1,4,1,1.25,0.12,15.08
Amon-Ra St. Brown,DET,WR,1.5,16,106,6.62,146,9.12,1161,72.56,10.95,68.0,4.25,49,22.75,11,0.69,6,0.38,9,0.56,95,5.94,10.56,3.0,0.19,0,0.0,115,7.19,155,9.69,71.0,4.44,0,0.0,0.0,1.0,161.6,10.1,7.5,7.95,9.56,5,5,1,2,3,0.45,0.23,8.63,214.6,13.41,10.75,8.99,12.68,5,3,3,2,3,0.45,0.23,13.4,267.6,16.73,14.25,10.08,15.82,4,1,6,1,4,0.45,0.33,13.95
Tyler Lockett,SEA,WR,2.0,16,84,5.25,117,7.31,1033,64.56,12.3,50.0,3.12,40,25.19,14,0.88,9,0.56,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,84,5.25,117,7.31,50.0,3.12,2,0.12,0.02,1.0,153.3,9.58,10.25,5.76,9.83,4,3,2,5,2,0.78,0.14,9.79,195.3,12.21,12.45,6.25,12.64,4,2,3,5,2,0.78,0.14,13.35,237.3,14.83,15.35,6.92,15.41,3,1,6,4,2,0.6,0.14,13.9
Amon-Ra St. Brown,DET,WR,1.5,16,106,6.62,146,9.12,1161,72.56,10.95,68.0,4.25,49,22.75,11,0.69,6,0.38,9,0.56,95,5.94,10.56,1.0,0.06,0,0.0,115,7.19,155,9.69,69.0,4.31,0,0.0,0.0,1.0,161.6,10.1,7.5,7.95,9.56,5,5,1,2,3,0.45,0.23,8.63,214.6,13.41,10.75,8.99,12.68,5,3,3,2,3,0.45,0.23,13.34,267.6,16.73,14.25,10.08,15.82,4,1,6,1,4,0.45,0.33,13.95
Christian Kirk,JAC,WR,1.0,17,84,4.94,133,7.82,1108,65.18,13.19,54.0,3.18,49,26.06,18,1.06,8,0.47,5,0.29,11,0.65,2.2,1.0,0.06,0,0.0,89,5.24,138,8.12,55.0,3.24,1,0.06,0.01,1.0,157.9,9.29,9.2,6.26,9.34,7,1,3,3,3,0.55,0.21,9.13,199.9,11.76,12.2,7.22,11.74,7,1,1,4,4,0.89,0.31,13.31,241.9,14.23,15.2,8.21,14.16,7,1,1,4,4,0.89,0.31,13.86
Tee Higgins,CIN,WR,2.0,15,75,5.0,110,7.33,1042,69.47,13.89,45.0,3.0,59,25.6,14,0.93,7,0.47,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,75,5.0,110,7.33,45.0,3.0,0,0.0,0.0,1.0,148.2,9.88,9.5,5.97,10.05,5,0,3,3,4,0.88,0.36,9.91,185.7,12.38,11.8,6.97,12.47,4,1,4,2,4,0.67,0.36,13.13,223.2,14.88,14.3,8.05,14.89,3,2,4,2,4,0.67,0.36,13.59
Jaylen Waddle,MIA,WR,2.0,17,75,4.41,117,6.88,1356,79.76,18.08,60.0,3.53,84,34.47,21,1.24,8,0.47,3,0.18,26,1.53,8.67,1.0,0.06,0,0.0,78,4.59,120,7.06,61.0,3.59,1,0.06,0.01,1.0,184.2,10.84,8.8,7.89,10.28,6,1,2,3,5,0.89,0.42,9.76,221.7,13.04,11.0,8.89,12.36,6,1,3,3,4,0.7,0.31,13.0,259.2,15.25,13.5,9.94,14.47,6,2,2,4,3,0.7,0.21,12.94
DeVonta Smith,PHI,WR,2.0,17,95,5.59,136,8.0,1196,70.35,12.59,57.0,3.35,45,22.65,18,1.06,7,0.41,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,95,5.59,136,8.0,57.0,3.35,1,0.06,0.01,1.0,159.6,9.39,8.0,6.76,9.26,5,4,2,3,3,0.55,0.21,8.61,207.1,12.18,11.5,7.58,12.02,5,1,4,4,3,0.7,0.21,12.93,254.6,14.98,15.0,8.52,14.77,5,0,5,4,3,0.7,0.21,13.75
Amari Cooper,BUF,WR,1.0,17,78,4.59,132,7.76,1160,68.24,14.87,61.0,3.59,55,27.24,18,1.06,9,0.53,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,78,4.59,132,7.76,61.0,3.59,0,0.0,0.0,1.0,169.0,9.94,7.4,7.12,9.68,7,2,2,1,5,0.55,0.42,8.74,208.0,12.24,10.2,7.91,11.94,7,2,2,1,5,0.55,0.42,12.56,247.0,14.53,13.2,8.78,14.22,8,0,2,1,6,0.7,0.55,13.14
Chris Godwin,TB,WR,1.0,15,104,6.93,142,9.47,1023,68.2,9.84,53.0,3.53,44,20.4,10,0.67,3,0.2,3,0.2,5,0.33,1.67,1.0,0.07,0,0.0,107,7.13,145,9.67,54.0,3.6,2,0.13,0.02,1.0,118.8,7.92,6.3,4.28,8.76,9,1,1,2,2,0.36,0.15,7.64,170.8,11.39,10.3,5.0,12.47,5,5,1,2,2,0.36,0.15,12.53,222.8,14.85,13.5,5.8,16.13,3,4,4,1,3,0.36,0.25,13.59
DK Metcalf,SEA,WR,1.0,17,90,5.29,141,8.29,1048,61.65,11.64,47.0,2.76,54,22.41,11,0.65,6,0.35,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,90,5.29,141,8.29,47.0,2.76,2,0.12,0.02,1.0,136.8,8.05,8.1,5.35,8.41,7,2,2,4,2,0.55,0.13,8.24,181.8,10.69,11.6,6.15,11.12,6,2,2,5,2,0.7,0.13,12.24,226.8,13.34,14.7,7.1,13.77,6,1,3,5,2,0.7,0.13,13.16
Terry McLaurin,WAS,WR,1.0,17,77,4.53,120,7.06,1191,70.06,15.47,56.0,3.29,52,31.65,16,0.94,5,0.29,7,0.41,29,1.71,4.14,2.0,0.12,0,0.0,84,4.94,127,7.47,58.0,3.41,0,0.0,0.0,1.0,152.0,8.94,8.2,4.22,9.92,6,3,1,6,1,0.7,0.06,8.85,190.5,11.21,10.2,4.78,12.41,6,3,2,5,1,0.55,0.06,12.21,229.0,13.47,13.0,5.44,14.86,5,3,2,5,2,0.7,0.13,12.84
